,index,Instance, Product/Description, Migrations, Days, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
71,399,c5.18xlarge, Red Hat Enterprise Linux,132,327,12545.027999999913,7555.213199999987,0,0,4989.814799999923
72,695,r5d.metal, Linux/UNIX,22,406,11738.263000000034,6749.969000000043,15,0,4988.293999999991
73,948,m5n.8xlarge, SUSE Linux,1,202,7247.478599999979,2270.582900000008,114,0,4976.895699999972
74,855,m5n.8xlarge, Red Hat Enterprise Linux,1,202,7282.26860000002,2314.272900000002,111,0,4967.99570000002
75,856,m5n.8xlarge, Linux/UNIX,1,202,6652.028600000012,1684.0328999999942,114,0,4967.995700000018
76,897,m5ad.12xlarge, SUSE Linux,13,400,13016.453199999909,8100.815900000046,111,23,4915.637299999865
77,83,g3.16xlarge, Red Hat Enterprise Linux,10,323,16542.768000000076,11634.002399999974,0,0,4908.765600000103
78,275,m2.4xlarge, Red Hat Enterprise Linux,7,327,6661.599000000007,1792.8167999999946,174,0,4868.782200000012
79,469,r5d.24xlarge, Red Hat Enterprise Linux,10,323,13755.148800000068,8887.980800000003,0,0,4867.168000000065
80,665,r4.16xlarge, SUSE Linux,25,407,14062.744599999993,9444.456399999994,7,0,4618.288199999999
81,472,c5.18xlarge, Windows,1,406,43632.65759999976,39030.503999999935,0,0,4602.153599999816
