InstanceType,ProductDescription,AvailabilityZone,PriceChanges,min,max
m5ad.12xlarge,SUSE Linux,us-west-1c,69,0.7893,3.0780000000000003
m5a.12xlarge,SUSE Linux,ap-southeast-2c,69,0.9683,2.6919999999999997
t1.micro,Red Hat Enterprise Linux,us-east-1b,69,0.062,0.07
m5ad.large,Linux/UNIX,ap-northeast-2c,69,0.0315,0.0982
m5ad.large,Red Hat Enterprise Linux,ap-northeast-2c,69,0.0915,0.1582
r5a.xlarge,Linux/UNIX,ap-southeast-2a,69,0.0758,0.0826
m5.24xlarge,SUSE Linux,ap-northeast-1c,69,1.7766,1.9603
t1.micro,SUSE Linux,us-east-1b,69,0.012,0.02
m5.24xlarge,SUSE Linux,ap-southeast-2c,69,1.8365,1.8655
m5ad.12xlarge,Red Hat Enterprise Linux,us-west-2a,69,0.9413,2.602
m5ad.xlarge,Linux/UNIX,ap-northeast-2c,69,0.0629,0.1941
r5n.12xlarge,Red Hat Enterprise Linux,us-east-1d,70,0.985,1.2386
m5dn.8xlarge,SUSE Linux,us-east-1a,70,0.6441,1.8174
x1e.32xlarge,Windows,us-east-1a,70,13.8944,32.576
x1e.32xlarge,Windows,us-east-1b,70,13.8944,32.576
m5dn.8xlarge,Linux/UNIX,us-east-1a,70,0.5441,1.7174
m5dn.2xlarge,Windows,eu-west-1a,70,0.5123,0.6305
r5ad.4xlarge,Windows,eu-central-1c,70,1.0278,1.5932
m5dn.12xlarge,Windows,us-east-2b,70,2.6869,5.472
m5.metal,Red Hat Enterprise Linux,us-east-1d,70,1.2182,1.2472
i3.4xlarge,Windows,eu-north-1a,70,1.1272,1.8817
x1e.4xlarge,Windows,ap-southeast-2b,70,2.1868,4.1055
r5ad.large,Red Hat Enterprise Linux,ap-northeast-2c,70,0.093,0.218
c4.large,SUSE Linux,ap-south-1b,70,0.1251,0.1302
r5n.12xlarge,Linux/UNIX,us-east-1d,70,0.855,1.1086
r4.8xlarge,Windows,sa-east-1c,70,2.1557,5.952000000000001
h1.4xlarge,Windows,us-east-1c,70,1.0168,1.8359999999999999
c5d.2xlarge,Windows,us-west-2d,70,0.4968,0.752
m5a.8xlarge,Windows,ap-southeast-1c,70,1.9273,2.7926
c5d.4xlarge,Windows,us-west-2d,70,0.9936,1.504
m5a.8xlarge,Windows,eu-west-2c,70,1.8743,3.072
t3a.small,Red Hat Enterprise Linux,eu-west-1c,70,0.0661,0.0674
g3.16xlarge,Windows,eu-west-2a,70,4.6588,8.66
t3a.small,Linux/UNIX,eu-west-1c,70,0.0061,0.0074
r5d.xlarge,Linux/UNIX,us-west-1c,70,0.0677,0.2537
r4.16xlarge,Red Hat Enterprise Linux,ap-south-1b,70,1.0055,1.1378
t3a.nano,Linux/UNIX,us-east-2c,70,0.0014,0.002
c5n.xlarge,SUSE Linux,us-east-2a,70,0.138,0.1652
r5d.large,Windows,us-west-2d,70,0.1274,0.23600000000000002
m5ad.24xlarge,Windows,ap-northeast-2c,70,5.9263,8.9107
m5ad.4xlarge,Windows,eu-west-2c,70,0.9774,1.4737
m5ad.2xlarge,Windows,us-west-2c,70,0.5032,0.78
g4dn.12xlarge,Windows,us-west-1c,70,3.313,4.1568
x1.16xlarge,Linux/UNIX,eu-west-1c,70,2.4009,8.003
g4dn.16xlarge,SUSE Linux,eu-north-1a,70,1.4851,2.8565
r5dn.2xlarge,Linux/UNIX,ap-southeast-1c,70,0.13699999999999998,0.8
r3.large,Linux/UNIX,eu-west-1b,70,0.0343,0.0373
r3.large,Linux/UNIX,us-east-2a,70,0.019,0.0201
r5d.24xlarge,Linux/UNIX,eu-west-1b,70,1.8139,7.68
m5d.24xlarge,Windows,eu-west-2b,70,5.9995,9.2208
r3.large,Red Hat Enterprise Linux,us-east-2a,70,0.079,0.0801
m5a.16xlarge,Windows,eu-west-1c,70,4.0983,6.016
c5.xlarge,Linux/UNIX,eu-north-1b,70,0.0546,0.0561
r5.24xlarge,Linux/UNIX,ap-southeast-2c,70,1.8192,5.0891
c5.xlarge,Red Hat Enterprise Linux,eu-north-1b,70,0.1146,0.1161
g4dn.4xlarge,SUSE Linux,us-west-1a,70,0.5335,0.6101
g4dn.4xlarge,SUSE Linux,eu-central-1b,70,0.5187,0.6126
g4dn.4xlarge,Red Hat Enterprise Linux,eu-central-1b,70,0.5487,0.6426
x1.16xlarge,SUSE Linux,eu-west-1c,70,2.5009,8.103
g4dn.4xlarge,Linux/UNIX,eu-central-1b,70,0.4187,0.5126
r5dn.2xlarge,Windows,ap-southeast-1c,70,0.505,1.168
r5dn.2xlarge,Red Hat Enterprise Linux,ap-southeast-1c,70,0.267,0.93
r3.large,SUSE Linux,eu-west-1b,70,0.1343,0.1373
m5dn.xlarge,Linux/UNIX,us-east-2b,70,0.0399,0.272
r5d.12xlarge,Windows,ap-northeast-1c,70,3.0862,6.3839999999999995
m1.xlarge,Red Hat Enterprise Linux,eu-west-1a,70,0.0979,0.1157
t2.small,SUSE Linux,us-east-1c,70,0.0369,0.0377
t2.small,Linux/UNIX,us-east-1c,70,0.0069,0.0077
m3.xlarge,Windows,sa-east-1c,70,0.2617,0.3297
m1.xlarge,Linux/UNIX,eu-west-1a,70,0.0379,0.0557
m1.xlarge,SUSE Linux,eu-west-1a,70,0.1379,0.1557
m5dn.xlarge,Red Hat Enterprise Linux,us-east-2b,70,0.0999,0.332
r5a.xlarge,SUSE Linux,ap-southeast-2a,70,0.1758,0.2076
m1.large,Windows,eu-west-1a,70,0.111,0.128
a1.4xlarge,SUSE Linux,us-east-1a,70,0.2343,0.2923
r5.metal,Windows,ap-southeast-2c,70,5.6288,11.664000000000001
m5dn.xlarge,Windows,us-east-2b,70,0.2239,0.456
m5a.16xlarge,Linux/UNIX,eu-west-2a,71,1.0557,3.2
r5.metal,Windows,us-east-2b,71,5.0849,10.464
m5a.16xlarge,Red Hat Enterprise Linux,eu-west-2a,71,1.1857,3.33
m5ad.8xlarge,Red Hat Enterprise Linux,ap-northeast-2a,71,0.6334,1.6584
r5dn.4xlarge,Red Hat Enterprise Linux,eu-central-1a,71,0.4218,1.722
i3en.metal,Linux/UNIX,ap-northeast-2a,71,3.2955,10.8249
m5a.xlarge,Windows,ap-southeast-2c,71,0.2564,0.4
r5a.12xlarge,Linux/UNIX,ap-northeast-1c,71,0.8782,0.8927
m5ad.4xlarge,Windows,us-east-1d,71,1.0081,1.56
m5d.large,Linux/UNIX,us-east-1f,71,0.034,0.0349
g3.16xlarge,Linux/UNIX,eu-west-2a,71,1.7148,5.716
r5ad.2xlarge,Windows,ca-central-1a,71,0.4952,0.9440000000000001
m5a.24xlarge,Red Hat Enterprise Linux,eu-central-1a,71,1.801,5.122000000000001
m5ad.8xlarge,Linux/UNIX,eu-west-2a,71,0.4828,1.5067
m3.xlarge,Windows,sa-east-1b,71,0.2617,0.3297
i3.16xlarge,Red Hat Enterprise Linux,eu-west-1c,71,1.7812,5.634
m5ad.8xlarge,Red Hat Enterprise Linux,eu-west-2a,71,0.6128,1.6367
r5.24xlarge,SUSE Linux,ap-southeast-2c,71,1.9192,5.1891
r5d.8xlarge,Red Hat Enterprise Linux,ap-southeast-2b,71,0.7364,1.2781
m5dn.12xlarge,Linux/UNIX,us-east-2b,71,0.4789,3.264
r5d.xlarge,SUSE Linux,us-west-1c,71,0.1677,0.3537
r5.8xlarge,SUSE Linux,ap-northeast-2c,71,0.6274,0.6774
m5d.8xlarge,SUSE Linux,eu-west-2a,71,0.6278,1.1746
m5ad.8xlarge,Linux/UNIX,ap-northeast-2a,71,0.5034,1.5284
t2.large,SUSE Linux,eu-west-2b,71,0.1317,0.1336
r5d.xlarge,Linux/UNIX,eu-west-2c,71,0.0691,0.3065
c5d.18xlarge,Windows,us-west-2d,71,4.471,6.768
r5n.12xlarge,SUSE Linux,us-east-1d,71,0.955,1.2086
m5a.16xlarge,Windows,ap-northeast-2c,71,3.8328,5.69
r5d.24xlarge,SUSE Linux,eu-west-1b,71,1.9139,7.78
m5a.24xlarge,Windows,ap-southeast-2c,71,6.1525,9.6
x1e.4xlarge,SUSE Linux,ap-southeast-2b,71,1.5508,3.3018
r5dn.2xlarge,SUSE Linux,us-east-2a,71,0.1836,0.818
m5ad.24xlarge,Windows,eu-west-2b,71,5.8644,9.0205
r5dn.2xlarge,SUSE Linux,ap-southeast-1c,71,0.237,0.95
m5d.large,Red Hat Enterprise Linux,us-east-1f,71,0.094,0.0949
r5a.12xlarge,Red Hat Enterprise Linux,ap-northeast-1c,71,1.0082,1.0227
r5dn.16xlarge,Linux/UNIX,us-east-2a,71,0.6689,5.343999999999999
m5d.metal,Red Hat Enterprise Linux,us-west-2c,71,1.2118,2.8075
m5d.metal,Linux/UNIX,us-west-2c,71,1.0818,2.6775
m5a.4xlarge,Red Hat Enterprise Linux,eu-central-1c,71,0.4085,0.4137
r5dn.16xlarge,Red Hat Enterprise Linux,us-east-2a,71,0.7989,5.474
g4dn.12xlarge,Red Hat Enterprise Linux,us-east-2c,71,0.8416,1.4509
x1e.4xlarge,Linux/UNIX,ap-southeast-2b,71,1.4508,3.2018
t2.large,Linux/UNIX,eu-west-2b,71,0.0317,0.0336
m4.large,SUSE Linux,eu-west-2c,71,0.1314,0.1326
t2.large,Red Hat Enterprise Linux,eu-west-2b,71,0.0917,0.0936
g4dn.12xlarge,Linux/UNIX,us-east-2c,71,0.7116,1.3209
x1e.32xlarge,Red Hat Enterprise Linux,us-east-1a,71,8.1364,26.818
r5d.8xlarge,Linux/UNIX,ap-southeast-2b,71,0.6064,1.1481
m5ad.24xlarge,Red Hat Enterprise Linux,us-west-2a,71,1.7526,5.074
t3a.small,SUSE Linux,eu-west-1c,71,0.0374,0.1068
x1e.32xlarge,SUSE Linux,us-east-1a,71,8.1064,26.788
m5d.large,SUSE Linux,us-east-1f,71,0.134,0.1349
t3.2xlarge,Linux/UNIX,eu-west-1b,71,0.1088,0.3206
i3en.metal,Red Hat Enterprise Linux,ap-northeast-2a,71,3.4255,10.9549
x1.16xlarge,Linux/UNIX,us-east-2a,71,2.0007,4.8716
r5d.8xlarge,Windows,eu-west-3b,71,2.0053,3.2665
c1.xlarge,Windows,us-west-2b,71,0.326,0.3720000000000001
m5a.2xlarge,Windows,eu-west-3b,71,0.4892,0.71
m5d.metal,SUSE Linux,us-west-2c,71,1.1818,2.7775
c5n.2xlarge,Linux/UNIX,us-west-1b,72,0.1231,0.142
m4.10xlarge,Linux/UNIX,eu-west-2a,72,0.6284,0.6373
g2.2xlarge,Red Hat Enterprise Linux,us-east-1a,72,0.325,0.3324
r5d.8xlarge,SUSE Linux,ap-southeast-2b,72,0.7064,1.2481
r5dn.8xlarge,Red Hat Enterprise Linux,us-east-2a,72,0.4645,2.802
c5d.xlarge,SUSE Linux,ap-southeast-1a,72,0.1623,0.1637
c5d.xlarge,Linux/UNIX,ap-southeast-1a,72,0.0623,0.0637
x1e.16xlarge,Windows,us-east-1b,72,6.9472,16.288
m5ad.8xlarge,Linux/UNIX,ap-southeast-2a,72,0.523,1.5951
m5ad.24xlarge,Linux/UNIX,eu-west-2a,72,1.4484,4.5247
i3.4xlarge,Linux/UNIX,eu-north-1a,72,0.3912,1.1693
m5a.16xlarge,SUSE Linux,eu-west-2a,72,1.1557,3.35
i3en.large,Linux/UNIX,us-east-1b,72,0.0678,0.1782
m5ad.8xlarge,Red Hat Enterprise Linux,ap-southeast-2a,72,0.653,1.7251
i3.4xlarge,Red Hat Enterprise Linux,eu-north-1a,72,0.5212,1.2993
i3.4xlarge,SUSE Linux,eu-north-1a,72,0.4912,1.2693
c1.xlarge,Windows,us-west-2c,72,0.3258,0.3720000000000001
t3.2xlarge,SUSE Linux,eu-west-1b,72,0.2088,0.4206
m5ad.24xlarge,Red Hat Enterprise Linux,eu-west-2a,72,1.5784,4.6547
g2.2xlarge,SUSE Linux,us-east-1a,72,0.295,0.3024
g3.4xlarge,SUSE Linux,ca-central-1a,72,0.5248,0.5672
c5n.2xlarge,Red Hat Enterprise Linux,us-west-1b,72,0.2531,0.272
m5ad.12xlarge,Windows,us-east-1f,72,2.9979,4.68
r5a.12xlarge,Red Hat Enterprise Linux,us-east-1b,72,0.985,1.0388
g3.8xlarge,Red Hat Enterprise Linux,ca-central-1b,72,0.9796,2.4098
a1.large,Linux/UNIX,us-west-2c,72,0.0167,0.0773
c5n.xlarge,Linux/UNIX,ap-southeast-1b,72,0.0623,0.0637
r5dn.2xlarge,Linux/UNIX,eu-central-1b,72,0.1459,0.7959999999999999
m5ad.2xlarge,Linux/UNIX,ap-south-1a,72,0.1109,0.268
m5ad.2xlarge,Red Hat Enterprise Linux,ap-south-1a,72,0.2409,0.398
r5dn.large,Windows,ap-southeast-1a,72,0.1263,0.292
p3.16xlarge,Linux/UNIX,ap-southeast-2b,72,10.1616,39.848
m5ad.4xlarge,Red Hat Enterprise Linux,us-east-2b,72,0.2896,0.4385
m3.2xlarge,Windows,sa-east-1a,72,0.5234,0.6594
m3.2xlarge,Windows,sa-east-1c,72,0.5234,0.6594
g4dn.12xlarge,SUSE Linux,eu-west-2c,72,1.4731,4.0695
m5dn.large,Linux/UNIX,us-east-1b,72,0.034,0.136
m5ad.2xlarge,Windows,us-east-1d,72,0.504,0.78
m5dn.large,Red Hat Enterprise Linux,us-east-1b,72,0.094,0.196
m5ad.2xlarge,Windows,us-west-2b,72,0.5032,0.78
p3.16xlarge,SUSE Linux,ap-southeast-2b,72,10.2616,39.948
m5a.8xlarge,Linux/UNIX,eu-west-2c,72,0.4023,1.6
m5a.8xlarge,Red Hat Enterprise Linux,eu-west-2c,72,0.5323,1.73
r5n.xlarge,Red Hat Enterprise Linux,us-west-2c,72,0.1308,0.1476
m5ad.8xlarge,Windows,eu-west-2b,72,1.9548,2.9637
r5n.xlarge,Linux/UNIX,us-west-2c,72,0.0708,0.0876
m5ad.large,Windows,us-east-1a,72,0.1239,0.195
m5.metal,SUSE Linux,us-east-1d,72,1.1882,1.2172
c5n.2xlarge,Windows,us-east-1c,72,0.4975,0.6077
r5ad.xlarge,Windows,eu-central-1c,72,0.2569,0.4081
m5.metal,Linux/UNIX,us-east-1d,72,1.0882,1.1172
m5ad.large,Windows,ap-northeast-2c,72,0.1235,0.1933
m5a.24xlarge,Red Hat Enterprise Linux,eu-central-1c,72,1.801,5.122000000000001
m5a.large,Windows,eu-central-1b,72,0.1268,0.196
g3.4xlarge,Red Hat Enterprise Linux,ca-central-1a,72,0.5548,0.5972
r5dn.4xlarge,Windows,eu-central-1a,72,1.0278,2.3280000000000003
c5d.xlarge,Red Hat Enterprise Linux,ap-southeast-1a,72,0.1223,0.1237
r5dn.12xlarge,Linux/UNIX,us-east-1b,72,0.855,2.7503
g2.2xlarge,Linux/UNIX,us-east-1a,72,0.195,0.2024
r5dn.12xlarge,Red Hat Enterprise Linux,us-east-1b,72,0.985,2.8803
r5a.12xlarge,SUSE Linux,ap-northeast-1c,72,0.9782,1.0427
r5n.8xlarge,Red Hat Enterprise Linux,eu-west-1b,72,0.7346,0.7951
m5ad.8xlarge,Windows,ap-southeast-2a,72,1.995,3.0978
c5n.xlarge,Red Hat Enterprise Linux,eu-central-1a,72,0.1263,0.1285
r5dn.4xlarge,SUSE Linux,eu-central-1a,72,0.3918,1.742
c5n.xlarge,Red Hat Enterprise Linux,ap-southeast-1b,72,0.1223,0.1237
r5n.8xlarge,Linux/UNIX,eu-west-1b,72,0.6046,0.6651
c5d.metal,SUSE Linux,us-east-1a,73,1.6546,4.708
inf1.24xlarge,Linux/UNIX,us-west-2c,73,2.2845,7.615
m5ad.8xlarge,SUSE Linux,ap-southeast-2a,73,0.623,1.6951
p3.8xlarge,SUSE Linux,ap-southeast-1b,73,5.1808,20.024
m5ad.12xlarge,Linux/UNIX,us-east-1f,73,0.7955,2.472
r5d.12xlarge,Linux/UNIX,ap-northeast-1c,73,0.8782,4.176
c5d.metal,Red Hat Enterprise Linux,us-east-1a,73,1.6846,4.738
r5d.8xlarge,Red Hat Enterprise Linux,eu-west-3b,73,0.6633,2.0013
r5dn.large,Red Hat Enterprise Linux,ap-southeast-1a,73,0.0943,0.26
c5d.18xlarge,Linux/UNIX,us-west-2d,73,1.159,3.4560000000000004
m5a.4xlarge,Windows,ap-southeast-2b,73,1.0254,1.6
m3.large,Windows,sa-east-1b,73,0.1308,0.1648
r5a.24xlarge,Linux/UNIX,ap-northeast-1a,73,1.7565,3.7832
r5d.8xlarge,Linux/UNIX,eu-west-3b,73,0.5333,1.8713
r5dn.24xlarge,Windows,ap-northeast-1c,73,6.1725,14.16
r5dn.12xlarge,SUSE Linux,us-east-1b,73,0.955,2.9003
r5dn.2xlarge,SUSE Linux,eu-central-1b,73,0.2459,0.946
r5dn.2xlarge,Windows,eu-central-1a,73,0.5139,1.164
r5dn.4xlarge,Linux/UNIX,ap-southeast-1a,73,0.2741,1.6
r5dn.4xlarge,Red Hat Enterprise Linux,ap-southeast-1a,73,0.4041,1.73
r5d.8xlarge,SUSE Linux,us-east-2a,73,0.4345,0.4895
r5dn.4xlarge,SUSE Linux,ap-southeast-1a,73,0.3741,1.75
m5a.large,Windows,ap-southeast-2b,73,0.1282,0.2
r5d.xlarge,Windows,eu-west-2c,73,0.2531,0.4848
i3en.large,SUSE Linux,us-east-1b,73,0.1308,0.2782
r4.8xlarge,SUSE Linux,sa-east-1c,73,0.7837,4.58
m5a.16xlarge,Windows,eu-west-2a,73,3.9997,6.144
r5a.2xlarge,Red Hat Enterprise Linux,ap-northeast-2c,73,0.2619,0.674
m5a.xlarge,Windows,ap-southeast-2b,73,0.2564,0.4
r5d.24xlarge,Linux/UNIX,eu-west-1c,73,1.8139,7.2144
r5dn.large,Linux/UNIX,ap-southeast-1a,73,0.0343,0.2
c5d.metal,Linux/UNIX,us-east-1a,73,1.5546,4.6080000000000005
x1e.16xlarge,Windows,ap-southeast-1a,73,8.7472,22.288
m5a.large,Red Hat Enterprise Linux,eu-west-2b,73,0.0851,0.1275
c5d.metal,Windows,eu-north-1c,73,5.7264,8.234
c5d.2xlarge,Linux/UNIX,us-east-2a,73,0.076,0.0771
c5n.xlarge,SUSE Linux,ap-southeast-1b,73,0.1623,0.1886
m5ad.24xlarge,Windows,ap-northeast-2a,73,5.9263,9.0024
m5dn.2xlarge,Red Hat Enterprise Linux,ap-southeast-1b,73,0.2608,0.4645
r4.8xlarge,Linux/UNIX,sa-east-1c,73,0.6837,4.48
c5n.metal,Windows,eu-central-1b,73,4.6045,7.74
m5ad.24xlarge,Red Hat Enterprise Linux,eu-west-2c,73,1.5784,4.7446
r5a.12xlarge,Windows,us-east-1a,73,3.063,4.92
r5a.2xlarge,Linux/UNIX,ap-northeast-2c,73,0.1319,0.544
m5ad.16xlarge,Windows,ap-southeast-1a,73,3.9904,7.072
r5d.metal,Red Hat Enterprise Linux,eu-west-3b,73,1.1966,8.242
z1d.2xlarge,Red Hat Enterprise Linux,ap-southeast-2b,73,0.4012,1.034
r5n.8xlarge,SUSE Linux,eu-west-1b,73,0.7046,0.7668
c5n.xlarge,Linux/UNIX,eu-central-1a,73,0.0663,0.0685
r5n.large,Linux/UNIX,us-east-1b,73,0.0356,0.0488
r5n.large,Red Hat Enterprise Linux,us-east-1b,73,0.0956,0.1088
i3en.24xlarge,Linux/UNIX,us-west-2b,73,3.2544,6.818
i3.8xlarge,Red Hat Enterprise Linux,ap-south-1c,73,0.9796,1.6351
p3.8xlarge,Linux/UNIX,ap-southeast-1b,73,5.0808,19.924
r5n.xlarge,SUSE Linux,us-west-2c,73,0.1708,0.1961
i3.8xlarge,Red Hat Enterprise Linux,eu-west-1c,73,0.9556,2.882
m5ad.24xlarge,Linux/UNIX,eu-west-2c,73,1.4484,4.6146
r5n.16xlarge,Windows,eu-central-1a,73,4.1110000000000015,7.1184
m5dn.2xlarge,Linux/UNIX,ap-southeast-1b,73,0.1308,0.3345
c5n.2xlarge,SUSE Linux,us-west-1b,73,0.2231,0.2731
r5ad.xlarge,Linux/UNIX,ap-northeast-1a,73,0.0732,0.318
r5.metal,Linux/UNIX,ap-northeast-2a,73,1.0548,6.85
z1d.large,Windows,ap-southeast-1a,73,0.1598,0.318
r5ad.xlarge,Windows,ap-northeast-1a,73,0.2572,0.502
r5ad.4xlarge,Linux/UNIX,us-west-2a,73,0.2833,1.048
inf1.24xlarge,Red Hat Enterprise Linux,us-west-2c,73,2.4145,7.745
m5dn.large,Windows,us-east-2b,73,0.11199999999999999,0.228
r5.8xlarge,SUSE Linux,ca-central-1a,73,0.6088,0.6608
p3.8xlarge,Linux/UNIX,eu-west-2a,73,4.3068,14.356
r5dn.xlarge,Linux/UNIX,ap-southeast-1b,73,0.0685,0.4
m5ad.16xlarge,Linux/UNIX,ap-southeast-1a,73,1.0464,4.128
r5dn.xlarge,Windows,eu-central-1b,73,0.2569,0.5820000000000001
r5dn.xlarge,Red Hat Enterprise Linux,ap-southeast-1b,73,0.1285,0.46
m5d.metal,Linux/UNIX,eu-west-3a,73,1.0181,3.2467
r3.4xlarge,Windows,us-east-2b,73,0.7657,1.944
z1d.6xlarge,Windows,eu-central-1a,73,1.914,2.3366
m5ad.2xlarge,SUSE Linux,ap-south-1a,73,0.2109,0.368
m5ad.16xlarge,Red Hat Enterprise Linux,ap-southeast-1a,73,1.1764,4.258
m5dn.2xlarge,SUSE Linux,ap-southeast-1b,74,0.2308,0.4845
c3.xlarge,Linux/UNIX,us-east-1a,74,0.0588,0.0602
c5d.9xlarge,SUSE Linux,us-west-2d,74,0.6795,1.828
r5ad.2xlarge,Windows,ap-northeast-2c,74,0.4999,0.8331
c5d.9xlarge,Windows,us-west-2d,74,2.2355,3.384
r5a.4xlarge,Windows,us-west-2b,74,1.0193,1.5654
r5dn.4xlarge,Windows,eu-central-1b,74,1.0278,2.3280000000000003
r5a.4xlarge,Windows,us-west-2c,74,1.0193,1.64
z1d.12xlarge,Windows,us-west-1b,74,3.7272,7.272
t3.small,Windows,ap-northeast-2a,74,0.0262,0.0444
r5.metal,Windows,ap-northeast-2a,74,5.4708,11.2823
r5n.large,SUSE Linux,us-east-1b,74,0.0986,0.1462
r5a.8xlarge,Red Hat Enterprise Linux,us-east-1a,74,0.6905,0.7078
r5a.8xlarge,Red Hat Enterprise Linux,eu-west-2a,74,0.6829999999999999,2.258
m5a.4xlarge,Windows,eu-central-1c,74,1.0145,1.568
m5ad.2xlarge,Windows,us-east-1b,74,0.504,0.78
r5dn.16xlarge,Windows,us-east-2a,74,3.6129,8.288
r5ad.4xlarge,SUSE Linux,us-west-2a,74,0.3833,1.148
m5a.4xlarge,Linux/UNIX,ap-southeast-2b,74,0.2894,0.8640000000000001
z1d.large,Linux/UNIX,ap-southeast-1a,74,0.0678,0.226
r5.metal,Windows,us-east-2a,74,5.0849,10.464
r5ad.4xlarge,Windows,us-west-1b,74,1.0068,1.5481
i3en.24xlarge,SUSE Linux,us-west-2b,74,3.3544,6.9179999999999975
m5ad.24xlarge,Windows,us-east-1b,74,6.0483,9.36
c5d.9xlarge,Linux/UNIX,us-west-2d,74,0.5795,1.7280000000000002
r5a.8xlarge,Linux/UNIX,us-east-1a,74,0.5605,0.5778
r5ad.2xlarge,Windows,eu-west-2c,74,0.5062,0.8349
t1.micro,Windows,us-east-1f,74,0.002,0.02
r5.metal,Windows,us-east-2c,74,5.0849,10.0147
c3.xlarge,Red Hat Enterprise Linux,us-east-1a,74,0.1188,0.1202
c3.xlarge,SUSE Linux,us-east-1a,74,0.1588,0.1602
m5a.large,Linux/UNIX,ap-southeast-2b,74,0.0362,0.10800000000000001
inf1.24xlarge,SUSE Linux,us-west-2c,74,2.3845,7.765
r5ad.2xlarge,Red Hat Enterprise Linux,ap-northeast-2c,74,0.2619,0.6064
r5.metal,Red Hat Enterprise Linux,ap-southeast-2b,74,1.3428,4.6683
h1.2xlarge,Windows,us-west-2b,74,0.5084,0.9179999999999999
m5a.16xlarge,Linux/UNIX,eu-west-1c,74,1.1543,3.072
r5dn.large,Linux/UNIX,ap-southeast-1b,74,0.0343,0.2
c5n.xlarge,SUSE Linux,eu-central-1a,74,0.1663,0.1931
m5ad.24xlarge,Linux/UNIX,ap-northeast-2a,74,1.5103,4.6213
r5dn.xlarge,Windows,ap-northeast-1d,74,0.2572,0.59
m5ad.16xlarge,SUSE Linux,ap-southeast-1a,74,1.1464,4.2780000000000005
r5a.24xlarge,SUSE Linux,ap-northeast-1a,74,1.8565,3.8832
c5d.xlarge,SUSE Linux,ap-south-1a,74,0.158,0.1601
t3.micro,Red Hat Enterprise Linux,ap-northeast-2a,74,0.0639,0.073
r5d.metal,Red Hat Enterprise Linux,us-west-1c,74,1.2132,7.9060000000000015
r5dn.large,Red Hat Enterprise Linux,ap-southeast-1b,74,0.0943,0.26
r5dn.xlarge,SUSE Linux,ap-southeast-1b,74,0.1685,0.525
z1d.large,Windows,eu-central-1b,74,0.1595,0.317
r5dn.large,SUSE Linux,ap-southeast-1a,74,0.0973,0.263
t3.nano,Linux/UNIX,us-east-2a,74,0.0016,0.0022
r5d.12xlarge,SUSE Linux,ap-northeast-1c,74,0.9782,4.276
m5ad.12xlarge,Windows,us-west-1c,74,2.8973,5.136
m5a.12xlarge,Red Hat Enterprise Linux,eu-central-1a,74,0.9655,2.6260000000000003
r5d.metal,SUSE Linux,eu-west-3b,74,1.1666,8.262
m5ad.12xlarge,SUSE Linux,us-east-1f,74,0.8955,2.572
m5d.2xlarge,Windows,sa-east-1a,74,0.5393,1.088
c5d.large,Windows,us-west-2d,74,0.1242,0.188
t3.micro,Red Hat Enterprise Linux,ap-northeast-2c,74,0.0639,0.073
m5ad.24xlarge,Red Hat Enterprise Linux,ap-northeast-2a,74,1.6403,4.7513
r5d.xlarge,Linux/UNIX,eu-west-3a,74,0.0667,0.33799999999999997
i3.large,SUSE Linux,ap-south-1b,74,0.1531,0.1545
r5ad.2xlarge,Linux/UNIX,ap-northeast-2c,74,0.1319,0.4764
m5a.16xlarge,Red Hat Enterprise Linux,eu-west-1c,74,1.2843,3.202
r5a.2xlarge,Windows,us-west-1c,74,0.5034,0.7647
r5a.24xlarge,Linux/UNIX,us-west-2b,74,1.6999,5.4239999999999995
i3.large,Red Hat Enterprise Linux,ap-south-1b,74,0.1131,0.1145
m5ad.24xlarge,Linux/UNIX,us-east-1b,74,1.6323,4.944
r5d.24xlarge,SUSE Linux,eu-west-1c,74,1.9139,7.3144
i3.large,Linux/UNIX,ap-south-1b,74,0.0531,0.0545
r5d.24xlarge,Windows,eu-west-1c,74,6.2299,11.4255
i3.8xlarge,Red Hat Enterprise Linux,sa-east-1c,74,1.3252,3.4025
m1.small,Windows,us-east-1a,74,0.0354,0.075
r5dn.xlarge,Windows,ap-southeast-1b,74,0.2525,0.584
m5a.24xlarge,Linux/UNIX,ap-southeast-2c,74,1.7365,5.184
m5ad.24xlarge,Red Hat Enterprise Linux,us-east-1b,74,1.7623,5.074
c5d.xlarge,Linux/UNIX,ap-south-1c,75,0.057999999999999996,0.1189
c5n.18xlarge,Linux/UNIX,us-west-1c,75,1.1078,1.1585
c5n.metal,Linux/UNIX,eu-central-1b,75,1.2319,4.428
c5d.9xlarge,Windows,eu-north-1a,75,2.1474,3.528
m5ad.xlarge,Windows,us-east-1d,75,0.252,0.39
c5n.9xlarge,Windows,us-east-1d,75,2.239,3.5473
r5a.24xlarge,SUSE Linux,us-west-2b,75,1.7999,5.524
r5d.large,Linux/UNIX,us-east-2c,75,0.0209,0.0248
m5ad.8xlarge,Windows,ap-northeast-2a,75,1.9754,3.1418
m5ad.large,Windows,eu-west-2b,75,0.1233,0.1922
m5a.large,SUSE Linux,ap-southeast-2b,75,0.0992,0.20800000000000002
m5ad.4xlarge,Red Hat Enterprise Linux,eu-west-2c,75,0.3714,0.9049
