InstanceType,ProductDescription,AvailabilityZone,PriceChanges,min,max
a1.metal,Linux/UNIX,eu-west-1c,0,0.1424,0.1424
p2.8xlarge,Linux/UNIX,us-east-2c,0,2.16,2.16
r5.2xlarge,Windows,ap-southeast-1b,0,0.505,0.505
p2.xlarge,Red Hat Enterprise Linux,ap-southeast-2b,0,0.5226,0.5226
r5.2xlarge,Windows,ap-southeast-1c,0,0.505,0.505
p2.xlarge,Red Hat Enterprise Linux,ap-southeast-2a,0,0.5226,0.5226
r5ad.12xlarge,Linux/UNIX,eu-central-1c,0,0.8753,0.8753
p2.xlarge,Red Hat Enterprise Linux,ap-northeast-1a,0,0.5226,0.5226
p3.8xlarge,Windows,us-east-1d,0,5.144,5.144
a1.medium,Linux/UNIX,us-east-1b,0,0.0084,0.0084
p3.8xlarge,Windows,us-east-1f,0,5.144,5.144
r5ad.12xlarge,Linux/UNIX,us-east-1c,0,0.855,0.855
r5ad.12xlarge,Linux/UNIX,us-east-1d,0,0.855,0.855
p2.xlarge,Linux/UNIX,ap-southeast-2a,0,0.4626,0.4626
r5ad.12xlarge,Linux/UNIX,us-west-2d,0,0.8499,0.8499
p3.8xlarge,Windows,us-west-2a,0,5.144,5.144
r5.2xlarge,Windows,ap-southeast-2b,0,0.5196,0.5196
p3.8xlarge,Windows,us-west-2b,0,5.144,5.144
r5ad.12xlarge,Linux/UNIX,us-east-1a,0,0.855,0.855
r5ad.12xlarge,Red Hat Enterprise Linux,ap-southeast-1c,0,0.9522,0.9522
r5.2xlarge,Red Hat Enterprise Linux,eu-west-3a,0,0.2633,0.2633
p2.xlarge,Red Hat Enterprise Linux,ap-southeast-2c,0,0.5226,0.5226
r5a.xlarge,Windows,eu-west-1b,0,0.2596,0.2596
p2.xlarge,SUSE Linux,ap-southeast-2a,0,0.5626,0.5626
r5a.xlarge,Windows,us-east-1a,0,0.2553,0.2553
r5a.xlarge,Windows,us-east-1b,0,0.2553,0.2553
r5a.xlarge,Windows,us-east-1c,0,0.2553,0.2553
r5a.xlarge,Windows,us-east-1d,0,0.2553,0.2553
r5a.xlarge,Windows,us-east-1f,0,0.2553,0.2553
a1.medium,Linux/UNIX,eu-west-1c,0,0.0089,0.0089
r5a.xlarge,Windows,us-east-2c,0,0.2258,0.2258
r5a.xlarge,Windows,us-west-1b,0,0.2517,0.2517
r5a.xlarge,Windows,us-west-2a,0,0.2548,0.2548
r5a.xlarge,Windows,us-west-2b,0,0.2548,0.2548
r5a.xlarge,Windows,us-west-2c,0,0.2548,0.2548
r5.2xlarge,Windows,ap-southeast-1a,0,0.505,0.505
p3.8xlarge,Windows,us-east-1a,0,5.144,5.144
r5ad.12xlarge,Linux/UNIX,ap-southeast-1c,0,0.8222,0.8222
r5a.xlarge,Windows,us-west-1a,0,0.2517,0.2517
p2.8xlarge,Windows,eu-central-1b,0,12.08,12.08
a1.medium,Red Hat Enterprise Linux,eu-west-1c,0,0.0689,0.0689
r5.2xlarge,Windows,ap-southeast-2c,0,0.5196,0.5196
a1.medium,SUSE Linux,us-east-1b,0,0.1084,0.1084
r5.2xlarge,Windows,eu-central-1a,0,0.5139,0.5139
r5.2xlarge,Windows,eu-central-1b,0,0.5139,0.5139
r5ad.12xlarge,Red Hat Enterprise Linux,us-east-1a,0,0.985,0.985
r5ad.12xlarge,Red Hat Enterprise Linux,us-east-1c,0,0.985,0.985
r5ad.12xlarge,Red Hat Enterprise Linux,us-east-1d,0,0.985,0.985
r5.2xlarge,Red Hat Enterprise Linux,ca-central-1d,0,0.2572,0.2572
p2.8xlarge,Red Hat Enterprise Linux,us-east-2c,0,2.29,2.29
r5ad.12xlarge,Red Hat Enterprise Linux,us-west-2d,0,0.9799,0.9799
p2.8xlarge,Red Hat Enterprise Linux,eu-central-1b,0,10.738,10.738
p2.8xlarge,Red Hat Enterprise Linux,ap-southeast-2b,0,3.8308,3.8308
p2.8xlarge,Red Hat Enterprise Linux,ap-southeast-2a,0,3.8308,3.8308
p2.8xlarge,Red Hat Enterprise Linux,ap-south-1a,0,4.2532,4.2532
a1.metal,Linux/UNIX,ap-southeast-2a,0,0.1429,0.1429
a1.metal,Linux/UNIX,ap-southeast-2b,0,0.1429,0.1429
a1.metal,Linux/UNIX,eu-central-1a,0,0.1375,0.1375
p2.8xlarge,Red Hat Enterprise Linux,eu-west-1b,0,2.4628,2.4628
p2.8xlarge,SUSE Linux,ap-northeast-2a,0,3.616,3.616
p2.8xlarge,SUSE Linux,ap-northeast-2c,0,3.616,3.616
p2.8xlarge,SUSE Linux,ap-south-1a,0,4.2232,4.2232
a1.medium,Red Hat Enterprise Linux,us-east-1b,0,0.0684,0.0684
p3.8xlarge,Windows,us-west-2c,0,5.144,5.144
r5.2xlarge,Windows,ca-central-1a,0,0.4952,0.4952
r5.2xlarge,Red Hat Enterprise Linux,eu-north-1c,0,0.2501,0.2501
p2.8xlarge,Windows,ap-southeast-2a,0,5.1728,5.1728
r5.2xlarge,Red Hat Enterprise Linux,eu-north-1b,0,0.2501,0.2501
p2.8xlarge,Windows,ap-southeast-1b,0,5.5952,5.5952
p2.8xlarge,Windows,ap-southeast-1a,0,5.5952,5.5952
p2.8xlarge,SUSE Linux,us-east-2c,0,2.26,2.26
p2.8xlarge,SUSE Linux,us-east-2b,0,2.26,2.26
r5ad.12xlarge,Red Hat Enterprise Linux,eu-central-1c,0,1.0053,1.0053
p3dn.24xlarge,Linux/UNIX,us-east-1b,0,9.3636,9.3636
p2.8xlarge,SUSE Linux,eu-central-1b,0,10.708,10.708
r5.2xlarge,Red Hat Enterprise Linux,eu-north-1a,0,0.2501,0.2501
p2.8xlarge,SUSE Linux,ap-southeast-2a,0,3.8008,3.8008
r5.2xlarge,Windows,ca-central-1d,0,0.4952,0.4952
p2.8xlarge,SUSE Linux,ap-south-1b,0,4.2232,4.2232
c3.8xlarge,SUSE Linux,sa-east-1a,0,0.6920000000000001,0.6920000000000001
r5d.2xlarge,Windows,us-west-1b,0,0.5034,0.5034
r5a.8xlarge,Linux/UNIX,ap-northeast-1c,0,0.5855,0.5855
r5a.4xlarge,Windows,us-west-1a,0,1.0068,1.0068
r5.24xlarge,Windows,eu-west-3a,0,6.0158,6.0158
m5d.metal,Red Hat Enterprise Linux,eu-west-1c,0,1.2843,1.2843
c4.4xlarge,Red Hat Enterprise Linux,ap-northeast-1d,0,0.3835,0.3835
c4.4xlarge,Red Hat Enterprise Linux,ap-northeast-2a,0,0.3583,0.3583
c4.4xlarge,Red Hat Enterprise Linux,ap-northeast-2c,0,0.3583,0.3583
m5d.metal,Red Hat Enterprise Linux,eu-west-1b,0,1.2843,1.2843
m5d.metal,Red Hat Enterprise Linux,eu-west-1a,0,1.2843,1.2843
r5a.4xlarge,Red Hat Enterprise Linux,eu-central-1b,0,0.4218,0.4218
m5d.metal,Red Hat Enterprise Linux,eu-north-1b,0,1.0473,1.0473
r3.8xlarge,Red Hat Enterprise Linux,us-west-1a,0,0.6212,0.6212
r5a.4xlarge,Red Hat Enterprise Linux,ap-southeast-2c,0,0.4332,0.4332
r5ad.xlarge,Linux/UNIX,ap-southeast-1c,0,0.0685,0.0685
c4.4xlarge,Red Hat Enterprise Linux,ca-central-1a,0,0.3503,0.3503
c4.4xlarge,Red Hat Enterprise Linux,ca-central-1b,0,0.3503,0.3503
m5d.metal,Red Hat Enterprise Linux,ap-southeast-1b,0,1.1764,1.1764
m5d.metal,Red Hat Enterprise Linux,ap-south-1a,0,1.1036,1.1036
m5d.metal,Red Hat Enterprise Linux,eu-north-1a,0,1.0473,1.0473
m5d.metal,Red Hat Enterprise Linux,ap-northeast-2a,0,1.6403,1.6403
r5ad.large,Windows,us-west-1a,0,0.1258,0.1258
m5d.metal,Red Hat Enterprise Linux,eu-west-3b,0,1.1481,1.1481
m5d.metal,SUSE Linux,ap-south-1a,0,1.0736,1.0736
c4.4xlarge,Linux/UNIX,eu-west-2b,0,0.2394,0.2394
c4.4xlarge,Linux/UNIX,eu-west-2c,0,0.2394,0.2394
c4.4xlarge,Linux/UNIX,sa-east-1a,0,0.3108,0.3108
c4.4xlarge,Linux/UNIX,sa-east-1c,0,0.3108,0.3108
m5d.metal,SUSE Linux,ap-northeast-2a,0,1.6103,1.6103
m5d.metal,Red Hat Enterprise Linux,us-west-1a,0,1.6809,1.6809
m5d.metal,Red Hat Enterprise Linux,eu-west-3a,0,1.1481,1.1481
r5ad.large,Windows,us-east-1c,0,0.1276,0.1276
r5.24xlarge,Windows,eu-west-3b,0,6.0158,6.0158
m5d.metal,Red Hat Enterprise Linux,us-east-1c,0,1.2182,1.2182
z1d.3xlarge,Windows,ap-southeast-1c,0,0.9588,0.9588
m5d.metal,Red Hat Enterprise Linux,us-east-1b,0,1.2182,1.2182
m5d.metal,Red Hat Enterprise Linux,us-east-1a,0,1.2182,1.2182
r5ad.large,Windows,us-east-1d,0,0.1276,0.1276
m5d.metal,Red Hat Enterprise Linux,eu-west-3c,0,1.1481,1.1481
m5d.metal,Red Hat Enterprise Linux,us-east-1d,0,1.2182,1.2182
m5d.metal,SUSE Linux,ap-south-1b,0,1.0736,1.0736
r5a.4xlarge,Red Hat Enterprise Linux,ap-southeast-2a,0,0.4332,0.4332
m5d.metal,Linux/UNIX,us-east-1c,0,1.0882,1.0882
z1d.3xlarge,Red Hat Enterprise Linux,us-west-1a,0,0.5098,0.5098
m5d.large,Windows,us-west-2c,0,0.1258,0.1258
m5d.large,Windows,us-west-2a,0,0.1258,0.1258
c4.4xlarge,SUSE Linux,ap-northeast-2a,0,0.3283,0.3283
c4.4xlarge,SUSE Linux,ap-northeast-2c,0,0.3283,0.3283
m5d.large,Windows,us-west-1c,0,0.1243,0.1243
z1d.3xlarge,Red Hat Enterprise Linux,us-east-1f,0,0.4648,0.4648
m5d.large,Windows,us-west-2d,0,0.1258,0.1258
m5d.large,Windows,us-west-1b,0,0.1243,0.1243
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-2b,0,0.5254,0.5254
m5d.large,Windows,us-west-1a,0,0.1243,0.1243
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-2a,0,0.5254,0.5254
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-1c,0,0.5044,0.5044
c4.4xlarge,SUSE Linux,ca-central-1a,0,0.3203,0.3203
c4.4xlarge,SUSE Linux,ca-central-1b,0,0.3203,0.3203
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-1b,0,0.5044,0.5044
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-2c,0,0.5254,0.5254
m5d.metal,Linux/UNIX,us-west-1a,0,1.5509,1.5509
z1d.3xlarge,Red Hat Enterprise Linux,us-west-1c,0,0.5098,0.5098
m5d.metal,Linux/UNIX,ap-south-1a,0,0.9736,0.9736
m5d.metal,Linux/UNIX,us-east-1b,0,1.0882,1.0882
c4.4xlarge,Red Hat Enterprise Linux,eu-west-2b,0,0.3694,0.3694
c4.4xlarge,Red Hat Enterprise Linux,eu-west-2c,0,0.3694,0.3694
c4.4xlarge,Red Hat Enterprise Linux,sa-east-1a,0,0.4408,0.4408
c4.4xlarge,Red Hat Enterprise Linux,sa-east-1c,0,0.4408,0.4408
m5d.metal,Linux/UNIX,us-east-1a,0,1.0882,1.0882
m5d.metal,Linux/UNIX,eu-west-3c,0,1.0181,1.0181
z1d.3xlarge,Red Hat Enterprise Linux,us-west-2a,0,0.4648,0.4648
m5d.metal,Linux/UNIX,eu-west-3b,0,1.0181,1.0181
m5d.metal,Linux/UNIX,eu-west-1c,0,1.1543,1.1543
m5d.metal,Linux/UNIX,eu-west-1b,0,1.1543,1.1543
m5d.metal,Linux/UNIX,eu-west-1a,0,1.1543,1.1543
m5d.metal,Linux/UNIX,eu-north-1b,0,0.9173,0.9173
m5d.metal,Linux/UNIX,eu-north-1a,0,0.9173,0.9173
r3.8xlarge,SUSE Linux,ap-northeast-2c,0,0.5784,0.5784
r5ad.xlarge,Red Hat Enterprise Linux,ap-southeast-1c,0,0.1285,0.1285
r3.8xlarge,SUSE Linux,ap-northeast-2a,0,0.5784,0.5784
z1d.3xlarge,Red Hat Enterprise Linux,eu-west-1a,0,0.5044,0.5044
m5d.metal,SUSE Linux,eu-north-1a,0,1.0173,1.0173
m5d.metal,SUSE Linux,eu-west-1a,0,1.2543,1.2543
r5ad.large,SUSE Linux,us-west-1a,0,0.0968,0.0968
m5d.metal,Windows,ap-south-1a,0,5.3896,5.3896
c4.2xlarge,Windows,ap-south-1c,0,0.4784,0.4784
c4.2xlarge,Windows,ap-southeast-1a,0,0.4866,0.4866
c4.2xlarge,Windows,ap-southeast-1b,0,0.4866,0.4866
c4.2xlarge,Windows,ap-southeast-1c,0,0.4866,0.4866
c4.2xlarge,Windows,ap-southeast-2a,0,0.4993,0.4993
c4.2xlarge,Windows,ap-northeast-2c,0,0.4822,0.4822
c4.2xlarge,Windows,ap-southeast-2b,0,0.4993,0.4993
c4.2xlarge,Windows,ca-central-1a,0,0.4781,0.4781
c4.2xlarge,Windows,ca-central-1b,0,0.4781,0.4781
c4.2xlarge,Windows,eu-central-1a,0,0.4943,0.4943
c4.2xlarge,Windows,eu-central-1b,0,0.4943,0.4943
c4.2xlarge,Windows,eu-central-1c,0,0.4943,0.4943
c4.2xlarge,Windows,eu-west-1a,0,0.4989,0.4989
c4.2xlarge,Windows,eu-west-1b,0,0.4989,0.4989
c4.2xlarge,Windows,ap-southeast-2c,0,0.4993,0.4993
c4.2xlarge,Windows,eu-west-1c,0,0.4989,0.4989
c4.2xlarge,Windows,ap-northeast-2b,0,0.4822,0.4822
r3.8xlarge,Red Hat Enterprise Linux,sa-east-1a,0,0.7813,0.7813
c4.2xlarge,SUSE Linux,eu-west-2a,0,0.2197,0.2197
c4.2xlarge,SUSE Linux,eu-west-2b,0,0.2197,0.2197
c4.2xlarge,SUSE Linux,eu-west-2c,0,0.2197,0.2197
m5d.metal,Windows,eu-west-3b,0,5.4341,5.4341
z1d.6xlarge,Linux/UNIX,eu-west-1c,0,0.7488,0.7488
m5d.metal,Windows,eu-west-1c,0,5.5703,5.5703
z1d.6xlarge,Linux/UNIX,eu-west-1a,0,0.7488,0.7488
c4.2xlarge,Windows,ap-northeast-2a,0,0.4822,0.4822
m5d.metal,Windows,eu-west-1b,0,5.5703,5.5703
r3.8xlarge,Red Hat Enterprise Linux,ap-southeast-2b,0,0.68,0.68
z1d.6xlarge,Linux/UNIX,ap-southeast-2c,0,0.8136,0.8136
m5d.metal,Windows,eu-north-1b,0,5.3333,5.3333
m5d.metal,Windows,eu-north-1a,0,5.3333,5.3333
r3.8xlarge,Red Hat Enterprise Linux,ap-southeast-2c,0,0.68,0.68
c4.2xlarge,Windows,ap-northeast-1a,0,0.4947,0.4947
c4.2xlarge,Windows,ap-northeast-1c,0,0.4947,0.4947
m5d.metal,Windows,eu-west-1a,0,5.5703,5.5703
m5d.metal,SUSE Linux,eu-north-1b,0,1.0173,1.0173
c4.2xlarge,Windows,eu-west-2a,0,0.4877,0.4877
c4.2xlarge,Windows,eu-west-2c,0,0.4877,0.4877
c4.4xlarge,Linux/UNIX,ap-northeast-2a,0,0.2283,0.2283
c4.4xlarge,Linux/UNIX,ap-northeast-2b,0,0.2283,0.2283
c4.4xlarge,Linux/UNIX,ap-northeast-2c,0,0.2283,0.2283
z1d.3xlarge,Windows,us-west-2b,0,0.8868,0.8868
m5d.metal,SUSE Linux,us-east-1a,0,1.1882,1.1882
c4.4xlarge,Linux/UNIX,ap-south-1c,0,0.2208,0.2208
m5d.metal,SUSE Linux,eu-west-3c,0,1.1181,1.1181
m5d.metal,SUSE Linux,us-east-1b,0,1.1882,1.1882
m5d.metal,SUSE Linux,eu-west-3b,0,1.1181,1.1181
m5d.metal,SUSE Linux,eu-west-3a,0,1.1181,1.1181
m5d.metal,SUSE Linux,eu-west-2c,0,1.6835,1.6835
r5ad.large,Windows,ap-southeast-1c,0,0.1263,0.1263
c4.4xlarge,Linux/UNIX,ca-central-1a,0,0.2203,0.2203
c4.4xlarge,Linux/UNIX,ca-central-1b,0,0.2203,0.2203
m5d.metal,SUSE Linux,eu-west-1c,0,1.2543,1.2543
m5d.metal,SUSE Linux,eu-west-1b,0,1.2543,1.2543
z1d.3xlarge,Windows,us-west-1a,0,0.9318,0.9318
c4.2xlarge,Windows,eu-west-2b,0,0.4877,0.4877
z1d.3xlarge,Windows,us-west-2c,0,0.8868,0.8868
c4.2xlarge,Windows,us-west-2c,0,0.4906,0.4906
c4.2xlarge,Windows,sa-east-1a,0,0.5234,0.5234
c4.2xlarge,Windows,sa-east-1c,0,0.5234,0.5234
c4.2xlarge,Windows,us-east-1a,0,0.4914,0.4914
r3.8xlarge,Red Hat Enterprise Linux,sa-east-1b,0,5.727,5.727
c4.2xlarge,Windows,us-east-1c,0,0.4914,0.4914
c4.2xlarge,Windows,us-east-1d,0,0.4914,0.4914
c4.2xlarge,Windows,us-east-1e,0,0.4914,0.4914
m5d.metal,SUSE Linux,us-east-1c,0,1.1882,1.1882
m5d.metal,SUSE Linux,us-west-1a,0,1.6509,1.6509
c4.2xlarge,Windows,us-east-2b,0,0.4404,0.4404
c4.2xlarge,Windows,us-east-2c,0,0.4404,0.4404
c4.2xlarge,Windows,us-west-1a,0,0.4852,0.4852
c4.2xlarge,Windows,us-west-1b,0,0.4852,0.4852
c4.2xlarge,Windows,us-west-1c,0,0.4852,0.4852
c4.2xlarge,Windows,us-west-2a,0,0.4906,0.4906
c4.2xlarge,Windows,us-west-2b,0,0.4906,0.4906
c4.2xlarge,Windows,us-east-2a,0,0.4404,0.4404
m5d.metal,Windows,eu-west-3c,0,5.4341,5.4341
z1d.3xlarge,Red Hat Enterprise Linux,eu-central-1b,0,0.535,0.535
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-2c,0,0.5368,0.5368
z1d.2xlarge,Windows,us-west-2c,0,0.5912,0.5912
z1d.2xlarge,Windows,us-west-2b,0,0.5912,0.5912
r5.24xlarge,Windows,eu-north-1a,0,5.8574,5.8574
z1d.2xlarge,Windows,us-west-2a,0,0.5912,0.5912
z1d.2xlarge,Windows,us-west-1a,0,0.6212,0.6212
m5d.large,SUSE Linux,eu-west-3c,0,0.1318,0.1318
z1d.2xlarge,Windows,us-east-1f,0,0.5912,0.5912
m5d.large,SUSE Linux,us-east-2a,0,0.12,0.12
c4.8xlarge,Red Hat Enterprise Linux,ap-northeast-2a,0,0.5866,0.5866
m5d.large,SUSE Linux,eu-west-3b,0,0.1318,0.1318
m5d.large,SUSE Linux,eu-west-3a,0,0.1318,0.1318
c4.8xlarge,Red Hat Enterprise Linux,ap-southeast-1a,0,0.6046,0.6046
c4.8xlarge,Red Hat Enterprise Linux,ap-southeast-1b,0,0.6046,0.6046
c4.8xlarge,Red Hat Enterprise Linux,ap-southeast-2a,0,0.655,0.655
c4.8xlarge,Red Hat Enterprise Linux,ap-southeast-2b,0,0.655,0.655
c4.8xlarge,Red Hat Enterprise Linux,ap-southeast-2c,0,0.655,0.655
c4.8xlarge,Red Hat Enterprise Linux,ap-northeast-2c,0,0.5866,0.5866
m5d.large,SUSE Linux,eu-north-1c,0,0.1287,0.1287
m5d.large,SUSE Linux,us-east-2b,0,0.12,0.12
r3.8xlarge,SUSE Linux,ap-southeast-2b,0,0.65,0.65
m5d.large,Windows,ap-southeast-1a,0,0.1247,0.1247
m5d.large,Windows,ap-south-1c,0,0.1224,0.1224
m5d.large,Windows,ap-south-1b,0,0.1224,0.1224
m5d.large,Windows,ap-south-1a,0,0.1224,0.1224
m5d.large,Windows,ap-northeast-2c,0,0.1235,0.1235
m5d.large,Windows,ap-northeast-2b,0,0.1235,0.1235
r5.24xlarge,Windows,eu-north-1c,0,5.8574,5.8574
m5d.large,SUSE Linux,us-east-2c,0,0.12,0.12
c4.8xlarge,Linux/UNIX,eu-west-2a,0,0.4788,0.4788
m5d.large,Windows,ap-northeast-2a,0,0.1235,0.1235
c4.8xlarge,Linux/UNIX,sa-east-1a,0,0.6216,0.6216
c4.8xlarge,Linux/UNIX,sa-east-1c,0,0.6216,0.6216
z1d.3xlarge,Linux/UNIX,ap-southeast-1c,0,0.4068,0.4068
m5d.large,Windows,ap-northeast-1d,0,0.1269,0.1269
m5d.large,Windows,ap-northeast-1c,0,0.1269,0.1269
m5d.large,SUSE Linux,us-west-2d,0,0.1338,0.1338
c4.8xlarge,Linux/UNIX,eu-west-2b,0,0.4788,0.4788
m5d.large,Windows,ap-southeast-1c,0,0.1247,0.1247
m5d.large,SUSE Linux,eu-north-1b,0,0.1287,0.1287
m5d.large,SUSE Linux,eu-north-1a,0,0.1287,0.1287
m5d.large,Red Hat Enterprise Linux,us-west-2d,0,0.0938,0.0938
c4.8xlarge,SUSE Linux,ap-northeast-2a,0,0.5566,0.5566
c4.8xlarge,SUSE Linux,ap-northeast-2c,0,0.5566,0.5566
c4.8xlarge,SUSE Linux,ap-south-1a,0,0.5023,0.5023
r3.8xlarge,SUSE Linux,sa-east-1a,0,0.7513,0.7513
r5.24xlarge,Windows,ap-southeast-2b,0,6.2352,6.2352
r3.8xlarge,SUSE Linux,sa-east-1b,0,5.697,5.697
m5d.large,SUSE Linux,ap-northeast-2a,0,0.1315,0.1315
m5d.large,Red Hat Enterprise Linux,us-east-2c,0,0.08,0.08
c4.8xlarge,SUSE Linux,ap-southeast-2b,0,0.625,0.625
c4.8xlarge,SUSE Linux,ap-southeast-2c,0,0.625,0.625
m5d.large,Red Hat Enterprise Linux,us-east-2b,0,0.08,0.08
m5d.large,Red Hat Enterprise Linux,us-east-2a,0,0.08,0.08
r5a.2xlarge,Windows,us-west-2c,0,0.5097,0.5097
r5.24xlarge,Windows,ap-southeast-2a,0,6.2352,6.2352
m5d.large,Red Hat Enterprise Linux,eu-west-3c,0,0.0918,0.0918
c4.8xlarge,SUSE Linux,ap-southeast-2a,0,0.625,0.625
r5.24xlarge,Windows,eu-central-1b,0,6.1666,6.1666
m5d.large,SUSE Linux,ap-northeast-2b,0,0.1315,0.1315
m5d.large,SUSE Linux,ap-south-1a,0,0.1304,0.1304
r5a.4xlarge,Linux/UNIX,ap-southeast-2a,0,0.3032,0.3032
m5d.large,SUSE Linux,ca-central-1b,0,0.1304,0.1304
c4.8xlarge,Red Hat Enterprise Linux,eu-west-2a,0,0.6088,0.6088
c4.8xlarge,Red Hat Enterprise Linux,eu-west-2b,0,0.6088,0.6088
m5d.large,SUSE Linux,ca-central-1a,0,0.1304,0.1304
c4.8xlarge,Red Hat Enterprise Linux,sa-east-1a,0,0.7516,0.7516
c4.8xlarge,Red Hat Enterprise Linux,sa-east-1c,0,0.7516,0.7516
m5d.large,SUSE Linux,ap-northeast-2c,0,0.1315,0.1315
m5d.large,SUSE Linux,ap-southeast-2c,0,0.1362,0.1362
m5d.large,SUSE Linux,ap-southeast-2b,0,0.1362,0.1362
m5d.large,SUSE Linux,ap-southeast-2a,0,0.1362,0.1362
m5d.large,SUSE Linux,ap-southeast-1c,0,0.1327,0.1327
z1d.2xlarge,Windows,ap-northeast-1c,0,0.6404,0.6404
r5.24xlarge,Windows,ca-central-1d,0,5.9425,5.9425
m5d.large,SUSE Linux,ap-south-1c,0,0.1304,0.1304
m5d.large,SUSE Linux,ap-south-1b,0,0.1304,0.1304
r5.24xlarge,Windows,eu-central-1a,0,6.1666,6.1666
z1d.3xlarge,Red Hat Enterprise Linux,eu-central-1a,0,0.535,0.535
c4.8xlarge,Linux/UNIX,ap-southeast-2c,0,0.525,0.525
c4.8xlarge,Linux/UNIX,ap-southeast-2a,0,0.525,0.525
m5d.large,Windows,eu-west-1c,0,0.1281,0.1281
c4.4xlarge,Windows,ap-northeast-1a,0,0.9895,0.9895
c4.4xlarge,Windows,ap-northeast-1c,0,0.9895,0.9895
m5d.large,Windows,eu-west-1b,0,0.1281,0.1281
c4.4xlarge,Windows,ap-northeast-2a,0,0.9643,0.9643
c4.4xlarge,Windows,ap-northeast-2b,0,0.9643,0.9643
c4.4xlarge,Windows,ap-northeast-2c,0,0.9643,0.9643
z1d.3xlarge,Linux/UNIX,us-west-1a,0,0.3798,0.3798
m5d.large,Windows,eu-west-1a,0,0.1281,0.1281
c4.4xlarge,Windows,ap-south-1c,0,0.9568,0.9568
c4.4xlarge,Windows,ap-southeast-1a,0,0.9733,0.9733
c4.4xlarge,Windows,ap-southeast-1b,0,0.9733,0.9733
m5d.large,Windows,eu-north-1b,0,0.1207,0.1207
c4.4xlarge,Windows,ap-southeast-2a,0,0.9985,0.9985
c4.4xlarge,Windows,ap-southeast-2b,0,0.9985,0.9985
c4.4xlarge,Windows,ap-southeast-2c,0,0.9985,0.9985
m5d.large,Windows,eu-north-1c,0,0.1207,0.1207
c4.4xlarge,Windows,ca-central-1a,0,0.9563,0.9563
m5d.large,Windows,eu-west-2a,0,0.125,0.125
m5d.large,Windows,eu-west-2c,0,0.125,0.125
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-2b,0,0.5368,0.5368
m5d.large,Windows,us-east-1f,0,0.126,0.126
c4.4xlarge,SUSE Linux,eu-west-2b,0,0.3394,0.3394
c4.4xlarge,SUSE Linux,eu-west-2c,0,0.3394,0.3394
c4.4xlarge,SUSE Linux,sa-east-1a,0,0.4108,0.4108
c4.4xlarge,SUSE Linux,sa-east-1c,0,0.4108,0.4108
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-2a,0,0.5368,0.5368
m5d.large,Windows,eu-west-2b,0,0.125,0.125
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-1c,0,0.5368,0.5368
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-1a,0,0.5368,0.5368
m5d.large,Windows,us-east-1d,0,0.126,0.126
m5d.large,Windows,us-east-1c,0,0.126,0.126
m5d.large,Windows,us-east-1b,0,0.126,0.126
m5d.large,Windows,us-east-1a,0,0.126,0.126
z1d.3xlarge,Red Hat Enterprise Linux,ap-northeast-1c,0,0.5386,0.5386
z1d.3xlarge,Red Hat Enterprise Linux,ap-northeast-1a,0,0.5386,0.5386
z1d.3xlarge,Red Hat Enterprise Linux,ap-southeast-1b,0,0.5368,0.5368
c4.8xlarge,Linux/UNIX,ap-southeast-2b,0,0.525,0.525
c4.4xlarge,Windows,ca-central-1b,0,0.9563,0.9563
c4.4xlarge,Windows,eu-central-1b,0,0.9886,0.9886
c4.4xlarge,Windows,us-west-1c,0,0.9705,0.9705
c4.4xlarge,Windows,us-west-2a,0,0.9813,0.9813
c4.4xlarge,Windows,us-west-2b,0,0.9813,0.9813
c4.4xlarge,Windows,us-west-2c,0,0.9813,0.9813
m5d.large,Windows,eu-north-1a,0,0.1207,0.1207
m5d.large,Windows,eu-central-1b,0,0.1268,0.1268
m5d.large,Windows,eu-central-1a,0,0.1268,0.1268
c4.4xlarge,Windows,us-west-1b,0,0.9705,0.9705
c4.8xlarge,Linux/UNIX,ap-northeast-2a,0,0.4566,0.4566
c4.8xlarge,Linux/UNIX,ap-northeast-2c,0,0.4566,0.4566
m5d.large,Windows,ca-central-1b,0,0.1224,0.1224
m5d.large,Windows,ca-central-1a,0,0.1224,0.1224
c4.8xlarge,Linux/UNIX,ap-south-1c,0,0.4415,0.4415
m5d.large,Windows,ap-southeast-2c,0,0.1282,0.1282
m5d.large,Windows,ap-southeast-2b,0,0.1282,0.1282
m5d.large,Windows,ap-southeast-2a,0,0.1282,0.1282
c4.8xlarge,Linux/UNIX,ap-northeast-2b,0,0.4566,0.4566
c4.4xlarge,Windows,eu-central-1a,0,0.9886,0.9886
c4.4xlarge,Windows,us-west-1a,0,0.9705,0.9705
c4.4xlarge,Windows,us-east-2b,0,0.8808,0.8808
c4.4xlarge,Windows,eu-central-1c,0,0.9886,0.9886
c4.4xlarge,Windows,eu-west-1a,0,0.9977,0.9977
