Instance, Product/Description, Days, MigrationBidPrice, MigrationsMin, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
m5n.2xlarge, Linux/UNIX, 202, 0, 5, 396.6535000000015, 393.54420000000187, 0, 0, 3.109299999999621
z1d.metal, SUSE Linux, 407, 1, 7, 14219.463700000008, 14157.855600000008, 1, 0, 61.60809999999947
r3.2xlarge, SUSE Linux, 407, 0, 32, 2346.108299999998, 1998.4445, 0, 0, 347.663799999998
c3.2xlarge, Red Hat Enterprise Linux, 327, 0, 15, 2181.744000000007, 1903.428799999988, 0, 0, 278.3152000000189
z1d.metal, Linux/UNIX, 407, 1, 7, 13142.913699999901, 13057.8205999999, 1, 0, 85.09310000000005
c3.2xlarge, SUSE Linux, 320, 0, 16, 1712.5810000000033, 1630.5879000000057, 0, 0, 81.99309999999764
r5ad.4xlarge, Linux/UNIX, 400, 38, 10, 3497.956600000006, 2528.1056999999923, 38, 38, 969.8509000000136
r5.4xlarge, Linux/UNIX, 407, 0, 39, 3722.6399, 1777.1561000000015, 0, 0, 1945.4837999999986
m5n.2xlarge, Red Hat Enterprise Linux, 202, 0, 5, 1026.893500000001, 1023.784200000001, 0, 0, 3.1093000000000757
c1.medium, Red Hat Enterprise Linux, 327, 0, 2, 611.3591999999979, 573.4200000000003, 0, 0, 37.93919999999764
r5ad.24xlarge, Linux/UNIX, 400, 7, 12, 11358.494800000002, 10557.151800000025, 7, 4, 801.3429999999771
c1.medium, SUSE Linux, 406, 0, 4, 1102.3050999999962, 1101.0719999999963, 0, 0, 1.2330999999999221
r5a.8xlarge, Windows, 307, 0, 3, 13310.291999999961, 13308.850299999962, 0, 0, 1.4416999999994005
c1.medium, Linux/UNIX, 406, 0, 4, 127.90509999999932, 126.67199999999933, 0, 0, 1.2330999999999932
r3.2xlarge, Red Hat Enterprise Linux, 327, 0, 37, 2297.8943999999983, 1666.8360999999989, 0, 0, 631.0582999999995
c1.xlarge, Linux/UNIX, 407, 0, 19, 1041.4136999999994, 546.0352999999988, 0, 0, 495.3784000000006
z1d.metal, Windows, 407, 1, 7, 34820.363199999825, 34626.97379999983, 1, 0, 193.38939999999275
c1.medium, Windows, 406, 0, 1, 906.191999999998, 751.8384000000061, 0, 0, 154.35359999999184
r5ad.24xlarge, Red Hat Enterprise Linux, 323, 1, 5, 10226.132600000064, 8893.80480000005, 1, 0, 1332.3278000000137
m5n.2xlarge, Windows, 202, 0, 0, 2170.934400000001, 2170.934400000001, 0, 0, 0.0
r5a.8xlarge, Red Hat Enterprise Linux, 307, 0, 2, 3422.4360000000106, 3421.0274000000104, 0, 0, 1.408600000000206
c3.4xlarge, Windows, 320, 0, 1, 6904.320000000006, 5948.102399999979, 0, 0, 956.2176000000272
c3.8xlarge, Linux/UNIX, 321, 0, 1, 3785.57430000001, 3445.660800000022, 0, 0, 339.9134999999883
m5dn.8xlarge, Linux/UNIX, 202, 1, 1, 2370.7894000000015, 1628.200999999995, 1, 0, 742.5884000000065
c3.4xlarge, SUSE Linux, 320, 0, 1, 2614.655899999995, 2485.1903999999918, 0, 0, 129.46550000000343
r5ad.4xlarge, Windows, 400, 34, 10, 10554.396700000056, 9600.332699999995, 34, 33, 954.0640000000603
r5a.8xlarge, Linux/UNIX, 307, 0, 2, 2464.5959999999936, 2463.187399999994, 0, 0, 1.4085999999997512
r3.4xlarge, Red Hat Enterprise Linux, 327, 0, 20, 3576.333599999986, 2261.455500000004, 0, 0, 1314.8780999999817
z1d.large, Red Hat Enterprise Linux, 323, 0, 7, 898.503099999994, 896.610999999993, 0, 0, 1.8921000000009371
c3.8xlarge, Red Hat Enterprise Linux, 326, 0, 3, 5648.928000000033, 4519.464000000008, 0, 0, 1129.4640000000245
r3.4xlarge, SUSE Linux, 407, 1, 39, 3478.5818999999988, 3036.254899999992, 1, 0, 442.3270000000066
c3.8xlarge, SUSE Linux, 321, 0, 1, 4555.974300000009, 4216.060799999981, 0, 0, 339.91350000002785
r5.4xlarge, Red Hat Enterprise Linux, 323, 1, 23, 2661.3922999999995, 2422.8921000000005, 1, 0, 238.50019999999904
c3.2xlarge, Windows, 320, 0, 1, 3452.160000000003, 2973.676799999985, 0, 0, 478.48320000001786
c3.4xlarge, Linux/UNIX, 320, 0, 1, 1846.6559000000034, 1717.1904000000109, 0, 0, 129.46549999999252
m5dn.8xlarge, Windows, 202, 1, 1, 9634.002199999994, 8765.260900000038, 1, 0, 868.741299999956
r5ad.4xlarge, Red Hat Enterprise Linux, 323, 0, 8, 6353.241000000043, 2356.358900000004, 0, 0, 3996.882100000039
r3.4xlarge, Linux/UNIX, 407, 1, 26, 2466.0321999999987, 1529.6067000000003, 1, 0, 936.4254999999985
m5dn.8xlarge, Red Hat Enterprise Linux, 202, 1, 1, 3014.5593999999887, 2258.441000000002, 1, 0, 756.1183999999867
r5.2xlarge, Linux/UNIX, 407, 1, 91, 1277.630100000001, 901.0059999999996, 1, 0, 376.62410000000136
c3.4xlarge, Red Hat Enterprise Linux, 327, 0, 5, 3343.2480000000155, 2778.557900000017, 0, 0, 564.6900999999984
z1d.large, Windows, 407, 0, 11, 1667.728699999993, 1468.003099999992, 0, 0, 199.72560000000112
p3.16xlarge, SUSE Linux, 407, 0, 19, 73531.83700000052, 72744.70500000047, 0, 0, 787.132000000056
z1d.xlarge, Windows, 407, 1, 6, 2900.118799999984, 2885.6695999999843, 1, 0, 14.449199999999564
p3.8xlarge, SUSE Linux, 407, 0, 15, 37045.753799999686, 36867.733999999684, 0, 0, 178.01980000000185
r5a.xlarge, Red Hat Enterprise Linux, 324, 2, 23, 871.6923000000013, 797.148200000001, 2, 0, 74.5441000000003
r5a.large, Red Hat Enterprise Linux, 323, 0, 13, 731.0330999999971, 630.0629999999986, 0, 0, 100.97009999999852
p3.16xlarge, Red Hat Enterprise Linux, 324, 1, 6, 67797.92259999948, 58253.06879999954, 1, 0, 9544.853799999939
a1.large, Linux/UNIX, 320, 0, 3, 129.03649999999953, 76.77600000000014, 0, 0, 52.260499999999396
r5a.xlarge, Linux/UNIX, 407, 0, 27, 743.5953, 415.7401999999978, 0, 0, 327.85510000000215
p3.2xlarge, Linux/UNIX, 321, 0, 55, 8575.984799999998, 7323.614300000029, 0, 0, 1252.370499999969
r5a.large, Windows, 407, 0, 2, 1246.396800000008, 1106.3040000000035, 0, 0, 140.09280000000444
a1.4xlarge, Red Hat Enterprise Linux, 322, 1, 1, 1711.2520999999908, 1621.598399999992, 1, 0, 89.65369999999893
p3.16xlarge, Windows, 406, 0, 0, 100246.27199999911, 100246.27199999911, 0, 0, 0.0
p2.xlarge, Windows, 407, 0, 23, 4434.672000000021, 4434.672000000021, 0, 0, 0.0
a1.large, Red Hat Enterprise Linux, 236, 0, 3, 435.00770000000205, 395.8512000000009, 0, 0, 39.15650000000113
r5a.xlarge, Windows, 407, 0, 6, 2493.7703999999785, 2212.6272000000067, 0, 0, 281.1431999999718
r5a.large, Linux/UNIX, 407, 1, 14, 332.9191999999995, 208.32299999999879, 1, 0, 124.59620000000069
p3.16xlarge, Linux/UNIX, 407, 0, 19, 72555.03700000001, 71767.9050000001, 0, 0, 787.1319999999105
p3.8xlarge, Windows, 406, 0, 0, 50123.135999999555, 50123.135999999555, 0, 0, 0.0
p3.2xlarge, Windows, 407, 0, 2, 12565.622199999889, 12561.647999999888, 0, 0, 3.9742000000005646
a1.2xlarge, Red Hat Enterprise Linux, 236, 0, 1, 1116.5548000000022, 963.4704000000028, 0, 0, 153.0843999999994
p3.2xlarge, SUSE Linux, 321, 0, 50, 9346.384800000002, 8117.305399999952, 0, 0, 1229.0794000000496
p3.8xlarge, Linux/UNIX, 407, 0, 18, 36068.92560000003, 35883.10710000005, 0, 0, 185.8184999999794
a1.2xlarge, Linux/UNIX, 321, 0, 1, 517.1188000000038, 309.5208000000024, 0, 0, 207.59800000000143
r5.2xlarge, SUSE Linux, 407, 1, 58, 2762.9310000000014, 2224.8913000000002, 1, 0, 538.0397000000012
p3.2xlarge, Red Hat Enterprise Linux, 323, 0, 57, 10854.350399999947, 8226.545000000011, 0, 0, 2627.8053999999356
a1.4xlarge, Linux/UNIX, 406, 1, 1, 943.3126000000078, 778.483200000007, 1, 0, 164.82940000000087
a1.metal, SUSE Linux, 202, 0, 1, 1232.858000000002, 996.5540000000043, 0, 0, 236.3039999999977
p2.16xlarge, SUSE Linux, 60, 0, 1, 19984.895999999997, 11358.835199999992, 0, 0, 8626.060800000005
r5ad.12xlarge, Windows, 400, 41, 15, 31389.36609999983, 29204.96250000026, 41, 37, 2184.4035999995685
p2.16xlarge, Red Hat Enterprise Linux, 323, 0, 30, 64933.85280000032, 34590.63359999989, 0, 0, 30343.21920000043
a1.metal, Linux/UNIX, 202, 0, 1, 382.0164000000015, 382.0164000000015, 0, 0, 0.0
p2.8xlarge, Linux/UNIX, 407, 0, 30, 22256.22990000003, 21098.88000000005, 0, 0, 1157.3498999999829
p3dn.24xlarge, Red Hat Enterprise Linux, 322, 0, 0, 73366.54080000006, 73366.54080000006, 0, 0, 0.0
p2.16xlarge, Windows, 61, 0, 1, 24880.240800000043, 16005.84239999998, 0, 0, 8874.398400000064
a1.metal, Red Hat Enterprise Linux, 202, 0, 1, 1012.2564000000018, 1012.2564000000018, 0, 0, 0.0
r5.2xlarge, Red Hat Enterprise Linux, 324, 0, 65, 2161.9037000000008, 1733.0181999999986, 0, 0, 428.88550000000214
a1.xlarge, Red Hat Enterprise Linux, 236, 0, 3, 536.3085999999995, 453.40800000000075, 0, 0, 82.90059999999875
z1d.xlarge, Red Hat Enterprise Linux, 324, 0, 7, 1523.1252000000052, 1332.9086, 0, 0, 190.2166000000052
r3.2xlarge, Linux/UNIX, 407, 0, 51, 1369.308300000001, 798.1767000000001, 0, 0, 571.131600000001
z1d.xlarge, Linux/UNIX, 407, 0, 14, 1647.096600000003, 1100.1569000000036, 0, 0, 546.9396999999994
p3dn.24xlarge, Windows, 406, 0, 0, 134268.42239999972, 134268.42239999972, 0, 0, 0.0
a1.xlarge, Linux/UNIX, 321, 0, 1, 265.01259999999945, 154.7712000000012, 0, 0, 110.24139999999827
p2.16xlarge, Linux/UNIX, 60, 0, 1, 19840.895999999997, 11214.835200000009, 0, 0, 8626.060799999988
p2.xlarge, Red Hat Enterprise Linux, 323, 0, 56, 3407.192900000003, 2591.7745000000086, 0, 0, 815.4183999999946
r5ad.12xlarge, Linux/UNIX, 400, 51, 12, 9725.326299999968, 8013.221099999928, 51, 48, 1712.10520000004
a1.medium, Linux/UNIX, 320, 0, 9, 64.51199999999976, 38.44190000000002, 0, 0, 26.07009999999974
p2.xlarge, Linux/UNIX, 407, 1, 61, 3194.348800000003, 2682.643900000004, 1, 0, 511.7048999999988
r5ad.12xlarge, Red Hat Enterprise Linux, 323, 0, 9, 11195.431400000065, 5164.765999999993, 0, 0, 6030.665400000072
p2.xlarge, SUSE Linux, 407, 1, 60, 4316.509799999999, 3683.6922000000222, 1, 0, 632.8175999999767
p2.8xlarge, Windows, 406, 1, 33, 35410.00560000017, 35390.20800000017, 1, 0, 19.797599999998056
a1.medium, Red Hat Enterprise Linux, 236, 0, 7, 387.4175999999993, 368.15149999999915, 0, 0, 19.266100000000165
a1.medium, SUSE Linux, 320, 0, 12, 832.5119999999969, 814.1831000000004, 0, 0, 18.32889999999645
p2.8xlarge, Red Hat Enterprise Linux, 323, 1, 23, 18104.23389999986, 17752.079999999853, 1, 0, 352.15390000000843
p2.8xlarge, SUSE Linux, 407, 0, 30, 23233.029900000125, 22078.90100000011, 0, 0, 1154.1289000000143
p3dn.24xlarge, Linux/UNIX, 407, 0, 2, 91491.05799999983, 91481.96559999984, 0, 0, 9.092399999994086
r5a.4xlarge, Windows, 407, 0, 3, 9973.128000000032, 8847.902400000028, 0, 0, 1125.2256000000034
m5d.metal, Red Hat Enterprise Linux, 323, 1, 50, 7199.321100000002, 6715.93740000001, 1, 0, 483.38369999999213
c4.4xlarge, Red Hat Enterprise Linux, 327, 0, 79, 3459.398400000008, 2217.5828999999976, 0, 0, 1241.8155000000106
r5a.4xlarge, Red Hat Enterprise Linux, 323, 0, 7, 3139.9299000000087, 2311.7514000000065, 0, 0, 828.1785000000023
r3.8xlarge, Red Hat Enterprise Linux, 327, 0, 46, 6215.027999999985, 3464.2544999999973, 0, 0, 2750.7734999999875
r5ad.xlarge, Linux/UNIX, 400, 15, 16, 615.9251999999993, 511.01319999999936, 15, 12, 104.91199999999998
r5ad.large, Windows, 400, 2, 14, 1217.413399999997, 1151.4483999999968, 2, 0, 65.96500000000015
m5d.metal, SUSE Linux, 407, 0, 44, 11606.337599999964, 9906.813700000037, 0, 0, 1699.5238999999274
c4.4xlarge, Linux/UNIX, 407, 0, 99, 2563.7943000000005, 1483.3832000000016, 0, 0, 1080.411099999999
z1d.3xlarge, Windows, 407, 1, 8, 8740.440699999957, 8659.643799999958, 1, 0, 80.79689999999937
m5d.metal, Linux/UNIX, 407, 0, 61, 10629.53759999993, 7306.288399999987, 0, 0, 3323.249199999944
z1d.3xlarge, Red Hat Enterprise Linux, 323, 0, 8, 3753.1762000000144, 3596.6820000000153, 0, 0, 156.49419999999918
m5d.large, Windows, 407, 0, 2, 1230.7679999999925, 1097.275199999999, 0, 0, 133.49279999999362
c4.4xlarge, SUSE Linux, 407, 0, 62, 3540.594300000001, 2925.4780999999966, 0, 0, 615.1162000000045
r5ad.xlarge, Red Hat Enterprise Linux, 323, 0, 11, 1117.3141000000012, 850.848800000006, 0, 0, 266.4652999999952
r5ad.large, SUSE Linux, 400, 1, 19, 1215.170700000003, 1178.1920000000036, 1, 0, 36.978699999999435
m5d.metal, Windows, 407, 0, 1, 53765.02560000006, 49469.49119999981, 0, 0, 4295.5344000002515
c4.2xlarge, Windows, 407, 0, 1, 4799.99519999999, 4312.843199999964, 0, 0, 487.1520000000264
c4.2xlarge, SUSE Linux, 407, 0, 57, 2259.160699999996, 1946.5639, 0, 0, 312.5967999999957
z1d.6xlarge, Linux/UNIX, 407, 0, 23, 6699.689699999986, 6526.558899999951, 0, 0, 173.13080000003538
z1d.2xlarge, Windows, 407, 1, 8, 5799.542099999968, 5770.316899999969, 1, 0, 29.22519999999895
m5d.large, SUSE Linux, 407, 0, 5, 1309.5425999999977, 1239.7266000000095, 0, 0, 69.81599999998821
c4.8xlarge, Red Hat Enterprise Linux, 327, 0, 77, 5898.556800000022, 3409.4694000000036, 0, 0, 2489.0874000000185
c4.8xlarge, Linux/UNIX, 407, 0, 97, 5220.388599999998, 2944.2392000000127, 0, 0, 2276.1493999999857
z1d.3xlarge, Linux/UNIX, 406, 2, 11, 3280.0685999999737, 3255.8435999999756, 2, 0, 24.22499999999809
r5a.4xlarge, Linux/UNIX, 407, 0, 11, 3036.3357999999994, 1661.9714999999899, 0, 0, 1374.3643000000095
c4.4xlarge, Windows, 407, 0, 2, 9599.99039999998, 8627.498399999928, 0, 0, 972.4920000000529
c3.large, SUSE Linux, 320, 0, 2, 993.7919999999959, 982.5672000000042, 0, 0, 11.224799999991774
r3.8xlarge, Linux/UNIX, 407, 0, 49, 5312.94630000001, 3019.848400000009, 0, 0, 2293.0979000000007
c3.large, Windows, 320, 0, 2, 863.2319999999974, 739.7592000000022, 0, 0, 123.47279999999512
r3.4xlarge, Windows, 320, 0, 2, 6700.799999999959, 5683.42080000002, 0, 0, 1017.3791999999394
m5d.xlarge, Windows, 407, 0, 2, 2461.535999999985, 2193.6239999999793, 0, 0, 267.9120000000057
c3.xlarge, Linux/UNIX, 320, 0, 3, 452.3796000000011, 429.6114000000013, 0, 0, 22.76819999999981
c3.xlarge, Red Hat Enterprise Linux, 327, 0, 3, 1051.6320000000012, 910.7619999999927, 0, 0, 140.87000000000853
z1d.large, Linux/UNIX, 407, 0, 18, 810.2140000000021, 569.2448000000019, 0, 0, 240.96920000000023
c3.large, Red Hat Enterprise Linux, 327, 0, 3, 761.2559999999947, 690.7704000000002, 0, 0, 70.48559999999452
c3.8xlarge, Windows, 321, 0, 1, 13851.792000000012, 11939.356799999958, 0, 0, 1912.4352000000545
c3.large, Linux/UNIX, 320, 0, 2, 225.79200000000077, 214.5672000000007, 0, 0, 11.224800000000073
m5d.xlarge, Red Hat Enterprise Linux, 323, 0, 26, 972.100799999995, 779.978500000002, 0, 0, 192.12229999999306
r5ad.large, Red Hat Enterprise Linux, 324, 0, 12, 741.7081999999971, 692.7236999999999, 0, 0, 48.98449999999718
c4.2xlarge, Red Hat Enterprise Linux, 327, 0, 129, 2239.864800000003, 1633.1395, 0, 0, 606.725300000003
m5d.xlarge, Linux/UNIX, 407, 1, 31, 510.3838000000024, 398.63480000000294, 1, 0, 111.74899999999946
r5ad.large, Linux/UNIX, 400, 2, 13, 325.6374999999965, 268.35439999999994, 2, 0, 57.28309999999658
z1d.6xlarge, Windows, 407, 2, 7, 17468.519799999915, 17312.107099999917, 2, 0, 156.41269999999713
c4.2xlarge, Linux/UNIX, 407, 0, 155, 1282.3607000000002, 753.7138999999999, 0, 0, 528.6468000000003
z1d.6xlarge, Red Hat Enterprise Linux, 323, 0, 12, 7314.787199999958, 6187.861300000037, 0, 0, 1126.925899999921
m5d.xlarge, SUSE Linux, 407, 0, 22, 1699.6188999999902, 1504.2546000000036, 0, 0, 195.36429999998654
c3.xlarge, SUSE Linux, 320, 0, 3, 1220.3796000000013, 1197.6113999999964, 0, 0, 22.76820000000498
c3.xlarge, Windows, 320, 0, 2, 1726.4639999999947, 1487.6063999999926, 0, 0, 238.8576000000021
m5a.12xlarge, Red Hat Enterprise Linux, 323, 1, 1, 5275.899499999991, 4771.583999999998, 1, 0, 504.31549999999334
r4.2xlarge, Windows, 406, 0, 1, 4908.052800000028, 4372.185600000025, 0, 0, 535.8672000000024
c5d.metal, Linux/UNIX, 175, 0, 5, 3831.128500000009, 3831.128500000009, 0, 0, 0.0
r5a.24xlarge, Linux/UNIX, 406, 0, 7, 16663.276500000175, 9921.017300000038, 0, 0, 6742.259200000137
t3a.nano, Windows, 370, 0, 4, 53.271999999999586, 51.24239999999959, 0, 0, 2.029599999999995
m5a.xlarge, Red Hat Enterprise Linux, 323, 1, 154, 863.9487000000004, 800.4021999999998, 1, 0, 63.546500000000606
r5d.xlarge, Red Hat Enterprise Linux, 323, 0, 26, 1004.2181999999979, 794.6812999999962, 0, 0, 209.53690000000165
m5a.12xlarge, Linux/UNIX, 406, 0, 11, 7971.768100000083, 5214.082899999943, 0, 0, 2757.68520000014
r5d.xlarge, Windows, 406, 0, 4, 2488.5506000000087, 2207.266200000001, 0, 0, 281.28440000000774
c5d.24xlarge, Windows, 175, 0, 0, 22378.356999999916, 22378.356999999916, 0, 0, 0.0
m5a.xlarge, Linux/UNIX, 407, 0, 183, 700.6584000000003, 417.72180000000026, 0, 0, 282.9366
c5d.large, Windows, 407, 0, 1, 1215.139199999993, 1087.1423999999956, 0, 0, 127.99679999999739
m5a.xlarge, Windows, 407, 0, 3, 2461.535999999985, 2193.124799999979, 0, 0, 268.4112000000059
r5a.24xlarge, Red Hat Enterprise Linux, 323, 1, 4, 11189.462900000064, 8893.80480000005, 1, 0, 2295.6581000000133
r4.4xlarge, Linux/UNIX, 407, 1, 21, 2309.0702000000024, 1709.560599999999, 1, 0, 599.5096000000033
r5d.xlarge, Linux/UNIX, 407, 0, 27, 968.3558000000011, 417.53849999999727, 0, 0, 550.8173000000038
m5ad.12xlarge, Linux/UNIX, 400, 27, 15, 6580.094399999944, 6291.79539999994, 27, 23, 288.2990000000036
r5a.16xlarge, Red Hat Enterprise Linux, 307, 1, 3, 5902.976100000019, 5883.381200000018, 1, 0, 19.594900000000962
m5.xlarge, Windows, 406, 0, 2, 2455.4879999999853, 2187.5759999999796, 0, 0, 267.9120000000057
r5d.metal, Windows, 406, 1, 4, 50434.09130000041, 49637.71680000038, 1, 0, 796.3745000000272
r4.16xlarge, SUSE Linux, 321, 1, 25, 9661.306699999992, 7921.582800000016, 1, 0, 1739.7238999999763
t3a.xlarge, Windows, 370, 0, 1, 1054.0559999999957, 991.1674000000028, 0, 0, 62.88859999999295
m5a.large, Linux/UNIX, 407, 0, 7, 363.1021000000001, 198.9387999999987, 0, 0, 164.1633000000014
t3a.xlarge, Red Hat Enterprise Linux, 324, 0, 3, 906.6816000000028, 754.893499999999, 0, 0, 151.78810000000385
m5a.large, Red Hat Enterprise Linux, 324, 0, 8, 723.2930999999999, 623.6587999999989, 0, 0, 99.63430000000096
c5d.2xlarge, Red Hat Enterprise Linux, 323, 0, 19, 1980.137800000004, 1603.7161999999923, 0, 0, 376.4216000000117
r5dn.12xlarge, Red Hat Enterprise Linux, 202, 0, 0, 3065.9664000000143, 3065.9664000000143, 0, 0, 0.0
r4.16xlarge, Windows, 406, 0, 1, 39265.39680000023, 34980.36960000021, 0, 0, 4285.027200000019
c5d.2xlarge, SUSE Linux, 407, 0, 37, 2331.8587000000016, 1985.8705999999884, 0, 0, 345.9881000000132
m5a.8xlarge, Windows, 307, 0, 3, 13197.725500000079, 13192.448100000078, 0, 0, 5.277400000000853
r5dn.12xlarge, Windows, 202, 0, 2, 13139.61850000006, 13139.59950000006, 0, 0, 0.01900000000023283
m5a.large, Windows, 407, 0, 1, 1230.7679999999925, 1097.039999999999, 0, 0, 133.72799999999347
c5d.2xlarge, Linux/UNIX, 407, 0, 22, 1355.1162999999979, 755.7041999999974, 0, 0, 599.4121000000005
r5dn.12xlarge, Linux/UNIX, 202, 0, 0, 2435.7264000000055, 2435.7264000000055, 0, 0, 0.0
r4.16xlarge, Red Hat Enterprise Linux, 327, 0, 21, 11752.38000000001, 6201.111499999979, 0, 0, 5551.268500000031
c5d.18xlarge, Red Hat Enterprise Linux, 323, 0, 35, 9699.302400000013, 6663.284500000002, 0, 0, 3036.0179000000117
x1.16xlarge, Linux/UNIX, 406, 0, 13, 19680.592699999994, 19494.820800000005, 0, 0, 185.77189999998882
r5d.metal, Red Hat Enterprise Linux, 323, 0, 18, 9512.33089999995, 6260.983500000018, 0, 0, 3251.3473999999323
r5.16xlarge, Windows, 307, 0, 0, 26619.847199999822, 26619.847199999822, 0, 0, 0.0
r4.16xlarge, Linux/UNIX, 407, 1, 37, 8409.353299999975, 6499.118599999982, 1, 0, 1910.2346999999936
c5d.metal, Red Hat Enterprise Linux, 175, 0, 5, 4377.128500000001, 4377.128500000001, 0, 0, 0.0
c5d.large, Linux/UNIX, 407, 0, 31, 316.73980000000216, 188.7623999999997, 0, 0, 127.97740000000246
r5.8xlarge, Linux/UNIX, 307, 0, 13, 2514.947899999998, 2486.3884000000003, 0, 0, 28.55949999999757
r5a.16xlarge, Linux/UNIX, 307, 1, 3, 4945.13610000003, 4925.54120000003, 1, 0, 19.594900000000052
c5d.18xlarge, Linux/UNIX, 407, 0, 49, 11695.675500000007, 7246.422400000005, 0, 0, 4449.253100000002
m5ad.24xlarge, Linux/UNIX, 400, 5, 13, 13623.959200000021, 10266.324199999923, 5, 0, 3357.6350000000984
m5ad.24xlarge, Red Hat Enterprise Linux, 323, 1, 8, 11138.42780000006, 9113.06230000007, 1, 0, 2025.365499999989
c5d.12xlarge, Windows, 175, 0, 0, 11189.142799999958, 11189.142799999958, 0, 0, 0.0
m5.xlarge, SUSE Linux, 407, 0, 56, 1776.1772999999998, 1515.700599999999, 0, 0, 260.47670000000085
r3.xlarge, Windows, 321, 0, 4, 2101.442700000011, 1785.1176000000085, 0, 0, 316.3251000000025
r5d.metal, Linux/UNIX, 406, 1, 22, 7364.375800000006, 6749.969000000043, 1, 0, 614.4067999999634
m5.xlarge, Red Hat Enterprise Linux, 327, 0, 74, 1207.3533000000004, 807.0734999999997, 0, 0, 400.2798000000007
r5a.24xlarge, Windows, 406, 0, 9, 59691.74399999968, 52949.07880000047, 0, 0, 6742.66519999921
x1.16xlarge, Red Hat Enterprise Linux, 327, 0, 15, 31639.21200000015, 16901.820000000043, 0, 0, 14737.392000000105
m5ad.16xlarge, Windows, 211, 0, 8, 20007.35759999993, 19839.582500000048, 0, 0, 167.7750999998825
c5d.metal, SUSE Linux, 175, 0, 5, 4251.128500000012, 4251.128500000012, 0, 0, 0.0
m5ad.12xlarge, Windows, 400, 14, 12, 29358.17959999983, 27471.19830000002, 14, 11, 1886.9812999998103
c5d.18xlarge, Windows, 387, 0, 2, 41590.73519999982, 37216.84319999995, 0, 0, 4373.891999999869
m5ad.12xlarge, Red Hat Enterprise Linux, 304, 0, 9, 11166.29930000006, 4886.3902999999955, 0, 0, 6279.909000000065
m5ad.16xlarge, Linux/UNIX, 192, 0, 1, 4639.795199999993, 4536.703200000005, 0, 0, 103.09199999998782
c5d.18xlarge, SUSE Linux, 388, 0, 19, 12095.22510000001, 9804.482799999983, 0, 0, 2290.742300000027
m5ad.16xlarge, Red Hat Enterprise Linux, 192, 0, 1, 5238.835200000017, 5135.743199999998, 0, 0, 103.09200000001874
c5d.large, Red Hat Enterprise Linux, 304, 0, 32, 664.6656000000021, 578.2776000000006, 0, 0, 86.38800000000151
c5d.9xlarge, Red Hat Enterprise Linux, 304, 0, 42, 5038.617600000018, 3583.1910000000003, 0, 0, 1455.4266000000175
m5a.24xlarge, Red Hat Enterprise Linux, 304, 2, 5, 10262.846700000042, 8039.371200000049, 2, 0, 2223.475499999993
t3a.small, Red Hat Enterprise Linux, 304, 0, 2, 489.67400000000214, 471.81359999999825, 0, 0, 17.860400000003892
m5a.24xlarge, Windows, 387, 0, 9, 56176.61040000011, 50525.239299999994, 0, 0, 5651.371100000113
r4.2xlarge, Linux/UNIX, 388, 1, 29, 1002.481499999998, 779.3988999999979, 1, 0, 223.08260000000018
c5d.large, SUSE Linux, 388, 0, 26, 1233.1653999999955, 1173.035999999998, 0, 0, 60.12939999999753
c5d.9xlarge, Linux/UNIX, 388, 0, 57, 6667.5209, 3385.385499999995, 0, 0, 3282.1354000000056
c5d.4xlarge, Windows, 387, 0, 1, 9242.488800000085, 8268.307199999967, 0, 0, 974.1816000001181
m5a.2xlarge, Red Hat Enterprise Linux, 304, 0, 19, 1942.2354999999982, 1561.1825000000015, 0, 0, 381.0529999999967
m5a.12xlarge, Windows, 387, 0, 9, 28637.922699999912, 25356.018399999994, 0, 0, 3281.9042999999183
r4.2xlarge, Red Hat Enterprise Linux, 308, 0, 25, 2227.7382000000043, 1586.5456000000065, 0, 0, 641.1925999999978
r5dn.2xlarge, Windows, 183, 1, 1, 2009.7242000000053, 1983.4272000000067, 1, 0, 26.29699999999866
r5a.16xlarge, Windows, 288, 0, 1, 25055.615999999845, 24972.364799999854, 0, 0, 83.25119999999151
t3a.small, Linux/UNIX, 351, 0, 1, 51.55259999999991, 40.33439999999979, 0, 0, 11.218200000000124
r5dn.8xlarge, Linux/UNIX, 183, 0, 3, 2488.5072, 1528.9579000000028, 0, 0, 959.5492999999972
r5dn.8xlarge, Windows, 183, 0, 3, 8953.531200000023, 7992.99899999999, 0, 0, 960.5322000000333
r4.2xlarge, SUSE Linux, 388, 1, 19, 2352.0532999999964, 1955.6706000000077, 1, 0, 396.38269999998874
c5d.9xlarge, Windows, 387, 0, 2, 20795.832000000166, 18608.188800000004, 0, 0, 2187.6432000001623
m5a.16xlarge, Linux/UNIX, 288, 0, 0, 4413.312000000004, 4413.312000000004, 0, 0, 0.0
r5dn.8xlarge, Red Hat Enterprise Linux, 183, 0, 3, 3059.4672000000096, 2099.917899999994, 0, 0, 959.5493000000156
c5d.9xlarge, SUSE Linux, 388, 0, 36, 7598.905299999995, 5344.327300000006, 0, 0, 2254.5779999999886
m5a.24xlarge, Linux/UNIX, 387, 0, 9, 15160.802399999913, 9500.564299999902, 0, 0, 5660.238100000011
r5.16xlarge, SUSE Linux, 288, 0, 3, 8383.164500000024, 6676.3403999999555, 0, 0, 1706.824100000069
