Instance, Product/Description, Migrations, Days, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
i3en.3xlarge, Red Hat Enterprise Linux, 6, 322, 4271.565900000031, 4148.390400000033, 7, 0, 123.17549999999846
i3en.2xlarge, Windows, 2, 357, 5476.665599999987, 5476.584499999986, 0, 0, 0.08110000000033324
i3en.12xlarge, Red Hat Enterprise Linux, 1, 322, 13615.460100000053, 13579.641600000055, 0, 0, 35.818499999997584
r4.large, Windows, 1, 407, 1229.7912000000067, 1096.0632000000064, 0, 0, 133.7280000000003
r4.large, SUSE Linux, 9, 407, 1403.4768999999985, 1239.8341000000048, 0, 0, 163.6427999999937
i3.xlarge, SUSE Linux, 25, 407, 2016.1508999999996, 1907.311500000014, 0, 0, 108.83939999998574
t3.medium, SUSE Linux, 5, 407, 1024.8630000000055, 1016.5786000000047, 0, 0, 8.284400000000801
i3.xlarge, Red Hat Enterprise Linux, 7, 327, 1771.0528999999906, 1212.2038000000084, 0, 0, 558.8490999999822
t3.large, Windows, 0, 406, 513.0548000000028, 513.0548000000028, 0, 0, 0.0
i3en.3xlarge, Windows, 6, 357, 8311.874599999981, 8214.864399999975, 2, 0, 97.01020000000608
r4.xlarge, Linux/UNIX, 18, 407, 851.2490999999994, 405.0188999999994, 99, 0, 446.2302
i3en.24xlarge, Linux/UNIX, 1, 357, 28397.811499999912, 28205.03229999991, 4, 2, 192.77920000000086
i3en.24xlarge, Windows, 0, 357, 65978.83179999981, 65978.83179999981, 0, 0, 0.0
i3en.24xlarge, Red Hat Enterprise Linux, 0, 322, 26154.64320000016, 26154.64320000016, 0, 0, 0.0
i3en.24xlarge, SUSE Linux, 1, 357, 29355.461500000187, 29161.682300000186, 4, 2, 193.77920000000086
i3en.2xlarge, Red Hat Enterprise Linux, 11, 322, 3113.4476999999893, 3100.473599999989, 0, 0, 12.974100000000362
i3en.2xlarge, Linux/UNIX, 11, 357, 2336.615700000007, 2323.6416000000095, 0, 0, 12.974099999997634
i3en.12xlarge, Windows, 4, 357, 32993.94659999991, 32990.25899999991, 0, 0, 3.687599999997474
r5.metal, SUSE Linux, 11, 406, 12274.867799999962, 9842.795899999986, 0, 0, 2432.0718999999754
i3.large, Red Hat Enterprise Linux, 3, 327, 1120.9082999999955, 842.1336000000058, 0, 0, 278.7746999999897
i3.large, SUSE Linux, 1, 407, 1433.9424000000047, 1433.9424000000047, 0, 0, 0.0
t3.medium, Windows, 2, 407, 299.21830000000165, 299.06620000000163, 0, 0, 0.15210000000001855
i3.large, Windows, 1, 407, 1355.7984000000044, 1355.7984000000044, 0, 0, 0.0
i3.large, Linux/UNIX, 1, 407, 457.14239999999893, 457.14239999999893, 0, 0, 0.0
i3en.6xlarge, Red Hat Enterprise Linux, 2, 322, 7292.140799999958, 7292.030799999958, 0, 0, 0.11000000000058208
i3.metal, Windows, 2, 407, 44097.445900000166, 43385.54880000014, 5, 0, 711.8971000000238
i3.xlarge, Linux/UNIX, 8, 407, 1039.3508999999997, 914.3678999999978, 0, 0, 124.98300000000188
i3.metal, SUSE Linux, 2, 407, 16236.122299999857, 15605.356799999863, 13, 0, 630.7654999999941
i3en.6xlarge, Linux/UNIX, 2, 357, 6970.924799999979, 6970.814799999979, 0, 0, 0.10999999999967258
i3.metal, Linux/UNIX, 2, 407, 15259.322299999967, 14628.556799999966, 13, 0, 630.7655000000013
i3.metal, Red Hat Enterprise Linux, 0, 322, 12578.09280000005, 12578.09280000005, 0, 0, 0.0
m2.4xlarge, Red Hat Enterprise Linux, 7, 327, 6661.599000000007, 1792.8167999999946, 174, 0, 4868.782200000012
r4.xlarge, Windows, 1, 406, 2454.5135999999843, 2186.102400000013, 0, 0, 268.41119999997136
m2.4xlarge, Linux/UNIX, 5, 407, 957.2639999999931, 957.2639999999931, 0, 0, 0.0
m2.4xlarge, SUSE Linux, 5, 407, 1934.0639999999867, 1934.0639999999867, 0, 0, 0.0
r4.8xlarge, Windows, 1, 406, 19633.185599999866, 17489.71679999998, 0, 0, 2143.468799999886
m2.2xlarge, SUSE Linux, 7, 406, 1451.8560000000068, 1451.8560000000068, 0, 0, 0.0
t3.2xlarge, Red Hat Enterprise Linux, 5, 327, 2284.051799999991, 1811.2224000000117, 0, 0, 472.8293999999794
m2.2xlarge, Windows, 1, 406, 2359.322000000023, 1835.7359999999999, 0, 0, 523.586000000023
t3.small, SUSE Linux, 6, 407, 899.1942999999991, 883.9872999999985, 0, 0, 15.207000000000562
m2.4xlarge, Windows, 1, 407, 4729.566600000046, 3682.656, 0, 0, 1046.9106000000456
g4dn.4xlarge, Windows, 3, 222, 5838.966700000016, 5838.344700000016, 0, 0, 0.6220000000002983
m2.xlarge, SUSE Linux, 2, 407, 1216.3785000000132, 1216.203400000013, 0, 0, 0.1751000000001568
m2.xlarge, Red Hat Enterprise Linux, 1, 327, 724.3703999999966, 663.9048000000037, 0, 0, 60.465599999992946
t3.small, Windows, 2, 407, 240.81599999999733, 240.8153999999973, 0, 0, 0.0006000000000199179
m2.xlarge, Windows, 3, 406, 1179.6044000000113, 917.6519999999942, 0, 0, 261.95240000001706
m2.xlarge, Linux/UNIX, 2, 407, 239.57849999999826, 239.40339999999827, 0, 0, 0.17509999999998627
m2.2xlarge, Red Hat Enterprise Linux, 8, 326, 1486.4748000000054, 854.1767999999973, 52, 0, 632.2980000000081
m1.xlarge, Linux/UNIX, 0, 406, 341.0399999999984, 341.0399999999984, 0, 0, 0.0
t3.small, Red Hat Enterprise Linux, 2, 326, 548.4623999999967, 518.5890999999979, 0, 0, 29.873299999998835
m1.small, Windows, 1, 407, 345.78720000000214, 320.06160000000006, 0, 0, 25.72560000000209
m1.xlarge, Red Hat Enterprise Linux, 2, 327, 837.3815999999937, 746.9639999999943, 0, 0, 90.41759999999942
g4dn.xlarge, Linux/UNIX, 31, 222, 880.851099999999, 839.7878999999984, 218, 217, 41.063200000000506
m1.small, SUSE Linux, 1, 407, 336.0192000000018, 336.0192000000018, 0, 0, 0.0
g4dn.xlarge, Red Hat Enterprise Linux, 31, 222, 1200.5311000000015, 1159.467900000003, 29, 0, 41.06319999999846
m2.2xlarge, Linux/UNIX, 7, 406, 477.45599999999655, 477.45599999999655, 0, 0, 0.0
m1.xlarge, SUSE Linux, 0, 406, 1315.440000000003, 1315.440000000003, 0, 0, 0.0
m1.xlarge, Windows, 17, 406, 2472.8584999999803, 2330.396699999995, 0, 0, 142.4617999999855
g4dn.8xlarge, Windows, 2, 222, 11310.44079999998, 11309.90359999998, 0, 0, 0.5372000000006665
m3.medium, Red Hat Enterprise Linux, 2, 327, 545.4360000000017, 523.7303999999988, 0, 0, 21.70560000000296
m3.medium, Linux/UNIX, 0, 320, 51.45600000000005, 51.45600000000005, 0, 0, 0.0
t2.xlarge, Red Hat Enterprise Linux, 9, 327, 1171.7064000000048, 911.5847999999957, 0, 0, 260.12160000000915
g4dn.16xlarge, Windows, 4, 222, 22616.38579999996, 22613.35479999996, 0, 0, 3.0309999999990396
m3.large, SUSE Linux, 1, 321, 1007.6960999999943, 996.4512000000043, 0, 0, 11.244899999990025
t3.xlarge, Linux/UNIX, 15, 407, 525.7369000000011, 488.4977000000053, 0, 0, 37.23919999999583
t2.xlarge, SUSE Linux, 7, 407, 1530.7049999999945, 1520.8775999999903, 0, 0, 9.827400000004218
m3.medium, SUSE Linux, 0, 320, 819.4559999999939, 819.4559999999939, 0, 0, 0.0
g4dn.2xlarge, Linux/UNIX, 15, 222, 1242.420299999997, 1197.7868999999969, 52, 4, 44.633400000000165
m3.large, Windows, 5, 321, 1048.4088000000002, 965.4603000000005, 0, 0, 82.94849999999963
m3.xlarge, Linux/UNIX, 3, 407, 606.0704000000023, 573.0768000000012, 0, 0, 32.99360000000115
m3.xlarge, Red Hat Enterprise Linux, 3, 327, 1090.3203999999994, 932.7408000000036, 0, 0, 157.57959999999582
m3.medium, Windows, 8, 320, 463.8834999999997, 427.77800000000263, 0, 0, 36.10549999999705
m3.2xlarge, Red Hat Enterprise Linux, 14, 327, 2239.8192000000026, 1947.1206000000059, 0, 0, 292.69859999999676
t2.xlarge, Windows, 0, 407, 944.5655999999949, 944.5655999999949, 0, 0, 0.0
g4dn.4xlarge, Linux/UNIX, 24, 222, 1916.4066999999932, 1915.8570999999931, 217, 216, 0.5496000000000549
m3.2xlarge, SUSE Linux, 19, 321, 1857.379900000001, 1679.8097000000023, 0, 0, 177.57019999999875
g4dn.2xlarge, Windows, 3, 222, 3158.369299999999, 3158.087199999999, 0, 0, 0.2820999999999003
t3.2xlarge, Linux/UNIX, 4, 407, 1020.4140000000077, 978.9223000000108, 0, 0, 41.49169999999697
g4dn.4xlarge, Red Hat Enterprise Linux, 24, 222, 2609.0466999999953, 2608.497099999995, 0, 0, 0.5496000000002823
m3.2xlarge, Linux/UNIX, 19, 321, 1086.9799000000003, 909.4097000000015, 14, 0, 177.57019999999875
m3.large, Red Hat Enterprise Linux, 3, 327, 907.5814000000063, 701.8151999999959, 39, 0, 205.76620000001037
m3.large, Linux/UNIX, 1, 321, 237.29610000000125, 226.05120000000102, 0, 0, 11.244900000000229
g4dn.2xlarge, Red Hat Enterprise Linux, 15, 222, 1935.0603000000006, 1890.426900000001, 13, 0, 44.63339999999948
m3.2xlarge, Windows, 5, 321, 4157.417900000008, 3856.361300000019, 0, 0, 301.0565999999885
g4dn.2xlarge, SUSE Linux, 13, 222, 2056.1138000000005, 1836.1274999999998, 5, 0, 219.9863000000007
i2.4xlarge, Windows, 1, 406, 15439.21189999988, 12374.913600000045, 16, 0, 3064.298299999835
inf1.xlarge, Linux/UNIX, 2, 148, 392.14080000000087, 392.14080000000087, 0, 0, 0.0
inf1.6xlarge, SUSE Linux, 5, 148, 2483.8523999999957, 2483.8523999999957, 0, 0, 0.0
i2.8xlarge, Linux/UNIX, 12, 406, 20655.691099999887, 19936.223999999864, 2, 0, 719.4671000000235
inf1.6xlarge, Red Hat Enterprise Linux, 3, 148, 2490.6624000000056, 2490.6624000000056, 0, 0, 0.0
inf1.6xlarge, Linux/UNIX, 3, 148, 2028.902399999991, 2028.902399999991, 0, 0, 0.0
inf1.xlarge, Red Hat Enterprise Linux, 2, 148, 605.2608000000013, 605.2608000000013, 0, 0, 0.0
i2.4xlarge, SUSE Linux, 8, 406, 11876.498699999986, 10942.51199999998, 19, 0, 933.9867000000049
r4.xlarge, SUSE Linux, 28, 407, 1828.0491, 1510.785999999996, 3, 0, 317.263100000004
inf1.2xlarge, SUSE Linux, 2, 148, 1078.0199999999998, 998.0199999999982, 0, 0, 80.00000000000159
t3.nano, SUSE Linux, 6, 406, 788.1904000000023, 767.5096000000025, 0, 0, 20.680799999999863
i2.8xlarge, Red Hat Enterprise Linux, 9, 323, 19938.143999999847, 16877.856000000025, 0, 0, 3060.287999999822
i2.8xlarge, SUSE Linux, 11, 406, 21630.091100000154, 20910.62400000019, 2, 0, 719.4670999999653
i3en.xlarge, Windows, 0, 357, 2738.3327999999933, 2738.3327999999933, 0, 0, 0.0
r5.xlarge, SUSE Linux, 74, 407, 1755.8587000000025, 1587.3486000000037, 0, 0, 168.51009999999883
inf1.2xlarge, Red Hat Enterprise Linux, 2, 148, 1084.079999999999, 1084.079999999999, 0, 0, 0.0
inf1.2xlarge, Linux/UNIX, 2, 148, 622.3199999999981, 622.3199999999981, 0, 0, 0.0
t3.nano, Windows, 1, 406, 60.41280000000038, 60.41280000000038, 0, 0, 0.0
i2.4xlarge, Linux/UNIX, 8, 406, 10902.098699999951, 9968.111999999932, 19, 0, 933.9867000000195
m1.large, Linux/UNIX, 12, 407, 175.27229999999972, 170.93999999999917, 0, 0, 4.332300000000544
i2.2xlarge, Windows, 1, 407, 7350.420000000062, 6209.918400000026, 0, 0, 1140.501600000036
i2.4xlarge, Red Hat Enterprise Linux, 7, 323, 10619.270300000031, 8942.807999999952, 0, 0, 1676.4623000000793
inf1.xlarge, SUSE Linux, 2, 148, 797.2657999999988, 757.5908000000009, 0, 0, 39.67499999999791
i2.xlarge, SUSE Linux, 2, 407, 3484.698700000006, 3476.431200000006, 0, 0, 8.267499999999927
i2.xlarge, Red Hat Enterprise Linux, 4, 324, 2886.7406000000105, 2459.1612999999948, 0, 0, 427.5793000000158
i2.xlarge, Windows, 1, 407, 3680.9246000000107, 3103.447200000013, 0, 0, 577.4773999999979
i2.8xlarge, Windows, 9, 406, 29311.37769999974, 25232.573900000003, 0, 0, 4078.803799999736
i2.xlarge, Linux/UNIX, 2, 407, 2507.8986999999856, 2499.6311999999853, 0, 0, 8.267500000000382
m1.medium, Red Hat Enterprise Linux, 2, 327, 562.7016000000009, 539.5175999999993, 0, 0, 23.18400000000156
t3.small, Linux/UNIX, 0, 407, 61.08430000000018, 61.08430000000018, 0, 0, 0.0
m1.medium, SUSE Linux, 0, 406, 1059.172799999992, 1059.172799999992, 0, 0, 0.0
m1.medium, Linux/UNIX, 0, 406, 84.77279999999914, 84.77279999999914, 0, 0, 0.0
h1.4xlarge, Red Hat Enterprise Linux, 14, 322, 3344.2609999999895, 3332.123799999987, 0, 0, 12.137200000002395
h1.2xlarge, SUSE Linux, 5, 320, 1981.3022000000076, 1974.5643000000043, 0, 0, 6.737900000003265
h1.2xlarge, Windows, 3, 320, 4032.883799999976, 4032.759599999976, 0, 0, 0.12419999999974607
h1.16xlarge, Windows, 2, 320, 32262.074799999806, 32261.968499999806, 0, 0, 0.10629999999946449
h1.4xlarge, Linux/UNIX, 14, 321, 2521.056399999999, 2421.112600000002, 0, 0, 99.94379999999683
m1.small, Red Hat Enterprise Linux, 2, 327, 516.3984000000036, 505.57919999999694, 0, 0, 10.819200000006617
g4dn.xlarge, Windows, 3, 222, 1818.0808999999947, 1817.8876999999945, 0, 0, 0.1932000000001608
m1.small, Linux/UNIX, 1, 407, 42.979200000000176, 42.979200000000176, 0, 0, 0.0
h1.16xlarge, SUSE Linux, 10, 320, 10598.857399999964, 10419.987699999943, 0, 0, 178.8697000000211
h1.16xlarge, Red Hat Enterprise Linux, 10, 236, 7906.057400000004, 7727.187699999993, 0, 0, 178.8697000000111
m1.medium, Windows, 5, 406, 620.5421000000033, 579.7807000000007, 0, 0, 40.761400000002595
h1.16xlarge, Linux/UNIX, 10, 320, 9830.857400000006, 9651.987700000009, 0, 0, 178.86969999999747
h1.4xlarge, SUSE Linux, 14, 321, 3291.4563999999996, 3191.5126000000064, 0, 0, 99.94379999999319
i2.2xlarge, Red Hat Enterprise Linux, 1, 323, 5740.355999999984, 4975.284000000005, 0, 0, 765.0719999999792
m1.large, Red Hat Enterprise Linux, 14, 327, 653.738399999995, 608.9160000000015, 0, 0, 44.82239999999342
i2.2xlarge, SUSE Linux, 0, 407, 5973.132000000036, 5973.132000000036, 0, 0, 0.0
i2.2xlarge, Linux/UNIX, 0, 407, 4996.331999999966, 4996.331999999966, 0, 0, 0.0
t3.2xlarge, SUSE Linux, 4, 407, 2097.364000000002, 2055.8723000000073, 0, 0, 41.49169999999458
m1.large, SUSE Linux, 12, 407, 1152.0723000000025, 1147.7400000000052, 0, 0, 4.3322999999973035
h1.8xlarge, Red Hat Enterprise Linux, 2, 236, 4232.020599999988, 4232.007299999988, 0, 0, 0.013299999999617285
h1.8xlarge, Linux/UNIX, 2, 321, 4842.100600000004, 4842.087300000005, 0, 0, 0.013299999999617285
m1.large, Windows, 6, 407, 1241.8095999999914, 1165.716199999995, 0, 0, 76.09339999999634
h1.4xlarge, Windows, 2, 321, 8091.091999999951, 8091.090799999952, 0, 0, 0.0011999999996987754
h1.8xlarge, SUSE Linux, 2, 321, 5612.50059999994, 5612.487299999941, 0, 0, 0.013299999999617285
h1.8xlarge, Windows, 17, 321, 16182.089299999903, 16182.089299999903, 0, 0, 0.0
r3.8xlarge, Windows, 2, 321, 10454.32799999999, 8414.51519999999, 0, 0, 2039.8127999999997
m5d.4xlarge, SUSE Linux, 43, 407, 4223.247000000004, 3220.2728000000093, 0, 0, 1002.9741999999947
m5d.4xlarge, Red Hat Enterprise Linux, 43, 323, 3071.2223000000067, 2512.9545999999978, 1, 0, 558.267700000009
c5.12xlarge, Red Hat Enterprise Linux, 67, 316, 6651.1699000000235, 4871.888599999994, 0, 0, 1779.2813000000297
x1e.xlarge, Windows, 8, 407, 4258.630899999984, 4240.314799999983, 0, 0, 18.316100000000915
r5d.12xlarge, Windows, 3, 407, 29932.101600000078, 26553.64000000007, 0, 0, 3378.4616000000096
m5d.4xlarge, Linux/UNIX, 50, 407, 3246.4470000000038, 1840.792500000002, 0, 0, 1405.6545000000017
c5.12xlarge, SUSE Linux, 64, 316, 6423.649899999968, 5318.785600000012, 0, 0, 1104.8642999999556
x1e.xlarge, SUSE Linux, 20, 407, 3446.336499999972, 3419.7170999999717, 2, 0, 26.619400000000496
c4.xlarge, Windows, 1, 407, 2399.997599999995, 2156.421599999982, 0, 0, 243.5760000000132
m5d.4xlarge, Windows, 1, 406, 9822.926400000064, 8748.326399999918, 0, 0, 1074.6000000001459
c5.12xlarge, Linux/UNIX, 67, 316, 5713.75039999996, 3885.2451999999903, 0, 0, 1828.5051999999696
z1d.12xlarge, Linux/UNIX, 7, 407, 18219.315699999872, 13727.527699999884, 0, 0, 4491.787999999988
c5.18xlarge, Red Hat Enterprise Linux, 132, 327, 12545.027999999911, 7555.213199999988, 0, 0, 4989.814799999923
r3.large, Linux/UNIX, 24, 321, 248.8392000000017, 149.45619999999994, 0, 0, 99.38300000000177
x1e.xlarge, Linux/UNIX, 20, 407, 2469.5365000000033, 2442.917100000002, 3, 0, 26.619400000001406
m5d.2xlarge, Red Hat Enterprise Linux, 41, 324, 2137.2956999999997, 1656.840100000001, 0, 0, 480.45559999999864
c5.18xlarge, Linux/UNIX, 142, 406, 11817.944399999962, 8303.96369999999, 0, 0, 3513.980699999973
m5d.2xlarge, SUSE Linux, 42, 407, 2356.267699999997, 2045.4328000000019, 0, 0, 310.8348999999953
x1e.xlarge, Red Hat Enterprise Linux, 13, 323, 2422.812900000008, 2404.695800000007, 0, 0, 18.1171000000013
r5.4xlarge, Windows, 1, 406, 9944.990400000017, 8822.144099999969, 0, 0, 1122.8463000000484
r5d.24xlarge, Linux/UNIX, 9, 407, 21374.28259999996, 9970.836800000021, 55, 0, 11403.445799999938
x1e.8xlarge, Windows, 15, 407, 35737.03369999984, 33919.662599999865, 17, 0, 1817.3710999999748
c5.18xlarge, SUSE Linux, 93, 406, 12792.344400000033, 10441.638399999998, 0, 0, 2350.7060000000347
m5d.2xlarge, Linux/UNIX, 43, 407, 1379.4677000000008, 811.8857000000029, 0, 0, 567.581999999998
m5d.2xlarge, Windows, 1, 407, 4923.07199999997, 4386.249599999958, 0, 0, 536.8224000000118
c5.12xlarge, Windows, 3, 316, 22409.123399999917, 20446.29149999983, 0, 0, 1962.8319000000884
r5a.2xlarge, Windows, 3, 406, 4974.312000000015, 4411.699200000014, 0, 0, 562.6128000000017
r5.24xlarge, SUSE Linux, 9, 407, 18654.223199999997, 14278.11509999997, 0, 0, 4376.108100000027
c4.large, Linux/UNIX, 6, 406, 339.82759999999814, 184.06869999999944, 35, 0, 155.7588999999987
r5d.12xlarge, Linux/UNIX, 3, 407, 8716.701999999996, 4985.89599999996, 0, 0, 3730.806000000036
r5.24xlarge, Windows, 4, 407, 59819.92079999964, 53093.82999999993, 0, 0, 6726.090799999714
m5d.large, Linux/UNIX, 2, 407, 332.74259999999964, 198.63359999999884, 0, 0, 134.1090000000008
z1d.2xlarge, Linux/UNIX, 13, 407, 2507.764200000006, 2175.912800000007, 31, 0, 331.8513999999991
c4.large, Red Hat Enterprise Linux, 7, 327, 775.382400000003, 621.7086999999995, 0, 0, 153.67370000000358
r3.8xlarge, SUSE Linux, 46, 407, 6289.7463, 5008.215200000004, 0, 0, 1281.5310999999956
r5ad.xlarge, Windows, 13, 400, 3026.558299999973, 2273.9010999999987, 121, 1, 752.6571999999742
z1d.2xlarge, Red Hat Enterprise Linux, 7, 323, 3302.99489999999, 2734.853599999985, 16, 0, 568.1413000000052
m5d.8xlarge, Windows, 0, 307, 13198.298400000078, 13198.298400000078, 0, 0, 0.0
c4.large, SUSE Linux, 6, 406, 1314.3052000000052, 1216.6226000000017, 0, 0, 97.6826000000035
z1d.12xlarge, Windows, 6, 407, 39796.778499999804, 35298.64459999983, 0, 0, 4498.133899999972
r5.4xlarge, SUSE Linux, 16, 407, 4800.492100000003, 3376.6835999999985, 0, 0, 1423.8085000000046
c4.8xlarge, Windows, 2, 407, 19472.50799999992, 17529.679199999966, 0, 0, 1942.8287999999557
m5d.large, Red Hat Enterprise Linux, 2, 323, 718.6103999999974, 621.909599999999, 0, 0, 96.70079999999837
c4.8xlarge, SUSE Linux, 39, 407, 6197.188600000001, 4829.280700000009, 0, 0, 1367.907899999992
m5d.8xlarge, SUSE Linux, 6, 221, 3720.756499999999, 2826.5568000000044, 19, 0, 894.1996999999947
m5d.8xlarge, Red Hat Enterprise Linux, 4, 307, 3312.6950999999863, 3311.0774999999876, 0, 0, 1.6175999999986743
r5d.12xlarge, Red Hat Enterprise Linux, 4, 323, 7381.454399999967, 4949.62240000001, 0, 0, 2431.8319999999567
c4.xlarge, Red Hat Enterprise Linux, 28, 327, 1080.6696000000022, 769.5856999999993, 0, 0, 311.0839000000029
m5d.8xlarge, Linux/UNIX, 4, 307, 2354.855099999992, 2353.2374999999915, 0, 0, 1.6176000000004933
c4.xlarge, Linux/UNIX, 29, 407, 671.4395000000022, 368.57239999999905, 0, 0, 302.8671000000032
z1d.12xlarge, Red Hat Enterprise Linux, 2, 323, 11389.238400000004, 11360.503700000003, 0, 0, 28.734700000000885
c4.xlarge, SUSE Linux, 20, 407, 1648.239499999996, 1460.7464000000055, 0, 0, 187.4930999999906
c4.large, Windows, 2, 406, 1196.5631999999966, 1075.4807999999912, 0, 0, 121.08240000000546
c5.2xlarge, Windows, 1, 406, 4847.639999999991, 4336.607999999982, 0, 0, 511.03200000000925
x1e.32xlarge, Red Hat Enterprise Linux, 7, 323, 91923.00309999965, 63145.76440000013, 2, 0, 28777.23869999952
c5.4xlarge, Linux/UNIX, 38, 407, 2953.2995999999966, 1545.7888000000007, 0, 0, 1407.510799999996
r5.24xlarge, Linux/UNIX, 18, 407, 17576.723200000062, 9974.008000000036, 0, 0, 7602.715200000026
m5d.16xlarge, Linux/UNIX, 0, 307, 4704.467999999997, 4704.467999999997, 0, 0, 0.0
r5d.2xlarge, Windows, 4, 406, 4976.5805000000155, 4413.900000000016, 0, 0, 562.6804999999995
x1e.32xlarge, Linux/UNIX, 11, 407, 105204.91130000066, 86379.2001000003, 0, 0, 18825.71120000037
r5d.2xlarge, Red Hat Enterprise Linux, 16, 323, 2242.5555000000036, 1725.8441999999986, 19, 0, 516.7113000000049
x1e.4xlarge, Linux/UNIX, 10, 406, 9817.092700000012, 9746.855900000008, 3, 0, 70.23680000000422
r3.large, SUSE Linux, 14, 321, 1019.239200000004, 980.6435999999984, 0, 0, 38.59560000000556
r5.24xlarge, Red Hat Enterprise Linux, 4, 323, 14333.546200000063, 8863.522199999938, 11, 0, 5470.024000000125
c5.2xlarge, SUSE Linux, 49, 406, 2461.6357999999996, 1988.4345999999985, 0, 0, 473.2012000000011
x1e.32xlarge, Windows, 11, 407, 162852.24779999908, 143800.82169999933, 0, 0, 19051.42609999975
m5d.16xlarge, Red Hat Enterprise Linux, 0, 307, 5662.308000000027, 5662.308000000027, 0, 0, 0.0
x1e.4xlarge, Red Hat Enterprise Linux, 9, 323, 14159.904200000012, 8771.822299999942, 26, 0, 5388.08190000007
x1e.32xlarge, SUSE Linux, 11, 407, 106181.71129999976, 87356.00009999973, 0, 0, 18825.711200000034
c5.2xlarge, Red Hat Enterprise Linux, 79, 327, 2350.921200000002, 1655.0362999999984, 0, 0, 695.8849000000037
c5.4xlarge, Red Hat Enterprise Linux, 36, 327, 3581.042399999993, 2270.4288000000015, 0, 0, 1310.6135999999915
c5.4xlarge, Windows, 2, 407, 9720.136800000093, 8699.032799999964, 0, 0, 1021.1040000001285
x1e.2xlarge, SUSE Linux, 6, 406, 6194.485599999985, 5849.557299999984, 15, 0, 344.9283000000014
r3.large, Windows, 2, 321, 1054.956800000006, 892.468800000002, 0, 0, 162.48800000000404
x1e.2xlarge, Red Hat Enterprise Linux, 6, 323, 5231.048800000032, 4886.120500000036, 15, 0, 344.92829999999594
m5d.12xlarge, SUSE Linux, 20, 406, 9337.09120000001, 7374.016100000013, 0, 0, 1963.0750999999973
c5.9xlarge, Linux/UNIX, 115, 406, 6176.214900000008, 3662.9597000000017, 0, 0, 2513.2552000000064
c5.4xlarge, SUSE Linux, 38, 407, 3930.0995999999977, 3023.1448000000005, 0, 0, 906.9547999999972
m5d.12xlarge, Windows, 1, 406, 29467.80479999991, 26245.915199999992, 0, 0, 3221.8895999999186
x1e.2xlarge, Windows, 6, 406, 8771.157999999969, 8460.805799999966, 13, 0, 310.352200000003
m5d.24xlarge, Windows, 2, 406, 58934.63520000014, 52503.873599999984, 0, 0, 6430.761600000158
c5.24xlarge, Linux/UNIX, 90, 316, 11332.604299999954, 8003.659100000008, 0, 0, 3328.9451999999455
r5d.24xlarge, Red Hat Enterprise Linux, 10, 323, 13755.148800000068, 8887.980800000003, 0, 0, 4867.168000000065
x1e.8xlarge, Red Hat Enterprise Linux, 13, 323, 23500.96319999994, 16537.594000000052, 0, 0, 6963.369199999888
r3.large, Red Hat Enterprise Linux, 37, 327, 790.2935999999983, 624.1591000000002, 0, 0, 166.13449999999807
c5.18xlarge, Windows, 1, 406, 43632.65759999976, 39030.50399999994, 0, 0, 4602.153599999816
m5d.24xlarge, SUSE Linux, 29, 406, 16900.723499999935, 13735.8144, 0, 0, 3164.9090999999353
c5.24xlarge, Red Hat Enterprise Linux, 90, 316, 12318.524300000034, 8989.579100000003, 0, 0, 3328.945200000031
x1e.8xlarge, SUSE Linux, 15, 407, 22409.176099999742, 20520.25959999978, 23, 0, 1888.916499999963
m5d.16xlarge, SUSE Linux, 3, 221, 6289.625900000019, 5122.488000000006, 9, 0, 1167.1379000000134
c5.2xlarge, Linux/UNIX, 79, 406, 1487.2357999999992, 774.9034999999989, 0, 0, 712.3323000000004
r5d.2xlarge, Linux/UNIX, 19, 407, 1745.3943999999997, 893.4033999999986, 0, 0, 851.9910000000011
x1e.8xlarge, Linux/UNIX, 15, 407, 21432.376100000074, 19543.459600000013, 23, 0, 1888.9165000000612
m5d.16xlarge, Windows, 0, 307, 26395.859999999888, 26395.859999999888, 0, 0, 0.0
x1e.4xlarge, Windows, 10, 406, 16981.779399999934, 16920.120599999933, 0, 0, 61.658800000001065
c5.24xlarge, Windows, 4, 316, 44819.95779999974, 40892.844299999655, 0, 0, 3927.113500000087
r5d.24xlarge, Windows, 3, 407, 62329.49740000062, 53106.32479999971, 17, 0, 9223.172600000908
m5d.24xlarge, Linux/UNIX, 24, 406, 15926.32349999993, 9616.523799999959, 0, 0, 6309.7996999999705
x1e.4xlarge, SUSE Linux, 10, 406, 10791.492700000055, 10721.255900000055, 2, 0, 70.23680000000058
m5d.24xlarge, Red Hat Enterprise Linux, 16, 323, 14963.256499999969, 8635.50480000001, 27, 0, 6327.751699999959
c5.24xlarge, SUSE Linux, 75, 316, 12091.004299999975, 10104.629299999999, 0, 0, 1986.3749999999764
r3.2xlarge, Windows, 5, 321, 3873.4884999999776, 3474.27209999998, 0, 0, 399.2163999999975
c1.xlarge, Windows, 2, 407, 3611.773899999992, 2986.5112000000245, 0, 0, 625.2626999999675
r5ad.2xlarge, Red Hat Enterprise Linux, 22, 323, 5041.313999999998, 1816.9218000000176, 0, 0, 3224.39219999998
z1d.metal, Red Hat Enterprise Linux, 3, 323, 13621.814400000056, 11372.665400000005, 0, 0, 2249.1490000000504
