,Instance, Product/Description, Region, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
10882,r5a.12xlarge, SUSE Linux, ap-southeast-1,6,494.9726416666625,396,487.81882500000006,396,7.153816666662466
8103,m5d.xlarge, Linux/UNIX, ap-northeast-1,19,35.662450000000035,396,28.54172083333334,396,7.1207291666666945
8172,m5d.xlarge, SUSE Linux, ap-northeast-1,19,75.26244999999999,396,68.14172083333335,396,7.120729166666635
2441,r5a.12xlarge, Linux/UNIX, ap-southeast-1,6,450.6726416666696,396,443.55215833333335,396,7.12048333333621
8515,r4.16xlarge, SUSE Linux, ca-central-1,3,202.21081249999958,177,195.15264583333328,177,7.0581666666662946
5607,c4.xlarge, Red Hat Enterprise Linux, us-east-1,48,46.67183750000003,325,39.61603333333335,325,7.055804166666683
2599,m5.12xlarge, Linux/UNIX, ca-central-1,19,323.96106666666594,396,316.92043333333334,396,7.040633333332551
11817,c5n.metal, SUSE Linux, ap-southeast-2,7,492.32867010869796,266,485.2967742753621,266,7.031895833335908
2501,c5n.metal, Red Hat Enterprise Linux, ap-southeast-2,7,495.9753367753621,266,488.9434409420289,266,7.031895833333182
2457,c5n.metal, Linux/UNIX, ap-southeast-2,7,461.3953367753609,266,454.36344094202906,266,7.031895833331872
6182,c5.24xlarge, Red Hat Enterprise Linux, us-west-2,7,539.2357666666687,318,532.2174333333334,318,7.018333333335477
6370,c5.24xlarge, SUSE Linux, us-west-2,7,529.6957666666657,318,522.6774333333333,318,7.018333333332407
6095,c5.24xlarge, Linux/UNIX, us-west-2,7,497.89576666666414,318,490.8774333333335,318,7.018333333330588
7396,r3.2xlarge, Linux/UNIX, eu-west-1,19,67.26871666666669,396,60.26811666666667,396,7.000600000000019
6529,r3.2xlarge, SUSE Linux, eu-west-1,19,106.86871666666654,396,99.86811666666668,396,7.000599999999879
11891,c5n.18xlarge, SUSE Linux, eu-central-1,2,459.21830416666506,346,452.23892500000017,346,6.979379166664955
1851,c5n.18xlarge, Linux/UNIX, eu-central-1,2,419.96383750000086,346,412.995175,346,6.9686625000007325
1807,c5n.18xlarge, Red Hat Enterprise Linux, eu-central-1,2,434.49146249999984,323,427.5227999999999,323,6.96866250000005
1445,r5a.12xlarge, Red Hat Enterprise Linux, ap-southeast-1,4,316.41107916666766,325,309.4650000000001,325,6.946079166667572
7540,p2.8xlarge, Red Hat Enterprise Linux, eu-west-1,2,802.3841250000028,323,795.4844000000003,323,6.8997250000024914
10126,x1e.16xlarge, SUSE Linux, ap-northeast-1,2,2990.7071458333594,396,2983.8141,396,6.893045833359338
10099,x1e.16xlarge, Red Hat Enterprise Linux, ap-northeast-1,2,1887.717445833329,317,1880.8244,317,6.8930458333293245
10185,x1e.16xlarge, Linux/UNIX, ap-northeast-1,2,2951.107145833317,396,2944.214100000001,396,6.893045833316593
3298,i3.2xlarge, Red Hat Enterprise Linux, us-east-2,13,111.57694999999997,323,104.73205670289852,323,6.844893297101437
8726,c5d.18xlarge, Red Hat Enterprise Linux, us-east-1,17,426.8843953947377,324,420.0670583333333,324,6.817337061404429
2708,i3.8xlarge, Linux/UNIX, ap-southeast-1,4,362.24665833333484,396,355.44960000000015,396,6.7970583333346335
2957,i3.8xlarge, Red Hat Enterprise Linux, ap-southeast-1,4,340.7670583333344,325,333.97,325,6.797058333334405
2879,i3.8xlarge, SUSE Linux, ap-southeast-1,4,401.8466583333308,396,395.0496,396,6.797058333330995
482,m4.16xlarge, SUSE Linux, ap-south-1,3,130.7365833333337,183,123.94456249999996,183,6.792020833333751
6929,r5.2xlarge, Linux/UNIX, ap-south-1,16,66.36181250000001,396,59.57770833333333,396,6.78410416666668
12133,z1d.xlarge, SUSE Linux, us-east-2,2,48.16977083333336,182,41.39768749999999,182,6.772083333333371
7387,z1d.xlarge, Red Hat Enterprise Linux, us-east-2,2,39.83408750000004,189,33.062004166666696,189,6.7720833333333434
7411,z1d.xlarge, Linux/UNIX, us-east-2,2,28.494087499999964,189,21.722004166666665,189,6.772083333333296
11697,m5a.xlarge, SUSE Linux, eu-central-1,29,78.28862440476193,396,71.55699673913044,396,6.731627665631508
1305,r5.8xlarge, SUSE Linux, us-east-1,24,218.4636733695649,309,211.73281576086958,309,6.730857608695345
1711,r5.8xlarge, Red Hat Enterprise Linux, us-east-1,24,223.4815900362315,309,216.75489909420284,309,6.726690942028654
8833,r5.8xlarge, Linux/UNIX, us-east-1,24,183.3115900362312,309,176.5848990942029,309,6.726690942028228
7427,p2.16xlarge, Linux/UNIX, ap-northeast-1,4,3956.2328666666963,396,3949.507845833335,396,6.725020833360759
7276,p2.16xlarge, SUSE Linux, ap-northeast-1,4,3995.832866666684,396,3989.107845833332,396,6.725020833351665
7690,z1d.3xlarge, Windows, ap-northeast-1,3,426.9958041666665,396,420.27791904761904,396,6.717885119047537
8362,m5a.xlarge, Linux/UNIX, eu-central-1,29,36.36570773809518,396,29.6517884057971,396,6.713919332298082
8286,m5a.xlarge, Red Hat Enterprise Linux, eu-central-1,25,50.66238690476193,323,43.95098840579711,323,6.711398498964832
7902,z1d.3xlarge, Linux/UNIX, ap-northeast-1,3,208.5870083333357,396,201.89185416666663,396,6.6951541666690835
12112,z1d.3xlarge, SUSE Linux, ap-northeast-1,3,252.4974250000015,396,245.80227083333332,396,6.695154166668174
274,r5.12xlarge, SUSE Linux, ca-central-1,7,172.37150144927517,177,165.6794208333333,177,6.692080615941932
514,r5.12xlarge, Red Hat Enterprise Linux, ca-central-1,7,297.49255144927537,316,290.80255416666665,316,6.689997282608715
4534,i2.8xlarge, SUSE Linux, us-east-1,10,856.500958333329,396,849.8160000000001,396,6.6849583333288365
10039,m5ad.large, Red Hat Enterprise Linux, us-west-2,26,36.984216666666896,323,30.303212499999976,323,6.68100416666692
10207,x1e.16xlarge, Windows, ap-northeast-1,2,4115.091408333289,396,4108.423674999998,396,6.6677333332909265
7072,p3.2xlarge, Linux/UNIX, us-east-2,36,408.61952916666695,396,401.9687875,396,6.6507416666669865
4462,i2.8xlarge, Linux/UNIX, us-east-1,11,816.8647083333377,396,810.2159999999999,396,6.648708333337822
11274,r5d.12xlarge, SUSE Linux, us-west-2,23,387.4647909090933,396,380.8307583333332,396,6.634032575760102
6351,m5d.24xlarge, Red Hat Enterprise Linux, us-east-1,5,579.4027471014472,325,572.7727000000001,325,6.630047101446962
5349,r5d.12xlarge, Linux/UNIX, us-west-2,21,343.6147909090901,396,336.984925,396,6.629865909090142
721,t3.xlarge, Windows, sa-east-1,6,67.6195250000002,396,60.99963750000001,396,6.619887500000188
10433,r4.4xlarge, Red Hat Enterprise Linux, us-west-2,22,153.0313799242426,323,146.41697727272725,323,6.6144026515153485
2982,i3.16xlarge, SUSE Linux, us-east-1,32,639.2577708333341,396,632.6496,396,6.608170833334158
3155,i3.16xlarge, Linux/UNIX, us-east-1,32,599.6577708333302,396,593.0495999999996,396,6.608170833330746
6778,r5ad.4xlarge, Windows, sa-east-1,13,394.835227651514,198,388.27155975935824,198,6.56366789215582
3396,i3en.2xlarge, Windows, ap-south-1,2,60.61405416666672,80,54.056037499999974,80,6.558016666666753
3284,i3en.metal, Windows, us-west-2,1,1747.7366291666615,227,1741.1808,227,6.5558291666618524
10841,i3en.2xlarge, SUSE Linux, eu-central-1,2,150.6575666666671,329,144.14600000000004,329,6.511566666667079
3629,i3en.2xlarge, Linux/UNIX, eu-central-1,2,113.10756666666641,329,106.59599999999998,329,6.5115666666664245
3614,i3en.2xlarge, Red Hat Enterprise Linux, eu-central-1,18,153.15356666666608,323,146.642,323,6.511566666666084
7901,c4.8xlarge, Linux/UNIX, us-west-2,64,206.78057500000003,396,200.27079166666664,396,6.509783333333387
5548,c4.8xlarge, SUSE Linux, us-west-2,64,246.38057499999982,396,239.8707916666667,396,6.509783333333104
2713,i3.8xlarge, Linux/UNIX, eu-west-1,16,334.71405000000163,396,328.21452083333327,396,6.49952916666831
2884,i3.8xlarge, SUSE Linux, eu-west-1,16,374.3140499999969,396,367.81452083333323,396,6.499529166663707
10051,r5a.2xlarge, Linux/UNIX, us-east-1,17,65.71904655797101,396,59.22380235507247,396,6.495244202898547
11360,r5a.2xlarge, SUSE Linux, us-east-1,17,109.56487989130432,396,103.07796902173912,396,6.486910869565192
2356,c5n.metal, Windows, ap-southeast-2,7,1342.3302237318774,266,1335.8797070652174,266,6.450516666659496
11396,r5d.8xlarge, SUSE Linux, ap-southeast-1,2,211.50753134058013,309,205.08953134057964,309,6.4180000000004895
3250,i3.2xlarge, SUSE Linux, us-east-1,96,131.37106666666674,396,124.95669583333334,396,6.414370833333392
3076,i3.2xlarge, Linux/UNIX, us-east-1,96,91.77106666666664,396,85.35669583333333,396,6.414370833333295
9933,r5d.8xlarge, Linux/UNIX, ap-southeast-1,2,175.91169800724674,309,169.52494800724634,309,6.386750000000433
9752,r5d.8xlarge, Red Hat Enterprise Linux, ap-southeast-1,2,216.08169800724656,309,209.69494800724644,309,6.38675000000012
2962,i3.8xlarge, Red Hat Enterprise Linux, eu-west-1,8,316.35946250000086,324,310.04920416666675,324,6.310258333334161
5990,m5d.12xlarge, SUSE Linux, ap-northeast-2,1,160.97537499999947,179,154.67449999999997,179,6.300874999999508
5852,c5.2xlarge, SUSE Linux, us-east-1,14,100.30700416666667,396,94.019025,396,6.287979166666688
6222,c5.2xlarge, Linux/UNIX, us-east-1,14,60.70700416666667,396,54.419025,396,6.287979166666673
7445,p2.xlarge, Red Hat Enterprise Linux, us-east-2,101,115.19440416666656,319,108.90712083333332,319,6.287283333333249
7726,z1d.3xlarge, Red Hat Enterprise Linux, us-east-1,6,157.31194166666623,325,151.06000000000006,325,6.251941666666198
6325,m5d.24xlarge, Linux/UNIX, us-east-2,23,391.95552500000014,396,385.71449166666656,396,6.241033333333519
11470,m5a.2xlarge, SUSE Linux, eu-west-2,6,52.02030833333309,178,45.812666666666686,178,6.2076416666664045
8884,m5ad.24xlarge, Red Hat Enterprise Linux, ap-northeast-2,2,375.1334669117661,213,368.93801274509804,213,6.195454166668072
8869,m5ad.24xlarge, Linux/UNIX, ap-northeast-2,2,347.44346691176315,213,341.2480127450982,213,6.195454166664945
2649,i3.4xlarge, SUSE Linux, eu-north-1,2,95.545854166667,182,89.39839999999997,182,6.147454166667032
2821,i3.4xlarge, Linux/UNIX, eu-north-1,2,161.06265416666608,396,154.91519999999986,396,6.147454166666223
2837,i3.4xlarge, Red Hat Enterprise Linux, eu-north-1,2,173.9738541666655,322,167.8264000000001,322,6.147454166665398
10044,r5a.2xlarge, Linux/UNIX, ap-southeast-2,2,71.42305000000042,396,65.2827291666667,396,6.140320833333718
11353,r5a.2xlarge, SUSE Linux, ap-southeast-2,2,115.32721666666613,396,109.18689583333328,396,6.1403208333328525
10405,m5ad.2xlarge, Linux/UNIX, ap-northeast-2,1,33.229074754902136,213,27.164970588235317,213,6.064104166666829
10465,m5ad.2xlarge, Red Hat Enterprise Linux, ap-northeast-2,1,60.91907475490164,213,54.85497058823532,213,6.064104166666319
10152,c5.9xlarge, SUSE Linux, us-west-2,26,275.2119125000002,396,269.15240592105283,396,6.059506578947379
6020,c5.9xlarge, Linux/UNIX, us-west-2,26,235.61191249999993,396,229.55240592105253,396,6.059506578947379
11117,r5ad.2xlarge, SUSE Linux, us-east-1,17,110.75756793478244,396,104.70292083333332,396,6.054647101449149
9918,m5ad.xlarge, Linux/UNIX, ap-southeast-1,12,39.55462416666637,396,33.5092375,396,6.045386666666367
11321,m5ad.xlarge, SUSE Linux, ap-southeast-1,12,81.49733249999947,396,75.45194583333333,396,6.045386666666148
6402,r5ad.2xlarge, Red Hat Enterprise Linux, us-east-1,18,94.84060434782616,324,88.79637391304348,324,6.0442304347826905
6469,r5ad.2xlarge, Linux/UNIX, us-east-1,18,66.90756793478255,396,60.86333750000002,396,6.044230434782533
938,t3.xlarge, SUSE Linux, sa-east-1,15,79.88285000000006,396,73.84773333333334,396,6.035116666666723
812,t3.xlarge, Red Hat Enterprise Linux, sa-east-1,15,52.37504166666661,329,46.339925,329,6.03511666666661
4194,t3.xlarge, Linux/UNIX, sa-east-1,15,38.01514166666657,396,31.98002500000001,396,6.035116666666564
5293,r5a.2xlarge, Windows, ap-southeast-2,2,217.10433333333233,396,211.07111666666677,396,6.0332166666655676
4955,c5.12xlarge, Red Hat Enterprise Linux, us-west-2,11,292.7832943181819,318,286.75384583333323,318,6.029448484848728
5014,c5.12xlarge, SUSE Linux, us-west-2,11,283.24329431818177,318,277.2138458333334,318,6.029448484848388
5071,c5.12xlarge, Linux/UNIX, us-west-2,11,251.44329431818161,318,245.41384583333343,318,6.029448484848161
362,d2.8xlarge, Windows, ap-southeast-1,2,1101.3647999999966,396,1095.3359999999998,396,6.0287999999968624
1363,r4.8xlarge, Linux/UNIX, us-east-2,11,133.8556648550724,396,127.82708405797106,396,6.02858079710134
2665,i3.4xlarge, Windows, eu-north-1,2,452.3723083333345,396,446.37119999999993,396,6.001108333334571
9859,m5ad.xlarge, Red Hat Enterprise Linux, ap-southeast-1,10,47.362296086956434,325,41.37805942028985,325,5.984236666666575
6573,r5ad.4xlarge, Linux/UNIX, eu-west-2,4,65.43175416666644,213,59.50681250000001,213,5.924941666666427
6901,r5ad.4xlarge, Red Hat Enterprise Linux, eu-west-2,4,93.12175416666638,213,87.19681250000002,213,5.924941666666356
3400,i3en.2xlarge, Windows, eu-central-1,2,233.58150833333363,329,227.668,329,5.913508333333625
7336,p2.16xlarge, Windows, ap-south-1,8,5390.530475000037,396,5384.633004166669,396,5.897470833368062
2049,m5.4xlarge, SUSE Linux, ap-south-1,11,64.5772791666667,183,58.72550416666666,183,5.851775000000039
4564,r5.xlarge, SUSE Linux, sa-east-1,10,46.10400072463767,198,40.26725833333335,198,5.83674239130432
3170,r5.xlarge, Red Hat Enterprise Linux, sa-east-1,8,35.88504239130435,198,30.069929166666668,198,5.815113224637685
3233,r5.xlarge, Linux/UNIX, sa-east-1,8,24.00504239130435,198,18.189929166666673,198,5.815113224637681
3306,i3en.12xlarge, Linux/UNIX, ca-central-1,2,281.60990833333415,143,275.8198773809524,143,5.790030952381756
3414,i3en.12xlarge, Red Hat Enterprise Linux, ca-central-1,2,300.1999083333341,143,294.4098773809525,143,5.790030952381643
12053,i3en.12xlarge, SUSE Linux, ca-central-1,4,300.2286583333325,143,294.4386273809523,143,5.7900309523802225
2590,c5n.xlarge, Red Hat Enterprise Linux, us-east-1,11,46.51653170289855,325,40.74929728260869,325,5.767234420289853
2571,m5.12xlarge, Red Hat Enterprise Linux, ca-central-1,15,287.7299125000002,316,281.96357083333334,316,5.766341666666904
2415,m5.12xlarge, SUSE Linux, ca-central-1,15,163.08841250000003,177,157.32207083333333,177,5.766341666666706
8431,r4.4xlarge, Linux/UNIX, us-west-2,30,134.40344393939392,396,128.63718977272725,396,5.76625416666667
1871,r4.4xlarge, SUSE Linux, us-west-2,30,174.0034439393939,396,168.23718977272728,396,5.7662541666665845
7845,z1d.6xlarge, Linux/UNIX, us-west-2,19,271.59224166666735,396,265.8392041666665,396,5.753037500000857
12161,z1d.6xlarge, SUSE Linux, us-west-2,19,315.43599166666473,396,309.68295416666666,396,5.753037499998015
782,m4.10xlarge, Linux/UNIX, us-east-2,61,164.08063333333314,396,158.3336291666666,396,5.747004166666501
1857,r4.4xlarge, SUSE Linux, ap-northeast-1,10,156.9005750000001,396,151.16481666666667,396,5.735758333333423
8417,r4.4xlarge, Linux/UNIX, ap-northeast-1,10,117.30057499999998,396,111.56481666666667,396,5.735758333333294
3643,i3en.12xlarge, Windows, ca-central-1,2,596.3805458333333,143,590.6867666666665,143,5.693779166666786
6287,c5.24xlarge, Windows, eu-north-1,2,1826.6829166666705,318,1820.9952,318,5.687716666670441
9842,r5d.4xlarge, Windows, ap-south-1,2,402.7874708333329,396,397.11228333333327,396,5.675187499999652
9463,m5a.16xlarge, Windows, us-east-1,3,1251.275579528989,309,1245.6023628623193,309,5.6732166666697585
432,d2.8xlarge, Linux/UNIX, us-east-2,2,661.4491708333302,396,655.7759999999996,396,5.673170833330687
8393,m5a.xlarge, Windows, eu-central-1,4,106.0846416666673,396,100.42559999999996,396,5.659041666667293
5238,c5.18xlarge, SUSE Linux, us-east-2,91,177.9707708810069,182,172.31501286231884,182,5.655758018688061
1893,m5.8xlarge, Windows, ca-central-1,4,610.5430240942032,309,604.8920282608696,309,5.650995833333695
6352,m5d.24xlarge, Red Hat Enterprise Linux, us-east-2,14,356.47685416666695,318,350.86590000000007,318,5.610954166666887
4475,i2.4xlarge, SUSE Linux, ap-southeast-1,4,529.2125958333366,396,523.6023041666671,396,5.6102916666696965
4592,i2.4xlarge, Linux/UNIX, ap-southeast-1,10,489.61259583333407,396,484.0023041666667,396,5.610291666667365
4622,i2.4xlarge, Red Hat Enterprise Linux, ap-southeast-1,4,445.17159583333313,325,439.5613041666665,325,5.610291666666626
3028,i3.16xlarge, Windows, sa-east-1,6,2227.180745833332,396,2221.5791916666667,396,5.60155416666521
6905,r5ad.4xlarge, Red Hat Enterprise Linux, us-east-2,6,104.14586250000013,323,98.5573041666667,323,5.588558333333424
6577,r5ad.4xlarge, Linux/UNIX, us-east-2,6,132.16461666666538,396,126.57605833333332,396,5.58855833333206
10793,m5dn.large, SUSE Linux, us-east-1,2,29.795820728451694,204,24.215086956521727,204,5.580733771929975
12393,m5dn.large, Red Hat Enterprise Linux, us-east-1,2,24.7623207284516,204,19.181586956521738,204,5.580733771929861
12416,m5dn.large, Linux/UNIX, us-east-1,2,12.522320728451529,204,6.941586956521743,204,5.580733771929789
6804,r3.4xlarge, Red Hat Enterprise Linux, eu-west-1,15,141.7296639492754,324,136.1818513888889,324,5.5478125603864905
6164,m5d.24xlarge, SUSE Linux, us-east-2,13,202.99413749999994,182,197.4651,182,5.529037499999903
4386,m3.large, Red Hat Enterprise Linux, sa-east-1,8,38.0134916666666,329,32.51968749999999,329,5.493804166666607
4667,i2.8xlarge, Windows, ap-south-1,2,1507.0833874999996,396,1501.5923999999993,396,5.4909875000003
423,d2.8xlarge, Linux/UNIX, ap-southeast-1,2,832.3371458333303,396,826.8480000000003,396,5.489145833330098
302,d2.8xlarge, SUSE Linux, ap-southeast-1,2,871.9371458333293,396,866.4480000000003,396,5.489145833328962
7355,r5.2xlarge, Red Hat Enterprise Linux, ap-south-1,14,97.68772916666668,323,92.21800833333334,323,5.469720833333341
590,m4.16xlarge, Linux/UNIX, us-east-2,47,247.39170833333333,396,241.94015416666676,396,5.451554166666597
10043,r5a.2xlarge, Linux/UNIX, ap-southeast-1,13,59.879238043478296,396,54.43525,396,5.443988043478299
9768,r5a.2xlarge, Red Hat Enterprise Linux, ap-southeast-1,13,92.3608963768116,325,86.91690833333334,325,5.443988043478242
11352,r5a.2xlarge, SUSE Linux, ap-southeast-1,13,104.18132137681152,396,98.73733333333334,396,5.4439880434781704
5580,m5d.8xlarge, Red Hat Enterprise Linux, us-west-2,16,212.69763888888858,309,207.30974999999992,309,5.387888888888682
5564,m5d.8xlarge, SUSE Linux, us-west-2,16,203.42763888888854,309,198.03975000000003,309,5.387888888888483
5626,m5d.8xlarge, Linux/UNIX, us-west-2,16,172.5276388888884,309,167.1397500000001,309,5.3878888888883125
10416,m5ad.2xlarge, Linux/UNIX, us-east-2,25,52.49919528985486,396,47.118171666666676,396,5.381023623188177
9418,c5d.9xlarge, SUSE Linux, us-east-2,13,89.64963749999998,183,84.28495595238094,183,5.364681547619043
8757,r5d.metal, Red Hat Enterprise Linux, us-east-2,16,259.91672916666715,318,254.5647125,318,5.352016666667254
12267,m5n.xlarge, Linux/UNIX, ap-northeast-1,7,19.016705357142857,190,13.682916666666669,190,5.333788690476187
11045,m5n.xlarge, SUSE Linux, ap-northeast-1,7,40.176080357142844,190,34.84229166666668,190,5.333788690476156
12260,m5n.xlarge, Red Hat Enterprise Linux, ap-northeast-1,7,30.41670535714278,190,25.08291666666667,190,5.333788690476112
8623,c5d.2xlarge, SUSE Linux, ap-northeast-1,7,99.44101000000013,396,94.11850833333332,396,5.322501666666796
8676,c5d.2xlarge, Linux/UNIX, ap-northeast-1,7,59.84101,396,54.51850833333333,396,5.322501666666675
10702,r5d.8xlarge, Windows, us-west-1,3,628.1196873188399,309,622.7996623188402,309,5.320024999999532
6831,r3.4xlarge, SUSE Linux, ap-northeast-1,7,155.42613749999995,396,150.1399583333333,396,5.286179166666642
6908,r3.4xlarge, Linux/UNIX, ap-northeast-1,7,115.82613749999993,396,110.53995833333336,396,5.286179166666585
6499,c1.xlarge, SUSE Linux, eu-west-1,82,81.13721964285719,396,75.853125,396,5.284094642857184
6672,c1.xlarge, Linux/UNIX, eu-west-1,82,41.53721964285712,396,36.253125,396,5.28409464285712
5492,r5.4xlarge, SUSE Linux, ap-southeast-1,17,161.29117613636342,396,156.01225113636366,396,5.2789249999997585
6583,r5.4xlarge, Linux/UNIX, ap-southeast-1,17,116.98700946969679,396,111.71016780303026,396,5.276841666666542
10251,m5ad.xlarge, Windows, ap-southeast-1,6,111.60442499999914,396,106.34940416666666,396,5.25502083333248
4424,g4dn.2xlarge, SUSE Linux, ap-northeast-1,2,100.12401726190464,224,94.88499642857144,224,5.2390208333332
4223,g4dn.2xlarge, Linux/UNIX, ap-northeast-1,2,73.37401726190491,224,68.13707976190476,224,5.2369375000001375
4399,g4dn.2xlarge, Red Hat Enterprise Linux, ap-northeast-1,2,102.49401726190467,224,97.25707976190478,224,5.2369374999999385
3327,i3en.3xlarge, Linux/UNIX, us-east-1,6,151.2588000776403,359,146.0528571428571,359,5.205942934783224
10755,i3en.3xlarge, SUSE Linux, us-east-1,6,191.36921674430664,359,186.16327380952384,359,5.205942934782797
3390,i3en.3xlarge, Red Hat Enterprise Linux, us-east-1,6,179.1291429347825,324,173.92319999999995,324,5.2059429347825406
10995,m5n.xlarge, Windows, ap-northeast-1,5,53.77003863636382,190,48.58627916666664,190,5.183759469697172
11458,r5a.4xlarge, SUSE Linux, us-east-1,52,167.22152083333344,396,162.0429041666667,396,5.178616666666756
7599,c4.4xlarge, Red Hat Enterprise Linux, us-east-1,117,132.94451557971018,325,127.7685986801242,325,5.175916899585999
7925,r5a.4xlarge, Linux/UNIX, us-east-1,52,123.36943750000006,396,118.1949875,396,5.174450000000063
10982,r5a.xlarge, SUSE Linux, ap-south-1,11,34.889412121212175,171,29.71582878787879,171,5.1735833333333865
7050,r5a.xlarge, Linux/UNIX, ap-south-1,11,15.513370454545445,171,10.339787121212124,171,5.173583333333322
7000,r5a.xlarge, Red Hat Enterprise Linux, ap-south-1,11,25.77337045454541,171,20.59978712121213,171,5.173583333333276
11499,m5a.4xlarge, SUSE Linux, eu-west-1,35,165.60556098484835,396,160.43431416666667,396,5.171246818181686
9665,m5a.4xlarge, Linux/UNIX, eu-west-1,33,121.35764431818177,396,116.19293499999996,396,5.164709318181807
11978,c5n.4xlarge, SUSE Linux, eu-central-1,3,136.15968452380966,346,131.00174166666665,346,5.157942857143013
10862,r5a.8xlarge, SUSE Linux, ca-central-1,2,117.26210416666667,177,112.10551666666667,177,5.156587500000015
1970,c5n.4xlarge, Linux/UNIX, eu-central-1,3,96.91385119047614,346,91.76840833333335,346,5.1454428571427835
1998,c5n.4xlarge, Red Hat Enterprise Linux, eu-central-1,1,132.79150119047614,323,127.64959999999998,323,5.14190119047619
371,d2.8xlarge, Windows, us-east-2,2,929.3924958333245,396,924.2640000000008,396,5.128495833323541
9367,c5d.9xlarge, Windows, ap-northeast-1,3,898.2526416666728,396,893.1421833333335,396,5.110458333339351
9359,r4.2xlarge, SUSE Linux, eu-west-1,10,119.6280313405798,396,114.52947916666668,396,5.098552173913133
9293,r4.2xlarge, Red Hat Enterprise Linux, eu-west-1,10,110.12983967391314,324,105.0312875,324,5.098552173913133
9200,r4.2xlarge, Linux/UNIX, eu-west-1,10,80.02803134057963,396,74.92947916666667,396,5.0985521739129505
10022,m5ad.large, Linux/UNIX, us-east-2,4,14.116374999999886,396,9.02536666666667,396,5.091008333333214
9746,m5ad.large, Windows, us-east-2,4,50.58770416666688,396,45.49939583333336,396,5.088308333333515
3108,r5.metal, Linux/UNIX, us-east-2,20,291.0267291666683,396,285.95201250000014,396,5.074716666668167
11407,r5d.8xlarge, SUSE Linux, us-west-1,3,208.23749347826012,309,203.16978931159423,309,5.067704166665892
9763,r5d.8xlarge, Red Hat Enterprise Linux, us-west-1,3,213.16166014492862,309,208.0997893115941,309,5.061870833334523
9944,r5d.8xlarge, Linux/UNIX, us-west-1,3,172.9916601449269,309,167.92978931159428,309,5.061870833332648
5614,m5d.8xlarge, Linux/UNIX, ap-southeast-1,5,182.51364637681232,309,177.46016304347825,309,5.053483333334071
5568,m5d.8xlarge, Red Hat Enterprise Linux, ap-southeast-1,5,222.68364637681114,309,217.63016304347823,309,5.053483333332878
5552,m5d.8xlarge, SUSE Linux, ap-southeast-1,5,213.41364637681085,309,208.3601630434784,309,5.053483333332507
7383,z1d.xlarge, Red Hat Enterprise Linux, eu-central-1,3,68.95107916666655,323,63.89877500000001,323,5.052304166666538
11972,c5n.4xlarge, SUSE Linux, ap-northeast-1,11,136.03893977272725,346,130.9933375,346,5.045602272727251
2866,i3en.large, Windows, ca-central-1,6,41.98980833333332,143,36.95712083333331,143,5.0326875000000015
3077,i3.2xlarge, Linux/UNIX, us-east-2,21,81.54966628787871,396,76.52690833333331,396,5.022757954545399
7958,r3.8xlarge, Linux/UNIX, eu-west-1,14,234.0752791666668,396,229.05990833333337,396,5.015370833333407
5414,r3.8xlarge, SUSE Linux, eu-west-1,14,273.6752791666665,396,268.65990833333336,396,5.015370833333122
7624,r3.8xlarge, Red Hat Enterprise Linux, eu-west-1,14,235.8210124999998,323,230.80564166666667,323,5.015370833333122
1964,c5n.4xlarge, Linux/UNIX, ap-northeast-1,10,97.08268977272716,346,92.0787541666666,346,5.003935606060537
1992,c5n.4xlarge, Red Hat Enterprise Linux, ap-northeast-1,8,130.5642272727273,317,125.56369999999998,317,5.000527272727311
2031,c5n.2xlarge, Red Hat Enterprise Linux, us-west-2,18,92.2295682017544,318,87.22930307971016,318,5.00026512204424
11519,i3en.large, SUSE Linux, ca-central-1,8,39.872583333333395,143,34.890016666666654,143,4.982566666666742
4916,m5d.4xlarge, SUSE Linux, eu-west-1,26,161.80863166666668,396,156.82981083333334,396,4.9788208333333435
4991,m5d.4xlarge, Linux/UNIX, eu-west-1,26,122.20863166666665,396,117.22981083333332,396,4.978820833333317
12793,g3s.xlarge, Linux/UNIX, us-east-2,25,98.00624166666641,396,93.03110416666668,396,4.9751374999997315
9516,m5a.8xlarge, Linux/UNIX, ap-southeast-1,5,166.54797844202957,309,161.5786409420289,309,4.969337500000648
9578,m5a.8xlarge, SUSE Linux, ap-southeast-1,6,202.12506177536247,309,197.15572427536236,309,4.969337500000193
9531,m5a.8xlarge, Red Hat Enterprise Linux, ap-southeast-1,5,206.71797844202845,309,201.748640942029,309,4.969337499999483
2726,i3en.large, Red Hat Enterprise Linux, ca-central-1,6,37.331500000000034,143,32.38664999999998,143,4.944850000000052
2897,i3en.large, Linux/UNIX, ca-central-1,6,28.751499999999982,143,23.80665,143,4.944849999999981
9657,m5a.4xlarge, Red Hat Enterprise Linux, us-west-2,37,133.6835338768115,318,128.78036666666665,318,4.903167210144859
7098,p3.16xlarge, Windows, ap-northeast-1,4,6279.302125000036,396,6274.411345833334,396,4.890779166700668
956,g4dn.12xlarge, Red Hat Enterprise Linux, us-east-2,9,296.78422916666636,224,291.91886249999993,224,4.865366666666488
606,g4dn.12xlarge, Linux/UNIX, us-east-2,9,267.66422916666613,224,262.79886250000004,224,4.865366666666091
7478,p2.xlarge, Linux/UNIX, us-east-1,102,143.3794875000003,396,138.520375,396,4.859112500000293
