,Instance, Product/Description, Region, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
5857,x1e.32xlarge, Windows, ap-northeast-2,6,13648.54274166656,396,8265.422524999996,396,5383.1202166665635
5774,x1e.32xlarge, Linux/UNIX, ap-northeast-2,6,11306.396841666712,396,5927.367908333334,396,5379.0289333333785
5698,x1e.32xlarge, Red Hat Enterprise Linux, ap-northeast-2,4,9098.921004166688,317,3731.309779166667,317,5367.611225000021
7100,p3.16xlarge, Windows, ap-southeast-1,2,9346.885962500011,396,6677.021054166667,396,2669.864908333344
7160,p3.16xlarge, Linux/UNIX, ap-southeast-1,10,8011.890150000032,396,5475.287970833331,396,2536.6021791667013
6966,p3.16xlarge, SUSE Linux, ap-southeast-1,10,8051.490149999941,396,5514.88797083333,396,2536.602179166612
7030,p3.16xlarge, Red Hat Enterprise Linux, ap-southeast-1,4,5886.068995833313,326,3355.061599999998,326,2531.007395833315
5699,x1e.32xlarge, Red Hat Enterprise Linux, ap-south-1,3,4252.95385833334,179,1991.7136791666655,179,2261.240179166673
5775,x1e.32xlarge, Linux/UNIX, ap-south-1,3,4229.683858333335,179,1968.4436791666665,179,2261.2401791666684
5897,x1e.32xlarge, SUSE Linux, ap-south-1,3,4247.5838583333225,179,1986.3436791666657,179,2261.240179166657
5858,x1e.32xlarge, Windows, ap-south-1,3,5279.928325000006,179,3029.3102833333337,179,2250.618041666672
182,f1.16xlarge, Red Hat Enterprise Linux, us-east-1,3,3263.5683541666704,325,1329.2500000000011,325,1934.3183541666692
10186,x1e.16xlarge, Linux/UNIX, ap-northeast-2,3,5456.4264750000375,396,4135.4969375,396,1320.9295375000374
10100,x1e.16xlarge, Red Hat Enterprise Linux, ap-northeast-2,3,3988.934475,318,2668.0049375,318,1320.9295374999995
10208,x1e.16xlarge, Windows, ap-northeast-2,3,6610.140379166615,396,5304.180333333333,396,1305.9600458332825
11611,r5d.metal, SUSE Linux, ap-southeast-2,10,1924.4492799019627,358,774.741304901961,358,1149.7079750000012
8498,r5d.metal, Windows, ap-southeast-2,8,3460.302631060615,358,2311.719635227273,358,1148.5829958333425
8944,r5d.metal, Linux/UNIX, ap-southeast-2,10,1882.9841132352988,358,734.6371382352942,358,1148.3469750000047
2768,i3en.metal, Linux/UNIX, ap-northeast-1,7,2090.88092916667,228,971.6535166666664,228,1119.2274125000038
2846,i3en.metal, Red Hat Enterprise Linux, ap-northeast-1,7,2120.5209291666606,228,1001.2935166666664,228,1119.2274124999942
3175,i3en.metal, SUSE Linux, ap-northeast-1,7,2118.0121791666606,228,998.784766666667,228,1119.2274124999935
3270,i3en.metal, Windows, ap-northeast-1,7,3096.8184500000098,228,1979.3178569444433,228,1117.5005930555665
5784,x1e.32xlarge, Linux/UNIX, us-west-2,2,4463.036429166733,396,3377.715120833332,396,1085.3213083334008
5906,x1e.32xlarge, SUSE Linux, us-west-2,4,4502.636429166679,396,3417.315120833336,396,1085.321308333343
5867,x1e.32xlarge, Windows, us-west-2,4,6799.77524166671,396,5717.200316666666,396,1082.5749250000435
3271,i3en.metal, Windows, ap-northeast-2,3,2916.841892261908,227,1871.3475422619033,227,1045.4943500000045
8748,r5d.metal, Red Hat Enterprise Linux, ap-southeast-2,8,1650.655809068626,316,636.3656340686274,316,1014.2901749999987
2777,i3en.metal, Linux/UNIX, eu-west-3,5,1736.0497333333358,143,781.2100666666665,143,954.8396666666696
2855,i3en.metal, Red Hat Enterprise Linux, eu-west-3,5,1754.6397333333289,143,799.8000666666666,143,954.8396666666624
3184,i3en.metal, SUSE Linux, eu-west-3,5,1754.8893166666605,143,800.0496500000003,143,954.8396666666603
3279,i3en.metal, Windows, eu-west-3,5,2367.8216958333296,143,1416.4355166666676,143,951.3861791666625
3273,i3en.metal, Windows, ap-southeast-1,3,2087.9276333333332,143,1189.5312,143,898.3964333333338
10216,x1e.16xlarge, Windows, us-east-2,7,3559.088108333336,329,2692.6998875000004,329,866.3882208333357
10194,x1e.16xlarge, Linux/UNIX, us-east-2,7,2581.9086250000078,329,1725.1963624999994,329,856.7122625000087
10108,x1e.16xlarge, Red Hat Enterprise Linux, us-east-2,7,2579.213425000005,318,1722.5011625,318,856.7122625000053
7308,p2.16xlarge, Red Hat Enterprise Linux, us-east-1,29,2282.633537499992,324,1441.8000000000006,324,840.833537499991
6482,r5ad.24xlarge, Windows, eu-west-3,1,2178.393387500002,213,1363.9409458333334,213,814.4524416666687
6620,r5ad.24xlarge, Linux/UNIX, eu-west-3,1,1237.371641666671,213,424.13563750000014,213,813.2360041666707
10960,r5ad.24xlarge, SUSE Linux, eu-west-3,1,1120.3274875000013,178,307.0914833333334,178,813.236004166668
6706,r5ad.24xlarge, Red Hat Enterprise Linux, eu-west-3,1,1265.0616416666676,213,451.82563750000014,213,813.2360041666675
5707,x1e.32xlarge, Red Hat Enterprise Linux, us-east-2,5,6131.49761666671,323,5326.6446375,323,804.8529791667106
6487,r5ad.24xlarge, Windows, us-west-2,6,3803.564525000013,396,3006.4170791666675,396,797.147445833345
6625,r5ad.24xlarge, Linux/UNIX, us-west-2,6,2054.560012500004,396,1257.9299666666666,396,796.6300458333376
10965,r5ad.24xlarge, SUSE Linux, us-west-2,8,2098.412095833335,396,1301.7820500000005,396,796.6300458333346
6711,r5ad.24xlarge, Red Hat Enterprise Linux, us-west-2,8,1777.5423958333215,323,980.9123499999997,323,796.6300458333218
12312,f1.16xlarge, Linux/UNIX, us-east-1,4,2364.340000000004,396,1568.1599999999994,396,796.1800000000044
178,f1.16xlarge, SUSE Linux, us-east-1,4,2403.9399999999923,396,1607.7600000000007,396,796.1799999999918
974,g3.16xlarge, Windows, ap-northeast-2,2,2887.7372916666527,345,2113.4015208333317,345,774.335770833321
1094,g3.16xlarge, Linux/UNIX, ap-northeast-2,1,1872.1789833333387,345,1098.1557416666672,345,774.0232416666712
8503,r5d.metal, Windows, eu-west-2,8,2826.873637499987,344,2093.3404787280706,344,733.5331587719165
8753,r5d.metal, Red Hat Enterprise Linux, eu-west-2,6,1302.664704166665,317,570.3179733333329,317,732.3467308333321
11616,r5d.metal, SUSE Linux, eu-west-2,6,1054.972337499996,179,322.62560666666667,179,732.3467308333293
10917,m5n.24xlarge, Windows, eu-central-1,1,1894.468073333329,204,1241.8986483333338,204,652.5694249999954
10903,m5n.24xlarge, Red Hat Enterprise Linux, eu-central-1,1,1020.2316958333361,204,367.6636708333332,204,652.5680250000028
10874,m5n.24xlarge, Linux/UNIX, eu-central-1,1,993.7116958333344,204,341.1436708333332,204,652.5680250000012
10910,m5n.24xlarge, SUSE Linux, eu-central-1,1,1018.7283625000003,204,366.16033750000014,204,652.5680250000004
6194,m5d.16xlarge, SUSE Linux, ap-northeast-1,8,1068.1928458333368,309,417.8105541666667,309,650.3822916666702
5741,m5d.16xlarge, Linux/UNIX, ap-northeast-1,8,1037.2928458333363,309,386.91055416666643,309,650.3822916666702
5868,m5d.16xlarge, Red Hat Enterprise Linux, ap-northeast-1,8,1077.4628458333348,309,427.08055416666684,309,650.3822916666678
6253,m5d.16xlarge, Windows, ap-northeast-1,8,1945.6539305434733,309,1295.4812880434786,309,650.1726424999953
7417,p3dn.24xlarge, Windows, us-west-2,2,6512.554691666617,396,5869.310066666665,396,643.244624999953
10827,p3dn.24xlarge, SUSE Linux, us-west-2,2,4806.731766666695,396,4167.323541666665,396,639.4082250000301
7557,p3dn.24xlarge, Linux/UNIX, us-west-2,2,4762.921350000001,396,4123.513124999999,396,639.4082250000029
8940,r5d.metal, Linux/UNIX, ap-northeast-1,7,1266.698612499999,358,631.6178041666665,358,635.0808083333325
8744,r5d.metal, Red Hat Enterprise Linux, ap-northeast-1,7,1171.0880916666638,317,536.007283333333,317,635.0808083333308
11607,r5d.metal, SUSE Linux, ap-northeast-1,7,1306.8298624999966,358,671.7490541666667,358,635.0808083333295
8494,r5d.metal, Windows, ap-northeast-1,7,2843.0531000000005,358,2208.541304166667,358,634.5117958333335
7415,p3dn.24xlarge, Windows, eu-west-1,10,6988.718162500009,379,6369.082779166666,379,619.6353833333443
2770,i3en.metal, Linux/UNIX, ap-south-1,2,910.1795800000008,80,295.20063833333336,80,614.9789416666674
2848,i3en.metal, Red Hat Enterprise Linux, ap-south-1,2,920.5795800000003,80,305.6006383333331,80,614.9789416666674
3177,i3en.metal, SUSE Linux, ap-south-1,2,922.1795799999994,80,307.20063833333353,80,614.9789416666661
10825,p3dn.24xlarge, SUSE Linux, eu-west-1,8,5337.541537499997,379,4731.2215875,379,606.3199499999963
7555,p3dn.24xlarge, Linux/UNIX, eu-west-1,8,5295.008204166648,379,4688.688254166669,379,606.3199499999791
7331,p3dn.24xlarge, Red Hat Enterprise Linux, eu-west-1,6,4224.115108333329,323,3617.8016833333336,323,606.3134249999953
3280,i3en.metal, Windows, sa-east-1,9,3111.389962499993,143,2527.384625,143,584.0053374999934
5865,x1e.32xlarge, Windows, us-east-1,6,6408.492725000036,396,5832.198375,396,576.2943500000374
3185,i3en.metal, SUSE Linux, sa-east-1,11,2495.278654166666,143,1921.0229458333329,143,574.2557083333331
2778,i3en.metal, Linux/UNIX, sa-east-1,11,2476.439070833336,143,1902.1875291666668,143,574.2515416666695
2856,i3en.metal, Red Hat Enterprise Linux, sa-east-1,11,2495.029070833333,143,1920.777529166667,143,574.2515416666668
4797,h1.16xlarge, Linux/UNIX, us-east-2,10,1246.9305833333308,396,674.2452708333335,396,572.6853124999973
4741,h1.16xlarge, Windows, us-east-2,12,2411.7798125000195,396,1839.919804166666,396,571.8600083333537
5782,x1e.32xlarge, Linux/UNIX, us-east-1,6,4071.2883708333834,396,3500.089849999999,396,571.1985208333845
5904,x1e.32xlarge, SUSE Linux, us-east-1,6,4110.888370833352,396,3539.6898500000025,396,571.1985208333498
8897,m5ad.24xlarge, Red Hat Enterprise Linux, us-west-2,6,1124.8794791666685,323,566.0898000000002,323,558.7896791666683
10640,m5ad.24xlarge, Windows, eu-west-3,1,1817.9495145833305,213,1266.00058125,213,551.9489333333304
11312,m5ad.24xlarge, SUSE Linux, eu-west-3,1,845.0874999999971,178,294.1425499999998,178,550.9449499999973
7799,m5d.metal, Windows, eu-west-2,7,2605.688583333318,344,2064.5822166666658,344,541.1063666666519
5215,x1e.8xlarge, Windows, ap-northeast-2,6,2991.8044416666467,396,2452.5430375,396,539.261404166647
7582,m5d.metal, Red Hat Enterprise Linux, eu-west-2,6,1078.959624999997,316,542.2242625000001,316,536.7353624999969
7711,m5d.metal, Linux/UNIX, eu-west-2,6,1082.2142249999968,344,545.4788625000001,344,536.7353624999968
6243,x1e.8xlarge, Linux/UNIX, ap-northeast-2,6,2410.9562541666696,396,1875.7063000000005,396,535.2499541666691
6184,x1e.8xlarge, SUSE Linux, ap-northeast-2,6,1523.9317791666656,178,988.6818249999997,178,535.2499541666662
6113,x1e.8xlarge, Red Hat Enterprise Linux, ap-northeast-2,6,2028.979574999994,317,1493.7296208333328,317,535.2499541666613
6485,r5ad.24xlarge, Windows, us-east-2,12,2766.7630375000213,396,2238.521083333333,396,528.2419541666886
10128,x1e.16xlarge, SUSE Linux, ap-south-1,2,1297.9247125000047,179,776.0911375000002,179,521.8335750000047
10101,x1e.16xlarge, Red Hat Enterprise Linux, ap-south-1,2,1303.2947125000019,179,781.4611374999997,179,521.8335750000022
10187,x1e.16xlarge, Linux/UNIX, ap-south-1,2,1280.024712499995,179,758.1911375,179,521.8335749999951
6623,r5ad.24xlarge, Linux/UNIX, us-east-2,9,1011.1892208333413,396,489.8892416666664,396,521.299979166675
6709,r5ad.24xlarge, Red Hat Enterprise Linux, us-east-2,4,879.6678166666737,318,360.42120000000017,318,519.2466166666736
10209,x1e.16xlarge, Windows, ap-south-1,2,1801.0193708333245,179,1282.626029166667,179,518.3933416666575
7495,r5ad.12xlarge, Red Hat Enterprise Linux, us-west-2,5,1041.1319999999996,318,523.3316791666668,318,517.8003208333329
9452,m5a.16xlarge, Windows, ap-northeast-1,5,1772.498015036236,309,1254.8103067028987,309,517.6877083333371
7300,r5ad.12xlarge, Windows, us-west-2,6,2114.4424375000117,396,1597.7553166666678,396,516.6871208333444
12274,m5a.16xlarge, Red Hat Enterprise Linux, ap-northeast-1,5,901.9575809782666,309,385.33691431159446,309,516.6206666666723
11182,m5a.16xlarge, SUSE Linux, ap-northeast-1,5,897.0250809782652,309,380.40441431159434,309,516.620666666671
9383,m5a.16xlarge, Linux/UNIX, ap-northeast-1,3,861.7875809782561,309,345.166914311594,309,516.6206666666621
5866,x1e.32xlarge, Windows, us-east-2,4,7727.2680750000045,329,7212.638970833335,329,514.62910416667
5783,x1e.32xlarge, Linux/UNIX, us-east-2,4,5785.593487500025,329,5279.784537499998,329,505.80895000002687
12343,r5d.16xlarge, Red Hat Enterprise Linux, eu-north-1,4,909.157087318844,309,415.251520652174,309,493.90556666667
12373,r5d.16xlarge, Linux/UNIX, eu-north-1,4,868.987087318842,309,375.0815206521738,309,493.9055666666681
11074,r5ad.16xlarge, SUSE Linux, eu-west-3,1,726.3635075000017,178,246.40585833333333,178,479.9576491666684
11061,r5ad.16xlarge, Linux/UNIX, eu-west-3,1,755.454840833332,213,275.4971916666668,213,479.95764916666536
11164,r5ad.16xlarge, Red Hat Enterprise Linux, eu-west-3,1,783.1448408333316,213,303.18719166666665,213,479.95764916666496
11130,r5ad.16xlarge, Windows, eu-west-3,1,1382.2251325757559,213,902.5101458333335,213,479.7149867424228
8895,m5ad.24xlarge, Red Hat Enterprise Linux, us-east-2,3,925.6007125000017,318,449.33118333333334,318,476.2695291666683
126,f1.4xlarge, Red Hat Enterprise Linux, us-east-1,3,833.9043541666647,324,362.8800000000003,324,471.0243541666645
9017,c5d.metal, SUSE Linux, ap-southeast-2,2,779.0236541666687,177,310.2802541666664,177,468.7434000000022
8239,c5d.metal, Linux/UNIX, ap-southeast-2,2,761.3236541666669,177,292.5802541666667,177,468.7434000000002
8794,c5d.metal, Red Hat Enterprise Linux, ap-southeast-2,2,784.3336541666664,177,315.5902541666666,177,468.74339999999984
11002,r5n.16xlarge, SUSE Linux, ap-northeast-1,3,1075.5714916666673,190,613.4807208333334,190,462.0907708333338
12455,r5n.16xlarge, Linux/UNIX, ap-northeast-1,5,1052.219408333337,190,590.1328041666667,190,462.08660416667016
12490,r5n.16xlarge, Red Hat Enterprise Linux, ap-northeast-1,3,1076.9194083333366,190,614.8328041666667,190,462.0866041666699
11310,m5ad.24xlarge, SUSE Linux, eu-west-1,4,1060.1831041666644,213,613.2053291666667,213,446.97777499999773
8875,m5ad.24xlarge, Linux/UNIX, eu-west-1,4,1034.2372708333303,213,587.2594958333333,213,446.97777499999717
8890,m5ad.24xlarge, Red Hat Enterprise Linux, eu-west-1,4,1061.9272708333308,213,614.9494958333335,213,446.9777749999971
8886,m5ad.24xlarge, Red Hat Enterprise Linux, ap-southeast-1,5,1007.5406005952408,325,563.2442464285714,325,444.2963541666693
10634,m5ad.24xlarge, Windows, ap-southeast-1,7,3135.1815374999983,396,2692.609683333334,396,442.5718541666638
7171,p3.8xlarge, Windows, ap-southeast-1,6,3753.326087499977,396,3312.9078625,396,440.41822499997664
10743,r5ad.12xlarge, SUSE Linux, us-west-2,5,1205.8572333333439,396,767.3234375,396,438.533795833344
7461,r5ad.12xlarge, Linux/UNIX, us-west-2,5,1162.0280666666665,396,723.4942708333333,396,438.5337958333332
6989,p3.8xlarge, SUSE Linux, ap-southeast-1,4,3206.598579166695,396,2769.8840458333343,396,436.7145333333606
7213,p3.8xlarge, Linux/UNIX, ap-southeast-1,4,3166.998579166676,396,2730.284045833332,396,436.71453333334375
2,p3.8xlarge, Red Hat Enterprise Linux, ap-southeast-1,2,2135.683391666664,326,1699.0154541666675,326,436.667937499996
10852,m5n.16xlarge, Windows, eu-central-1,1,1263.1376216666647,204,827.8850341666663,204,435.2525874999984
10946,m5n.16xlarge, Red Hat Enterprise Linux, eu-central-1,1,688.8962650000017,204,253.81854,204,435.0777250000017
12291,m5n.16xlarge, SUSE Linux, eu-central-1,1,687.4283483333332,204,252.35062333333323,204,435.077725
10924,m5n.16xlarge, Linux/UNIX, eu-central-1,1,662.3762649999983,204,227.2985400000001,204,435.0777249999981
9008,m5ad.16xlarge, Windows, eu-west-1,3,1300.4398404411825,213,889.0778362745098,213,411.36200416667265
6162,m5d.24xlarge, SUSE Linux, sa-east-1,1,835.1002041666661,198,426.8682,198,408.2320041666661
6323,m5d.24xlarge, Linux/UNIX, sa-east-1,1,815.3002041666645,198,407.06820000000016,198,408.2320041666642
6350,m5d.24xlarge, Red Hat Enterprise Linux, sa-east-1,1,841.0402041666642,198,432.80820000000017,198,408.23200416666396
6075,m5d.24xlarge, Windows, sa-east-1,1,1689.6413708333362,198,1281.4697000000006,198,408.17167083333567
3179,i3en.metal, SUSE Linux, ap-southeast-2,6,1423.5089516666671,227,1032.1735975,227,391.3353541666672
10440,c5d.metal, Windows, eu-north-1,1,1402.3376999999973,177,1013.6857458333333,177,388.6519541666642
6484,r5ad.24xlarge, Windows, us-east-1,2,2829.671195833352,396,2445.227529166668,396,384.44366666668435
2850,i3en.metal, Red Hat Enterprise Linux, ap-southeast-2,6,1417.2552516666674,227,1034.6460974999998,227,382.60915416666796
2772,i3en.metal, Linux/UNIX, ap-southeast-2,6,1387.745251666667,227,1005.1360975000003,227,382.6091541666665
2774,i3en.metal, Linux/UNIX, eu-central-1,1,1268.2202708333352,228,885.9371166666666,228,382.2831541666688
3181,i3en.metal, SUSE Linux, eu-central-1,1,1295.636937499999,228,913.3537833333332,228,382.2831541666659
2852,i3en.metal, Red Hat Enterprise Linux, eu-central-1,1,1297.8602708333322,228,915.5771166666666,228,382.28315416666567
6622,r5ad.24xlarge, Linux/UNIX, us-east-1,2,1078.6208333333425,396,696.3701333333336,396,382.25070000000886
10962,r5ad.24xlarge, SUSE Linux, us-east-1,2,1122.4354166666535,396,740.1847166666665,396,382.2506999999871
3276,i3en.metal, Windows, eu-central-1,1,2274.9970375000044,228,1892.897145833333,228,382.0998916666708
6708,r5ad.24xlarge, Red Hat Enterprise Linux, us-east-1,2,977.716733333341,325,599.6688000000003,325,378.04793333334084
9016,c5d.metal, SUSE Linux, ap-southeast-1,2,655.2344874999999,177,282.1921708333333,177,373.04231666666664
8238,c5d.metal, Linux/UNIX, ap-southeast-1,2,637.5344874999985,177,264.49217083333343,177,373.042316666665
8793,c5d.metal, Red Hat Enterprise Linux, ap-southeast-1,2,660.5444874999978,177,287.5021708333333,177,373.04231666666453
9151,m5a.24xlarge, Red Hat Enterprise Linux, ap-southeast-1,5,920.1744864035077,325,552.3699999999999,325,367.80448640350784
7295,r5ad.12xlarge, Windows, eu-west-3,1,1007.4375770833333,213,641.1810145833333,213,366.2565624999999
10738,r5ad.12xlarge, SUSE Linux, eu-west-3,1,530.9263000000002,178,164.73011666666662,178,366.1961833333336
8405,r5a.24xlarge, Red Hat Enterprise Linux, ap-southeast-1,2,936.1173541666701,325,576.6800000000002,325,359.4373541666698
7801,m5d.metal, Windows, sa-east-1,1,1625.787973333336,198,1281.4427400000009,198,344.34523333333533
10637,m5ad.24xlarge, Windows, eu-central-1,6,1706.3858333333308,213,1363.219041666667,213,343.1667916666638
7671,m5d.metal, SUSE Linux, sa-east-1,1,769.7608333333328,198,426.8682,198,342.89263333333287
7713,m5d.metal, Linux/UNIX, sa-east-1,1,749.960833333331,198,407.06820000000016,198,342.8926333333308
7584,m5d.metal, Red Hat Enterprise Linux, sa-east-1,1,775.7008333333308,198,432.80820000000017,198,342.8926333333307
6312,m5d.24xlarge, Linux/UNIX, ap-northeast-1,4,1014.6594125000031,396,672.1100791666668,396,342.54933333333616
6151,m5d.24xlarge, SUSE Linux, ap-northeast-1,4,1054.2594125000014,396,711.7100791666666,396,342.54933333333486
7716,m5d.metal, Linux/UNIX, us-west-1,5,874.0627166666644,258,533.4514791666664,344,340.611237499998
8874,m5ad.24xlarge, Linux/UNIX, eu-central-1,6,762.1608291666678,213,422.05132499999985,213,340.10950416666776
8889,m5ad.24xlarge, Red Hat Enterprise Linux, eu-central-1,6,789.8508291666667,213,449.7413249999997,213,340.10950416666714
11309,m5ad.24xlarge, SUSE Linux, eu-central-1,6,788.0691624999993,213,447.9596583333334,213,340.10950416666583
6064,m5d.24xlarge, Windows, ap-northeast-1,6,2760.929929166651,396,2421.1277458333343,396,339.8021833333164
6710,r5ad.24xlarge, Red Hat Enterprise Linux, us-west-1,3,742.3708825980431,213,404.14996593137255,213,338.2209166666705
6624,r5ad.24xlarge, Linux/UNIX, us-west-1,3,714.680882598043,213,376.4599659313726,213,338.2209166666705
12361,m5dn.24xlarge, Linux/UNIX, eu-central-1,1,675.7036658333329,204,341.5824449999999,204,334.1212208333332
11544,m5dn.24xlarge, SUSE Linux, eu-central-1,3,700.7453324999997,204,366.6241116666668,204,334.12122083333304
12421,m5dn.24xlarge, Red Hat Enterprise Linux, eu-central-1,1,702.2236658333322,204,368.1024449999999,204,334.12122083333236
10954,r5ad.24xlarge, SUSE Linux, ap-southeast-1,3,1356.2270541666728,396,1022.6829791666664,396,333.5440750000064
6614,r5ad.24xlarge, Linux/UNIX, ap-southeast-1,3,1311.9478874999838,396,978.4038125000003,396,333.54407499998365
10964,r5ad.24xlarge, SUSE Linux, us-west-1,3,734.8454325980417,213,402.05996593137263,213,332.785466666669
7674,m5d.metal, SUSE Linux, us-west-1,5,899.8627166666656,258,567.8514791666666,344,332.0112374999989
9186,m5a.24xlarge, Windows, eu-west-2,6,1666.1954124999938,213,1334.9212235507246,213,331.2741889492695
9429,m5a.24xlarge, Linux/UNIX, eu-west-2,6,724.5818083333328,213,393.88556449275376,213,330.6962438405792
9156,m5a.24xlarge, Red Hat Enterprise Linux, eu-west-2,6,752.2718083333322,213,421.5755644927536,213,330.6962438405785
7587,m5d.metal, Red Hat Enterprise Linux, us-west-1,7,862.2765374999971,231,532.8453000000003,317,329.43123749999677
11562,m5a.24xlarge, SUSE Linux, eu-central-1,12,1052.7365833333306,396,727.4440833333334,396,325.29249999999735
9427,m5a.24xlarge, Linux/UNIX, eu-central-1,10,1008.4865833333375,396,683.2086666666664,396,325.27791666667116
2462,c5n.metal, Linux/UNIX, us-east-2,1,567.3119737318825,266,242.28950706521732,266,325.0224666666652
2506,c5n.metal, Red Hat Enterprise Linux, us-east-2,1,601.8919737318822,266,276.86950706521753,266,325.02246666666474
2361,c5n.metal, Windows, us-east-2,3,1447.14293894928,266,1123.361830615941,266,323.7811083333391
9184,m5a.24xlarge, Windows, eu-central-1,10,2755.194024999989,396,2433.2320875000005,396,321.96193749998884
9190,m5a.24xlarge, Windows, us-east-2,8,2492.6515416666675,396,2187.0756041666673,396,305.5759375000003
9433,m5a.24xlarge, Linux/UNIX, us-east-2,9,744.7256083333348,396,439.3082458333332,396,305.41736250000173
9154,m5a.24xlarge, Red Hat Enterprise Linux, eu-central-1,5,883.5013291666725,323,582.1900624999997,323,301.3112666666726
11303,m5ad.24xlarge, SUSE Linux, ap-northeast-1,1,555.7432166666661,142,256.52581250000003,142,299.2174041666661
8883,m5ad.24xlarge, Red Hat Enterprise Linux, ap-northeast-1,1,555.6678000000007,142,256.47122916666683,142,299.1965708333339
8868,m5ad.24xlarge, Linux/UNIX, ap-northeast-1,1,537.2078000000006,142,238.01122916666668,142,299.1965708333339
9042,m5ad.12xlarge, Windows, us-west-2,5,1573.8829124999875,396,1276.7516166666671,396,297.1312958333208
8501,r5d.metal, Windows, eu-north-1,29,2811.1306008333227,396,2515.672957936509,396,295.45764289681387
11586,m5dn.16xlarge, SUSE Linux, ap-southeast-1,1,531.0724815476207,204,238.9157815476191,204,292.15670000000165
12533,m5dn.16xlarge, Linux/UNIX, ap-southeast-1,1,505.9828982142857,204,213.8261982142857,204,292.15669999999994
12547,m5dn.16xlarge, Red Hat Enterprise Linux, ap-southeast-1,1,532.5028982142853,204,240.34619821428586,204,292.1566999999996
6641,r5a.8xlarge, Windows, eu-west-1,2,927.3727375000036,309,641.6474,309,285.7253375000037
4168,g4dn.16xlarge, Windows, eu-west-3,1,1142.092650000001,191,856.903058333333,191,285.18959166666804
10864,r5a.8xlarge, SUSE Linux, eu-west-1,1,507.30522916666825,309,222.3348166666666,309,284.97041250000166
6790,r5a.8xlarge, Linux/UNIX, eu-west-1,1,471.76981249999886,309,186.79939999999993,309,284.97041249999893
6726,r5a.8xlarge, Red Hat Enterprise Linux, eu-west-1,1,511.939812499998,309,226.96940000000006,309,284.970412499998
11879,g4dn.16xlarge, SUSE Linux, eu-west-3,1,581.9264166666675,178,298.00150000000014,178,283.92491666666734
795,g4dn.16xlarge, Linux/UNIX, eu-west-3,1,579.413366666667,191,295.48845,191,283.924916666667
888,g4dn.16xlarge, Red Hat Enterprise Linux, eu-west-3,1,604.2433666666667,191,320.31845,191,283.92491666666666
11601,m5ad.12xlarge, SUSE Linux, eu-west-3,1,433.0081541666653,178,158.26871666666668,178,274.73943749999853
8495,r5d.metal, Windows, ap-northeast-2,9,2933.5879999999993,396,2663.002808333333,396,270.58519166666656
2738,r5.metal, Windows, ap-south-1,4,2447.0733083333357,396,2176.877262500002,396,270.19604583333376
6000,m5d.12xlarge, SUSE Linux, sa-east-1,2,493.4869208333339,198,223.3242,198,270.1627208333339
10290,m5d.12xlarge, Linux/UNIX, sa-east-1,2,473.68692083333235,198,203.52419999999992,198,270.16272083333246
10121,m5d.12xlarge, Red Hat Enterprise Linux, sa-east-1,2,499.42692083333196,198,229.26420000000016,198,270.16272083333183
6048,m5d.12xlarge, Windows, sa-east-1,1,910.1314375000017,198,640.7082000000001,198,269.4232375000016
3097,r5.metal, Linux/UNIX, ap-south-1,4,694.6047874999974,396,426.5823458333332,396,268.02244166666424
8941,r5d.metal, Linux/UNIX, ap-northeast-2,8,1181.2099083333308,396,914.2226083333336,396,266.98729999999733
10135,x1e.16xlarge, SUSE Linux, us-east-2,4,1418.3580083333325,182,1154.9259625,182,263.4320458333325
6040,m5d.12xlarge, Windows, ap-southeast-1,5,1573.9983624999966,396,1311.5660625000005,396,262.43229999999585
5992,m5d.12xlarge, SUSE Linux, ap-southeast-1,5,738.7922958333403,396,476.7449083333333,396,262.047387500007
10282,m5d.12xlarge, Linux/UNIX, ap-southeast-1,5,699.1922958333377,396,437.1449083333335,396,262.04738750000416
10113,m5d.12xlarge, Red Hat Enterprise Linux, ap-southeast-1,5,559.3573875000031,325,297.30999999999995,325,262.0473875000032
6473,r5ad.24xlarge, Windows, ap-northeast-1,2,1137.2608441666655,142,876.5940900000003,142,260.6667541666652
6611,r5ad.24xlarge, Linux/UNIX, ap-northeast-1,2,509.65070583333437,142,249.48035999999985,142,260.1703458333344
10951,r5ad.24xlarge, SUSE Linux, ap-northeast-1,2,528.1902891666666,142,268.01994333333334,142,260.17034583333333
6697,r5ad.24xlarge, Red Hat Enterprise Linux, ap-northeast-1,2,528.1107058333333,142,267.94036000000006,142,260.17034583333333
9073,m5ad.12xlarge, Red Hat Enterprise Linux, us-west-2,4,554.2439583333312,319,307.0591416666665,319,247.18481666666457
2676,r5.metal, Red Hat Enterprise Linux, ap-south-1,2,614.3024291666626,322,370.29999999999984,322,244.00242916666284
8500,r5d.metal, Windows, eu-central-1,4,3562.337487499992,396,3318.7127791666667,396,243.62470833332463
10851,m5n.16xlarge, Windows, ap-southeast-1,4,1082.132724999999,204,838.61775,204,243.51497499999905
10923,m5n.16xlarge, Linux/UNIX, ap-southeast-1,6,480.50321250000144,204,237.66265416666664,204,242.8405583333348
10945,m5n.16xlarge, Red Hat Enterprise Linux, ap-southeast-1,6,507.02321250000085,204,264.1826541666668,204,242.8405583333341
12290,m5n.16xlarge, SUSE Linux, ap-southeast-1,6,505.6052958333331,204,262.7647375,204,242.8405583333331
