Instance, Product/Description, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
i3en.2xlarge, Linux/UNIX, 32, 2348.837700000001, 359, 2285.702100000009, 359, 63.13559999999188
i3en.12xlarge, Windows, 26, 34916.0378, 359, 32366.70699999991, 359, 2549.330800000087
r5.metal, SUSE Linux, 26, 11347.349599999998, 396, 9372.383499999982, 396, 1974.966100000016
i3.large, Red Hat Enterprise Linux, 19, 1124.1632999999997, 329, 820.0347000000052, 329, 304.12859999999455
i3.large, SUSE Linux, 15, 1394.8935999999992, 396, 1373.375800000003, 396, 21.517799999996214
t3.medium, Windows, 13, 293.2530000000001, 396, 290.10110000000157, 396, 3.151899999998534
i3.large, Windows, 11, 1318.8775999999993, 396, 1306.2852000000032, 396, 12.592399999996132
i3.large, Linux/UNIX, 11, 444.6935999999997, 396, 440.74919999999895, 396, 3.944400000000769
i3en.6xlarge, Red Hat Enterprise Linux, 25, 7320.4488, 324, 7117.471199999963, 324, 202.97760000003746
i3.metal, Windows, 6, 42920.42189999998, 396, 42027.10400000011, 396, 893.3178999998709
i3.xlarge, Linux/UNIX, 16, 889.3871999999994, 396, 880.4239999999979, 396, 8.963200000001507
i3.metal, SUSE Linux, 7, 15812.7583, 396, 15110.250399999868, 396, 702.5079000001315
i3en.6xlarge, Linux/UNIX, 22, 7007.590999999998, 359, 6857.39939999998, 359, 150.1916000000174
i3.metal, Linux/UNIX, 5, 14862.458299999991, 396, 14173.535999999967, 396, 688.9223000000238
i3.metal, Red Hat Enterprise Linux, 9, 13813.205999999987, 324, 12482.572400000046, 324, 1330.633599999941
m2.4xlarge, Red Hat Enterprise Linux, 21, 6668.578499999999, 329, 1760.3359999999948, 329, 4908.242500000004
r4.xlarge, Windows, 11, 2125.6523999999986, 396, 2104.138100000012, 396, 21.514299999986633
m2.4xlarge, Linux/UNIX, 13, 931.2940000000001, 396, 925.5157999999934, 396, 5.778200000006677
m2.4xlarge, SUSE Linux, 13, 1881.594000000001, 396, 1868.9157999999873, 396, 12.678200000013703
r4.8xlarge, Windows, 8, 16995.426000000007, 396, 16843.818999999956, 396, 151.6070000000509
m2.2xlarge, SUSE Linux, 14, 1415.649, 396, 1409.1075000000064, 396, 6.541499999993448
t3.2xlarge, Red Hat Enterprise Linux, 22, 2287.5456000000004, 329, 1764.5423000000114, 329, 523.0032999999889
m2.2xlarge, Windows, 4, 1778.8125, 396, 1774.8085, 396, 4.003999999999905
t3.small, SUSE Linux, 23, 869.4355000000002, 396, 838.0720999999985, 396, 31.36340000000166
m2.4xlarge, Windows, 7, 3558.0, 396, 3543.6038, 396, 14.396200000000135
g4dn.4xlarge, Windows, 17, 5865.7189000000035, 224, 5734.7635000000155, 224, 130.955399999988
m2.xlarge, SUSE Linux, 6, 1183.1234999999997, 396, 1176.4392000000123, 396, 6.684299999987388
m2.xlarge, Red Hat Enterprise Linux, 14, 726.401, 329, 654.4022000000034, 329, 71.99879999999655
t3.small, Windows, 16, 234.26819999999992, 396, 231.50789999999753, 396, 2.7603000000023883
m2.xlarge, Windows, 6, 890.3374000000008, 396, 886.3907999999949, 396, 3.946600000005901
m2.xlarge, Linux/UNIX, 6, 232.82350000000002, 396, 231.63919999999834, 396, 1.1843000000016843
m2.2xlarge, Red Hat Enterprise Linux, 21, 1492.2017999999998, 328, 850.0493999999974, 328, 642.1524000000024
m1.xlarge, Linux/UNIX, 8, 332.6400000000002, 396, 330.4703999999987, 396, 2.1696000000015374
t3.small, Red Hat Enterprise Linux, 19, 551.0561000000002, 328, 506.8763999999978, 328, 44.17970000000247
m1.small, Windows, 6, 310.7153999999998, 396, 309.4919999999998, 396, 1.2234000000000265
m1.xlarge, Red Hat Enterprise Linux, 15, 838.1285, 329, 733.9964999999945, 329, 104.13200000000552
g4dn.xlarge, Linux/UNIX, 41, 885.3996, 224, 828.6430999999985, 224, 56.75650000000144
m1.small, SUSE Linux, 9, 326.9031999999999, 396, 325.36080000000163, 396, 1.5423999999982811
g4dn.xlarge, Red Hat Enterprise Linux, 41, 1207.2996000000003, 224, 1144.123100000003, 224, 63.176499999997304
m2.2xlarge, Linux/UNIX, 14, 465.5490000000001, 396, 463.8074999999967, 396, 1.7415000000033842
m1.xlarge, SUSE Linux, 8, 1283.0399999999995, 396, 1273.6704000000032, 396, 9.369599999996353
m1.xlarge, Windows, 21, 2421.834500000001, 396, 2264.4500999999977, 396, 157.3844000000031
g4dn.8xlarge, Windows, 18, 11398.804499999998, 224, 11091.412899999983, 224, 307.3916000000154
m3.medium, Red Hat Enterprise Linux, 16, 582.6637000000003, 329, 514.8348999999986, 329, 67.8288000000017
m3.medium, Linux/UNIX, 6, 49.827900000000014, 310, 63.23550000000018, 396, -13.407600000000166
t2.xlarge, Red Hat Enterprise Linux, 22, 1172.6022000000007, 329, 894.1072999999958, 329, 278.4949000000049
g4dn.16xlarge, Windows, 17, 22796.9174, 224, 22322.484199999966, 224, 474.43320000003223
m3.large, SUSE Linux, 8, 960.4404000000004, 310, 1218.7024000000054, 396, -258.26200000000495
t3.xlarge, Linux/UNIX, 23, 496.9474000000001, 396, 470.7102000000049, 396, 26.237199999995198
t2.xlarge, SUSE Linux, 20, 1489.4974, 396, 1456.7152999999919, 396, 32.782100000008086
m3.medium, SUSE Linux, 8, 793.5279, 310, 1006.0646999999918, 396, -212.53679999999179
g4dn.2xlarge, Linux/UNIX, 26, 1250.2752999999998, 224, 1172.393999999997, 224, 77.88130000000274
m3.large, Windows, 12, 999.2184, 310, 1192.7178000000001, 396, -193.49940000000015
m3.xlarge, Linux/UNIX, 8, 435.33939999999996, 310, 551.9847000000018, 396, -116.64530000000184
m3.xlarge, Red Hat Enterprise Linux, 17, 1091.9743, 329, 915.1231000000034, 329, 176.85119999999665
m3.medium, Windows, 14, 451.4344, 310, 534.2979000000031, 396, -82.86350000000311
m3.2xlarge, Red Hat Enterprise Linux, 26, 2249.2374, 329, 1907.9284000000057, 329, 341.3089999999943
t2.xlarge, Windows, 8, 918.9400999999995, 396, 911.7408999999956, 396, 7.199200000003884
g4dn.4xlarge, Linux/UNIX, 37, 1923.1847000000007, 224, 1881.3102999999935, 224, 41.8744000000072
m3.2xlarge, SUSE Linux, 20, 2074.1902, 396, 2056.3017000000027, 396, 17.888499999997293
g4dn.2xlarge, Windows, 16, 3182.0713000000005, 224, 3093.734499999999, 224, 88.3368000000014
t3.2xlarge, Linux/UNIX, 12, 1037.3335000000004, 396, 941.6630000000097, 396, 95.67049999999074
g4dn.4xlarge, Red Hat Enterprise Linux, 37, 2619.3346999999985, 224, 2561.730299999996, 224, 57.60440000000244
m3.2xlarge, Linux/UNIX, 20, 1126.0901999999996, 396, 1112.1017000000008, 396, 13.988499999998794
m3.large, Red Hat Enterprise Linux, 13, 1009.3618999999998, 329, 688.456999999996, 329, 320.90490000000375
m3.large, Linux/UNIX, 6, 217.64039999999997, 310, 276.2279000000009, 396, -58.587500000000915
g4dn.2xlarge, Red Hat Enterprise Linux, 26, 1948.5053000000003, 224, 1851.384000000001, 224, 97.12129999999934
m3.2xlarge, Windows, 12, 3963.6170999999995, 310, 4789.268100000004, 396, -825.6510000000044
g4dn.2xlarge, SUSE Linux, 27, 1224.8533999999995, 138, 1792.0034999999998, 224, -567.1501000000003
i2.4xlarge, Windows, 4, 12006.431700000003, 396, 11981.108800000036, 396, 25.322899999966467
inf1.xlarge, Linux/UNIX, 7, 394.23839999999996, 150, 388.3872000000008, 150, 5.851199999999153
inf1.6xlarge, SUSE Linux, 7, 2488.0796, 150, 2472.9343999999955, 150, 15.145200000004479
i2.8xlarge, Linux/UNIX, 12, 19586.339, 396, 19367.640599999868, 396, 218.6984000001321
inf1.6xlarge, Red Hat Enterprise Linux, 5, 2494.8696, 150, 2480.1444000000056, 150, 14.725199999994402
inf1.6xlarge, Linux/UNIX, 5, 2032.329599999999, 150, 2020.334399999991, 150, 11.995200000007799
inf1.xlarge, Red Hat Enterprise Linux, 7, 608.4983999999997, 150, 599.4672000000012, 150, 9.031199999998535
i2.4xlarge, SUSE Linux, 15, 11596.8717, 396, 10612.198999999991, 396, 984.6727000000083
r4.xlarge, SUSE Linux, 37, 1223.7185, 310, 1449.3077999999962, 396, -225.58929999999623
inf1.2xlarge, SUSE Linux, 9, 1085.7343999999998, 150, 992.9003999999982, 150, 92.83400000000165
t3.nano, SUSE Linux, 20, 761.4047999999995, 396, 732.0070000000026, 396, 29.39779999999689
i2.8xlarge, Red Hat Enterprise Linux, 16, 19987.012000000006, 325, 16645.299000000035, 325, 3341.7129999999706
i2.8xlarge, SUSE Linux, 16, 20536.709000000003, 396, 20233.036900000177, 396, 303.67209999982515
i3en.xlarge, Windows, 23, 2752.120000000001, 359, 2690.9170999999933, 359, 61.2029000000075
r5.xlarge, SUSE Linux, 83, 1246.154, 310, 1515.7695000000035, 396, -269.6155000000035
inf1.2xlarge, Red Hat Enterprise Linux, 8, 1091.4144000000001, 150, 1077.375199999999, 150, 14.039200000001074
inf1.2xlarge, Linux/UNIX, 8, 626.5343999999996, 150, 618.4751999999982, 150, 8.059200000001397
t3.nano, Windows, 9, 58.86280000000001, 396, 58.480700000000354, 396, 0.38209999999965305
i2.4xlarge, Linux/UNIX, 11, 10647.3717, 396, 9686.070899999935, 396, 961.3008000000646
m1.large, Linux/UNIX, 17, 170.6348000000001, 396, 165.59159999999935, 396, 5.043200000000752
i2.2xlarge, Windows, 3, 6009.701599999997, 396, 5990.291700000022, 396, 19.409899999975096
i2.4xlarge, Red Hat Enterprise Linux, 18, 10653.045299999996, 325, 8785.115499999949, 325, 1867.9298000000472
inf1.xlarge, SUSE Linux, 8, 801.6884, 150, 750.8476000000007, 150, 50.84079999999926
i2.xlarge, SUSE Linux, 11, 3390.3852000000006, 396, 3358.475200000006, 396, 31.909999999994398
i2.xlarge, Red Hat Enterprise Linux, 14, 2895.5391999999997, 326, 2422.692799999995, 326, 472.8464000000049
i2.xlarge, Windows, 4, 3006.4327999999987, 396, 2993.96200000001, 396, 12.470799999988685
i2.8xlarge, Windows, 9, 28891.888900000005, 396, 24414.537699999986, 396, 4477.351200000019
i2.xlarge, Linux/UNIX, 6, 2440.085200000002, 396, 2420.4779999999864, 396, 19.607200000015382
m1.medium, Red Hat Enterprise Linux, 14, 563.7054000000003, 329, 533.3222999999992, 329, 30.383100000001036
t3.small, Linux/UNIX, 11, 59.41250000000001, 396, 58.80920000000016, 396, 0.6032999999998481
m1.medium, SUSE Linux, 6, 1032.9760999999994, 396, 1026.1711999999925, 396, 6.80490000000691
m1.medium, Linux/UNIX, 6, 82.67609999999995, 396, 82.17119999999917, 396, 0.5049000000007737
h1.4xlarge, Red Hat Enterprise Linux, 19, 3361.529400000001, 324, 3331.9208999999873, 324, 29.608500000013464
h1.2xlarge, SUSE Linux, 16, 1916.8714000000002, 310, 2400.0687000000125, 396, -483.1973000000123
h1.2xlarge, Windows, 7, 3903.8649999999975, 310, 4940.876799999998, 396, -1037.0118000000007
h1.16xlarge, Windows, 6, 31201.45399999998, 310, 39425.22609999998, 396, -8223.772099999998
h1.4xlarge, Linux/UNIX, 17, 2432.3355, 310, 2907.7509, 396, -475.41539999999986
m1.small, Red Hat Enterprise Linux, 15, 517.5828000000001, 329, 498.2803999999971, 329, 19.302400000003047
g4dn.xlarge, Windows, 15, 1829.4483999999998, 224, 1793.664199999995, 224, 35.78420000000483
m1.small, Linux/UNIX, 7, 41.813199999999995, 396, 41.65640000000014, 396, 0.15679999999985483
h1.16xlarge, SUSE Linux, 13, 10253.911800000003, 310, 12522.087699999907, 396, -2268.175899999904
h1.16xlarge, Red Hat Enterprise Linux, 13, 7968.551799999999, 238, 10291.52770000004, 324, -2322.9759000000413
m1.medium, Windows, 11, 607.7274, 396, 563.1887000000006, 396, 44.53869999999938
h1.16xlarge, Linux/UNIX, 11, 9510.1118, 310, 11601.5749, 396, -2091.463099999999
h1.4xlarge, SUSE Linux, 19, 3176.1354999999994, 310, 3853.78530000001, 396, -677.6498000000106
i2.2xlarge, Red Hat Enterprise Linux, 13, 5755.166000000004, 325, 4899.022200000008, 325, 856.1437999999962
m1.large, Red Hat Enterprise Linux, 27, 655.7375999999998, 329, 599.8610000000015, 329, 55.87659999999835
i2.2xlarge, SUSE Linux, 9, 5810.472999999998, 396, 5755.411700000031, 396, 55.06129999996756
i2.2xlarge, Linux/UNIX, 4, 4860.272999999999, 396, 4840.406399999968, 396, 19.866600000031212
t3.2xlarge, SUSE Linux, 18, 2089.3334999999997, 396, 1967.9597000000078, 396, 121.37379999999189
m1.large, SUSE Linux, 18, 1120.9348000000002, 396, 1111.008600000006, 396, 9.926199999994196
h1.8xlarge, Red Hat Enterprise Linux, 10, 4240.516599999997, 238, 5630.168499999976, 324, -1389.651899999979
h1.8xlarge, Linux/UNIX, 6, 4657.636600000001, 310, 5801.0409, 396, -1143.4042999999992
m1.large, Windows, 11, 1213.5281000000004, 396, 1131.3517999999965, 396, 82.17630000000395
h1.4xlarge, Windows, 6, 7797.302399999995, 310, 9880.724399999994, 396, -2083.4219999999987
h1.8xlarge, SUSE Linux, 8, 5400.236600000002, 310, 6735.332099999916, 396, -1335.095499999914
h1.8xlarge, Windows, 21, 15588.409299999992, 310, 19728.818899999987, 396, -4140.409599999995
r3.8xlarge, Windows, 4, 10296.377999999997, 396, 10261.81880000005, 396, 34.55919999994694
m5d.4xlarge, SUSE Linux, 53, 3518.0591999999997, 396, 3053.8919000000083, 396, 464.1672999999914
m5d.4xlarge, Red Hat Enterprise Linux, 54, 3077.8795000000014, 325, 2459.455499999998, 325, 618.4240000000032
c5.12xlarge, Red Hat Enterprise Linux, 81, 7336.652700000001, 318, 4781.916999999999, 318, 2554.735700000002
x1e.xlarge, Windows, 16, 4144.002100000001, 396, 4064.063199999985, 396, 79.93890000001556
r5d.12xlarge, Windows, 14, 25762.0032, 396, 25434.62870000004, 396, 327.37449999995806
m5d.4xlarge, Linux/UNIX, 56, 2614.8199999999997, 396, 1754.514200000002, 396, 860.3057999999978
c5.12xlarge, SUSE Linux, 77, 7108.8027, 318, 5205.389300000011, 318, 1903.4133999999895
x1e.xlarge, SUSE Linux, 31, 3353.8836999999994, 396, 3275.5519999999747, 396, 78.33170000002474
c4.xlarge, Windows, 6, 2090.5788000000016, 396, 2080.1689999999835, 396, 10.409800000018095
m5d.4xlarge, Windows, 12, 8508.200000000004, 396, 8412.669699999924, 396, 95.53030000008039
c5.12xlarge, Linux/UNIX, 80, 6349.3027, 318, 3828.823199999991, 318, 2520.479500000009
z1d.12xlarge, Linux/UNIX, 13, 12725.433699999989, 396, 12559.234299999913, 396, 166.1994000000759
c5.18xlarge, Red Hat Enterprise Linux, 145, 12592.983000000006, 329, 7361.807999999987, 329, 5231.175000000018
r3.large, Linux/UNIX, 38, 181.23370000000006, 396, 179.84029999999956, 396, 1.3934000000004971
x1e.xlarge, Linux/UNIX, 29, 2403.483699999999, 396, 2344.8555999999994, 396, 58.62809999999945
m5d.2xlarge, Red Hat Enterprise Linux, 52, 2144.1188, 326, 1619.1156, 326, 525.0032000000001
c5.18xlarge, Linux/UNIX, 148, 8955.7385, 396, 7947.1770999999835, 396, 1008.561400000016
m5d.2xlarge, SUSE Linux, 54, 1797.2586999999999, 310, 1948.480000000002, 396, -151.2213000000022
x1e.xlarge, Red Hat Enterprise Linux, 23, 2430.8858999999998, 325, 2360.420900000006, 325, 70.46499999999378
r5.4xlarge, Windows, 12, 8580.936099999999, 396, 8477.388099999975, 396, 103.54800000002433
r5d.24xlarge, Linux/UNIX, 19, 9564.2799, 396, 9460.407900000027, 396, 103.8719999999721
x1e.8xlarge, Windows, 23, 34778.320100000004, 396, 32516.016199999878, 396, 2262.3039000001263
c5.18xlarge, SUSE Linux, 102, 9194.3884, 310, 9950.954799999998, 396, -756.5663999999979
m5d.2xlarge, Linux/UNIX, 52, 793.0734000000002, 396, 767.9601000000023, 396, 25.113299999997935
m5d.2xlarge, Windows, 14, 4251.861000000002, 396, 4195.570199999962, 396, 56.29080000003978
c5.12xlarge, Windows, 19, 22464.963599999995, 318, 20125.452099999835, 318, 2339.5115000001606
r5a.2xlarge, Windows, 14, 4288.068699999998, 396, 4252.838400000019, 396, 35.23029999997925
r5.24xlarge, SUSE Linux, 18, 16476.694700000007, 396, 13570.236999999957, 396, 2906.45770000005
c4.large, Linux/UNIX, 9, 177.48329999999999, 396, 176.03549999999936, 396, 1.4478000000006261
r5d.12xlarge, Linux/UNIX, 13, 4777.169599999999, 396, 4727.697199999961, 396, 49.47240000003785
r5.24xlarge, Windows, 13, 51484.6072, 396, 50879.384399999915, 396, 605.2228000000832
m5d.large, Linux/UNIX, 13, 190.06000000000006, 396, 187.6351999999991, 396, 2.424800000000971
z1d.2xlarge, Linux/UNIX, 21, 2446.1610000000005, 396, 2093.2881000000066, 396, 352.87289999999393
c4.large, Red Hat Enterprise Linux, 18, 777.5559999999995, 329, 609.3613999999994, 329, 168.19460000000004
r3.8xlarge, SUSE Linux, 47, 4458.196400000001, 310, 4814.155500000006, 396, -355.9591000000055
r5ad.xlarge, Windows, 25, 3529.272899999999, 396, 2229.367800000001, 396, 1299.9050999999981
z1d.2xlarge, Red Hat Enterprise Linux, 18, 3313.4260999999997, 325, 2700.8712999999857, 325, 612.554800000014
m5d.8xlarge, Windows, 12, 13278.9069, 309, 13071.346500000074, 309, 207.56039999992572
c4.large, SUSE Linux, 12, 961.0869000000005, 310, 1170.8333000000016, 396, -209.74640000000113
z1d.12xlarge, Windows, 13, 33670.02240000002, 396, 33355.32109999984, 396, 314.7013000001825
r5.4xlarge, SUSE Linux, 27, 3879.6679999999997, 310, 3210.837799999999, 396, 668.8302000000008
c4.8xlarge, Windows, 6, 16990.4624, 396, 16857.015599999944, 396, 133.4468000000561
m5d.large, Red Hat Enterprise Linux, 16, 720.9279000000001, 325, 607.3307999999994, 325, 113.59710000000075
c4.8xlarge, SUSE Linux, 38, 5400.475699999997, 396, 4613.162900000002, 396, 787.3127999999951
m5d.8xlarge, SUSE Linux, 19, 3738.0325000000025, 223, 3635.1821000000086, 309, 102.8503999999939
m5d.8xlarge, Red Hat Enterprise Linux, 16, 3347.6994999999984, 309, 3285.920499999988, 309, 61.779000000010456
r5d.12xlarge, Red Hat Enterprise Linux, 19, 7417.638000000003, 325, 4821.657900000014, 325, 2595.980099999989
c4.xlarge, Red Hat Enterprise Linux, 35, 1083.9744000000003, 329, 755.3814999999994, 329, 328.5929000000009
m5d.8xlarge, Linux/UNIX, 16, 2384.0095, 309, 2337.4404999999915, 309, 46.5690000000086
c4.xlarge, Linux/UNIX, 32, 371.078, 396, 351.3459999999989, 396, 19.73200000000105
z1d.12xlarge, Red Hat Enterprise Linux, 11, 11405.399600000004, 325, 11244.077800000006, 325, 161.3217999999979
c4.xlarge, SUSE Linux, 26, 1179.3549999999996, 310, 1397.4838000000043, 396, -218.12880000000473
c4.large, Windows, 7, 1046.1702000000007, 396, 1039.1030999999919, 396, 7.06710000000885
c5.2xlarge, Windows, 12, 4218.888000000002, 396, 4170.930499999984, 396, 47.95750000001772
x1e.32xlarge, Red Hat Enterprise Linux, 23, 92122.52189999999, 325, 61713.59860000013, 325, 30408.923299999864
c5.4xlarge, Linux/UNIX, 47, 1483.2824, 396, 1458.3317000000004, 396, 24.950699999999642
r5.24xlarge, Linux/UNIX, 24, 9535.189999999997, 396, 9434.560900000013, 396, 100.62909999998374
m5d.16xlarge, Linux/UNIX, 12, 4732.732900000001, 309, 4672.015099999998, 309, 60.71780000000308
r5d.2xlarge, Windows, 13, 4292.435799999999, 396, 4239.999300000022, 396, 52.43649999997706
x1e.32xlarge, Linux/UNIX, 22, 97702.91449999993, 396, 77827.94490000006, 396, 19874.969599999866
r5d.2xlarge, Red Hat Enterprise Linux, 31, 2287.6220999999996, 325, 1673.4709999999989, 325, 614.1511000000007
x1e.4xlarge, Linux/UNIX, 16, 9556.696899999994, 396, 9349.613699999996, 396, 207.0831999999973
r3.large, SUSE Linux, 32, 970.3168000000002, 310, 1176.4608999999991, 396, -206.14409999999896
r5.24xlarge, Red Hat Enterprise Linux, 21, 14466.8123, 325, 8644.782999999941, 325, 5822.029300000058
c5.2xlarge, SUSE Linux, 59, 2232.3711999999996, 396, 1899.620099999999, 396, 332.75110000000063
x1e.32xlarge, Windows, 21, 153789.93100000004, 396, 132594.09209999946, 396, 21195.838900000585
m5d.16xlarge, Red Hat Enterprise Linux, 12, 5696.292899999997, 309, 5620.365100000027, 309, 75.92779999996947
x1e.4xlarge, Red Hat Enterprise Linux, 22, 14270.839799999994, 325, 8548.714499999945, 325, 5722.125300000049
x1e.32xlarge, SUSE Linux, 25, 98653.21450000006, 396, 78481.45629999977, 396, 20171.758200000288
c5.2xlarge, Red Hat Enterprise Linux, 94, 2358.6822999999995, 329, 1595.1037999999985, 329, 763.578500000001
c5.4xlarge, Red Hat Enterprise Linux, 51, 3587.4306000000006, 329, 2200.6453000000006, 329, 1386.7853
c5.4xlarge, Windows, 12, 8424.456000000004, 396, 8331.953299999966, 396, 92.5027000000373
x1e.2xlarge, SUSE Linux, 20, 6049.789200000003, 396, 5621.379699999986, 396, 428.40950000001703
r3.large, Windows, 5, 1229.4156000000007, 396, 1103.246400000001, 396, 126.16919999999982
x1e.2xlarge, Red Hat Enterprise Linux, 19, 5248.7, 325, 4811.811700000035, 325, 436.88829999996506
m5d.12xlarge, SUSE Linux, 33, 9122.162499999999, 396, 7029.703500000014, 396, 2092.4589999999844
c5.9xlarge, Linux/UNIX, 124, 3583.4753, 396, 3497.378100000001, 396, 86.09719999999925
c5.4xlarge, SUSE Linux, 50, 3552.9734, 396, 2865.0603000000015, 396, 687.9130999999984
m5d.12xlarge, Windows, 14, 25495.994100000004, 396, 25180.30959999999, 396, 315.68450000001394
x1e.2xlarge, Windows, 17, 8561.8736, 396, 8139.99099999997, 396, 421.88260000003083
m5d.24xlarge, Windows, 14, 51072.5952, 396, 50372.87139999999, 396, 699.7238000000143
c5.24xlarge, Linux/UNIX, 105, 11374.521900000003, 318, 7888.337100000007, 318, 3486.1847999999964
r5d.24xlarge, Red Hat Enterprise Linux, 25, 13790.6368, 325, 8673.670000000011, 325, 5116.966799999989
x1e.8xlarge, Red Hat Enterprise Linux, 23, 23549.468799999988, 325, 16163.707100000054, 325, 7385.761699999934
r3.large, Red Hat Enterprise Linux, 46, 793.7173999999995, 329, 615.5690000000004, 329, 178.14839999999913
c5.18xlarge, Windows, 12, 37942.96949999999, 396, 37564.42569999995, 396, 378.5438000000431
m5d.24xlarge, SUSE Linux, 41, 19692.3471, 396, 13106.420999999993, 396, 6585.926100000006
c5.24xlarge, Red Hat Enterprise Linux, 107, 12364.211899999995, 318, 8826.009900000003, 318, 3538.201999999992
x1e.8xlarge, SUSE Linux, 27, 21829.1345, 396, 19636.016599999803, 396, 2193.1179000001976
m5d.16xlarge, SUSE Linux, 16, 6337.2539, 223, 6535.088100000018, 309, -197.83420000001843
c5.2xlarge, Linux/UNIX, 86, 752.8346000000001, 396, 738.5596999999992, 396, 14.274900000000912
r5d.2xlarge, Linux/UNIX, 27, 1035.0444999999997, 396, 848.4377999999988, 396, 186.60670000000096
x1e.8xlarge, Linux/UNIX, 23, 20879.93449999999, 396, 18759.173499999997, 396, 2120.7609999999913
m5d.16xlarge, Windows, 13, 26506.917500000003, 309, 26138.141899999886, 309, 368.77560000011727
x1e.4xlarge, Windows, 17, 16531.883100000003, 396, 16227.861799999939, 396, 304.021300000064
c5.24xlarge, Windows, 19, 44990.88029999999, 318, 40256.04039999967, 318, 4734.839900000319
r5d.24xlarge, Windows, 14, 51457.98120000002, 396, 50867.181099999754, 396, 590.8001000002623
m5d.24xlarge, Linux/UNIX, 36, 9406.932599999998, 396, 9150.73389999996, 396, 256.198700000039
x1e.4xlarge, SUSE Linux, 20, 10505.396899999996, 396, 10266.77030000005, 396, 238.62659999994685
m5d.24xlarge, Red Hat Enterprise Linux, 32, 13862.767200000004, 325, 8439.944300000006, 325, 5422.822899999997
c5.24xlarge, SUSE Linux, 91, 12135.821899999999, 318, 9863.893199999995, 318, 2271.928700000004
r3.2xlarge, Windows, 8, 4285.811399999999, 396, 4267.354799999969, 396, 18.45660000002954
c1.xlarge, Windows, 7, 2899.796, 396, 2889.220100000023, 396, 10.575899999976627
r5ad.2xlarge, Red Hat Enterprise Linux, 33, 5057.399999999998, 325, 1793.9980000000169, 325, 3263.401999999981
z1d.metal, Red Hat Enterprise Linux, 11, 13690.3452, 325, 11276.415200000005, 325, 2413.929999999995
c3.2xlarge, Linux/UNIX, 19, 1094.6577, 396, 1059.2543000000003, 396, 35.40339999999969
r5ad.2xlarge, Windows, 24, 5757.220099999999, 396, 4556.647199999988, 396, 1200.572900000011
r5.2xlarge, Windows, 12, 4284.337799999999, 396, 4237.427899999975, 396, 46.90990000002421
r5ad.2xlarge, Linux/UNIX, 31, 2257.5698000000007, 396, 1086.9201000000014, 396, 1170.6496999999993
r5ad.24xlarge, Windows, 22, 66342.6995, 396, 51901.39730000047, 396, 14441.302199999533
c1.xlarge, Red Hat Enterprise Linux, 30, 1588.7714000000008, 329, 1422.255799999998, 329, 166.51560000000268
c1.xlarge, SUSE Linux, 22, 1183.492800000001, 310, 1463.858499999996, 396, -280.36569999999506
m5n.2xlarge, Linux/UNIX, 9, 398.8685000000002, 204, 394.5766000000019, 204, 4.291899999998293
z1d.metal, SUSE Linux, 17, 16520.675099999993, 396, 13624.862199999996, 396, 2895.812899999997
r3.2xlarge, SUSE Linux, 31, 1821.5655000000002, 310, 1919.6990000000014, 396, -98.13350000000128
c3.2xlarge, Red Hat Enterprise Linux, 23, 2189.528000000001, 329, 1876.9146999999884, 329, 312.6133000000127
z1d.metal, Linux/UNIX, 14, 15470.325099999991, 396, 12574.784699999913, 396, 2895.540400000078
c3.2xlarge, SUSE Linux, 19, 2043.6577000000002, 396, 2004.4543000000117, 396, 39.203399999988505
r5ad.4xlarge, Linux/UNIX, 18, 5016.942100000002, 396, 2481.1309999999926, 396, 2535.8111000000094
r5.4xlarge, Linux/UNIX, 47, 1786.6844000000003, 396, 1683.9436999999998, 396, 102.74070000000052
m5n.2xlarge, Red Hat Enterprise Linux, 9, 1032.6184999999996, 204, 1024.556600000001, 204, 8.061899999998559
c1.medium, Red Hat Enterprise Linux, 14, 611.7487000000002, 329, 564.0152000000005, 329, 47.73349999999971
r5ad.24xlarge, Linux/UNIX, 19, 24249.4767, 396, 10347.16960000003, 396, 13902.307099999969
c1.medium, SUSE Linux, 9, 1073.839, 396, 1068.0971999999965, 396, 5.741800000003423
r5a.8xlarge, Windows, 16, 13373.4187, 309, 13187.420599999963, 309, 185.99810000003708
c1.medium, Linux/UNIX, 7, 123.53900000000007, 396, 122.98699999999937, 396, 0.552000000000703
r3.2xlarge, Red Hat Enterprise Linux, 46, 2304.0431999999996, 329, 1629.7430999999992, 329, 674.3001000000004
c1.xlarge, Linux/UNIX, 22, 440.09279999999995, 310, 519.1584999999978, 396, -79.06569999999789
z1d.metal, Windows, 20, 36420.80580000002, 396, 33249.390299999846, 396, 3171.41550000017
c1.medium, Windows, 6, 728.7551999999998, 396, 726.6876000000059, 396, 2.067599999993945
r5ad.24xlarge, Red Hat Enterprise Linux, 17, 23384.328, 325, 8751.618400000048, 325, 14632.709599999953
m5n.2xlarge, Windows, 5, 2783.0222000000012, 204, 2171.183900000001, 204, 611.8383000000003
r5a.8xlarge, Red Hat Enterprise Linux, 11, 3438.615099999999, 309, 3397.1337000000094, 309, 41.48139999998966
c3.4xlarge, Windows, 4, 5726.9025, 310, 7294.372799999973, 396, -1567.4702999999727
c3.8xlarge, Linux/UNIX, 4, 3320.4710000000005, 310, 4223.501600000031, 396, -903.030600000031
