Instance, Product/Description, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
t2.2xlarge, Windows, 9, 1647.8202, 396, 1632.8084999999899, 396, 15.01170000001025
r5.16xlarge, Linux/UNIX, 12, 4959.018600000002, 309, 4892.343500000029, 309, 66.6750999999731
t3a.medium, Red Hat Enterprise Linux, 21, 578.2608000000002, 326, 529.273199999997, 326, 48.987600000003226
m5.12xlarge, SUSE Linux, 48, 6739.6098, 310, 7147.357800000013, 396, -407.74800000001323
c5n.xlarge, Linux/UNIX, 20, 362.5099, 396, 357.7445000000001, 396, 4.765399999999943
r5a.12xlarge, Linux/UNIX, 18, 5222.650499999997, 396, 4934.224500000019, 396, 288.42599999997765
c5n.metal, Linux/UNIX, 9, 13609.3035, 266, 5756.0330999999815, 266, 7853.2704000000185
m5.16xlarge, Red Hat Enterprise Linux, 12, 5695.242199999997, 309, 5605.165800000026, 309, 90.07639999997082
m5.16xlarge, Linux/UNIX, 12, 4731.552200000002, 309, 4657.985799999999, 309, 73.56640000000334
c5n.metal, Red Hat Enterprise Linux, 9, 14438.313500000002, 266, 6573.863100000038, 266, 7864.450399999964
c5n.xlarge, Windows, 12, 2109.444000000001, 396, 2084.3581999999915, 396, 25.085800000009385
d2.2xlarge, Linux/UNIX, 4, 3934.2419999999975, 396, 3917.1456000000207, 396, 17.09639999997671
t3a.medium, Linux/UNIX, 14, 100.6717, 372, 83.72599999999976, 372, 16.945700000000244
t2.large, Linux/UNIX, 9, 274.1543000000001, 396, 262.4624000000009, 396, 11.69189999999918
m5.12xlarge, Red Hat Enterprise Linux, 50, 9116.146700000003, 329, 5080.844899999998, 329, 4035.3018000000047
c5n.xlarge, Red Hat Enterprise Linux, 19, 1126.9368, 325, 747.6755999999972, 325, 379.26120000000276
m5.12xlarge, Linux/UNIX, 42, 5313.390600000001, 396, 4943.0922999999975, 396, 370.2983000000031
t3.large, SUSE Linux, 40, 1124.6276999999995, 396, 1089.6307000000008, 396, 34.99699999999871
t3.micro, Red Hat Enterprise Linux, 20, 510.6493999999997, 329, 480.94400000000286, 329, 29.705399999996814
i3.4xlarge, SUSE Linux, 23, 4927.244500000001, 396, 4445.1506000000045, 396, 482.0938999999962
i3.4xlarge, Windows, 11, 10551.020799999995, 396, 10441.894400000025, 396, 109.12639999997009
r5.metal, Red Hat Enterprise Linux, 32, 9916.099799999998, 325, 6105.446400000021, 325, 3810.6533999999774
r4.large, Red Hat Enterprise Linux, 22, 812.1043, 329, 615.8080999999992, 329, 196.2962000000008
i3.8xlarge, Linux/UNIX, 27, 7103.8655999999955, 396, 7048.713599999984, 396, 55.15200000001187
i3en.large, Red Hat Enterprise Linux, 28, 1107.2341999999994, 324, 959.5269999999956, 324, 147.7072000000038
r5.metal, Windows, 18, 51081.50000000005, 396, 47642.419600000314, 396, 3439.080399999737
t3.large, Red Hat Enterprise Linux, 38, 792.5399000000001, 328, 653.185999999999, 328, 139.3539000000011
i3en.metal, Linux/UNIX, 16, 49845.59379999999, 228, 17208.10190000006, 228, 32637.491899999928
t3.micro, SUSE Linux, 19, 776.1592999999998, 396, 744.3997999999934, 396, 31.75950000000637
r4.large, Linux/UNIX, 16, 191.97380000000007, 396, 188.7989999999994, 396, 3.1748000000006584
i3.4xlarge, Linux/UNIX, 25, 3977.2445, 396, 3522.0817999999917, 396, 455.16270000000804
i3.4xlarge, Red Hat Enterprise Linux, 30, 6236.381700000002, 329, 3890.8844999999874, 329, 2345.4972000000143
i3en.metal, Red Hat Enterprise Linux, 16, 50551.49380000002, 228, 17897.6219, 228, 32653.87190000002
i3en.large, Windows, 24, 1422.0784000000003, 359, 1343.3440999999968, 359, 78.73430000000349
i3.8xlarge, SUSE Linux, 31, 8305.424500000003, 396, 7940.631199999932, 396, 364.7933000000712
i3en.large, Linux/UNIX, 26, 601.2741000000001, 359, 570.2140000000021, 359, 31.060099999997988
t3.micro, Linux/UNIX, 12, 29.459300000000006, 396, 29.151600000000176, 396, 0.30769999999983
i3en.6xlarge, Windows, 23, 16516.3551, 359, 16151.081199999953, 359, 365.27390000004743
i3.8xlarge, Windows, 11, 21104.26239999999, 396, 20892.87360000005, 396, 211.38879999993878
i3.8xlarge, Red Hat Enterprise Linux, 34, 12121.197100000001, 329, 6791.5279999999675, 329, 5329.669100000034
i3.16xlarge, SUSE Linux, 43, 15342.1865, 396, 14971.557599999876, 396, 370.6289000001234
i3en.xlarge, Red Hat Enterprise Linux, 39, 1566.5253999999995, 324, 1472.239700000004, 324, 94.28569999999559
t3.nano, Linux/UNIX, 7, 15.190399999999997, 396, 15.09839999999991, 396, 0.09200000000008757
i3.16xlarge, Windows, 11, 42195.199999999975, 396, 41795.60000000011, 396, 399.5999999998676
r4.xlarge, Red Hat Enterprise Linux, 22, 1148.4226000000003, 329, 816.0345999999995, 329, 332.38800000000083
t3.2xlarge, Windows, 12, 2344.276999999999, 396, 2325.755200000006, 396, 18.521799999993164
i3.2xlarge, Linux/UNIX, 38, 1800.255599999999, 396, 1761.9460999999958, 396, 38.309500000003254
i3en.xlarge, Linux/UNIX, 37, 1167.6664000000003, 359, 1142.1525000000045, 359, 25.51389999999583
r5.metal, Linux/UNIX, 34, 9129.499999999996, 396, 6406.231600000046, 396, 2723.268399999951
i3.16xlarge, Red Hat Enterprise Linux, 45, 21954.189099999996, 329, 12585.516800000045, 329, 9368.672299999951
t3.nano, Red Hat Enterprise Linux, 19, 491.3125, 329, 472.0230000000024, 329, 19.289499999997588
i3.16xlarge, Linux/UNIX, 40, 14391.786499999995, 396, 14101.391999999967, 396, 290.3945000000276
r5.xlarge, Red Hat Enterprise Linux, 117, 1034.4909, 326, 779.4645999999998, 326, 255.02630000000022
i3en.metal, SUSE Linux, 22, 50491.49380000001, 228, 17806.051300000006, 228, 32685.442500000005
t3.large, Linux/UNIX, 31, 249.19370000000004, 396, 235.83789999999937, 396, 13.35580000000067
i3.2xlarge, Windows, 11, 5276.620799999997, 396, 5211.2544000000125, 396, 65.36639999998442
r5.xlarge, Linux/UNIX, 116, 407.6493, 396, 402.730099999999, 396, 4.919200000000956
i3.2xlarge, SUSE Linux, 32, 2749.7556000000013, 396, 2693.6614000000177, 396, 56.09419999998363
t3.micro, Windows, 12, 116.88689999999998, 396, 115.50879999999916, 396, 1.3781000000008277
i3en.metal, Windows, 16, 73888.54230000002, 228, 40653.11129999989, 228, 33235.43100000013
i3.2xlarge, Red Hat Enterprise Linux, 36, 3628.5125000000016, 329, 2421.7664000000077, 329, 1206.746099999994
i3en.12xlarge, Linux/UNIX, 29, 14228.244699999996, 359, 13843.12119999996, 359, 385.1235000000361
i3en.3xlarge, Linux/UNIX, 28, 3628.475399999999, 359, 3424.02229999999, 359, 204.45310000000882
t3.medium, Linux/UNIX, 14, 118.77500000000006, 396, 117.37209999999926, 396, 1.4029000000007983
t3.medium, Red Hat Enterprise Linux, 19, 631.1740000000002, 328, 555.1896000000021, 328, 75.98439999999812
i3.xlarge, Windows, 11, 2638.0327999999986, 396, 2610.200200000007, 396, 27.832599999991544
i3en.3xlarge, Red Hat Enterprise Linux, 30, 4288.826599999999, 324, 4040.1395000000302, 324, 248.68709999996918
i3en.2xlarge, Windows, 23, 5490.846400000001, 359, 5382.688199999987, 359, 108.1582000000144
i3en.12xlarge, Red Hat Enterprise Linux, 27, 13682.155900000002, 324, 13218.266900000053, 324, 463.8889999999483
r4.large, Windows, 11, 1062.9380999999994, 396, 1051.366500000006, 396, 11.571599999993396
r4.large, SUSE Linux, 18, 1254.7652000000003, 396, 1186.7552000000042, 396, 68.00999999999613
i3.xlarge, SUSE Linux, 32, 1907.9838, 396, 1826.3498000000134, 396, 81.6339999999866
t3.medium, SUSE Linux, 24, 994.1239999999997, 396, 969.5578000000039, 396, 24.566199999995774
i3.xlarge, Red Hat Enterprise Linux, 20, 1776.3322999999996, 329, 1179.331600000008, 329, 597.0006999999916
t3.large, Windows, 10, 500.0361999999999, 396, 495.37930000000307, 396, 4.656899999996824
i3en.3xlarge, Windows, 24, 8352.321, 359, 8066.463499999976, 359, 285.8575000000237
r4.xlarge, Linux/UNIX, 25, 387.83780000000013, 396, 385.9809999999994, 396, 1.8568000000007032
i3en.24xlarge, Linux/UNIX, 22, 28543.364299999994, 359, 27747.48199999992, 359, 795.8823000000739
i3en.24xlarge, Windows, 22, 66318.7429, 359, 64864.17599999981, 359, 1454.5669000001872
i3en.24xlarge, Red Hat Enterprise Linux, 24, 26293.403599999998, 324, 25565.86730000014, 324, 727.5362999998579
i3en.24xlarge, SUSE Linux, 24, 29506.564299999995, 359, 28608.151400000184, 359, 898.4128999998102
i3en.2xlarge, Red Hat Enterprise Linux, 35, 3125.0825, 324, 3026.876499999989, 324, 98.20600000001104
